265.0,352.0,409.0,438.0,438.0,148.0,5.0,1.0
522.0,723.0,889.0,1025.0,1134.0,283.0,10.0,1.0
760.0,1056.0,1306.0,1518.0,1696.0,411.0,15.0,1.0
979.0,1349.0,1654.0,1904.0,2107.0,533.0,20.0,1.0
262.0,347.0,403.0,431.0,431.0,147.0,5.0,2.0
545.0,764.0,951.0,1108.0,1236.0,291.0,10.0,2.0
801.0,1130.0,1418.0,1667.0,1883.0,426.0,15.0,2.0
1020.0,1425.0,1770.0,2062.0,2308.0,548.0,20.0,2.0
267.0,356.0,414.0,444.0,444.0,149.0,5.0,3.0
523.0,726.0,896.0,1036.0,1150.0,283.0,10.0,3.0
766.0,1067.0,1323.0,1542.0,1727.0,413.0,15.0,3.0
1008.0,1404.0,1742.0,2030.0,2274.0,543.0,20.0,3.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,4.0
536.0,749.0,928.0,1077.0,1197.0,288.0,10.0,4.0
784.0,1098.0,1367.0,1596.0,1791.0,420.0,15.0,4.0
992.0,1373.0,1690.0,1951.0,2166.0,538.0,20.0,4.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,5.0
531.0,738.0,913.0,1056.0,1172.0,286.0,10.0,5.0
798.0,1125.0,1409.0,1655.0,1867.0,425.0,15.0,5.0
1028.0,1443.0,1804.0,2117.0,2390.0,550.0,20.0,5.0
262.0,347.0,403.0,431.0,431.0,147.0,5.0,6.0
542.0,759.0,943.0,1097.0,1223.0,290.0,10.0,6.0
781.0,1097.0,1373.0,1614.0,1825.0,418.0,15.0,6.0
1005.0,1403.0,1745.0,2040.0,2292.0,541.0,20.0,6.0
262.0,347.0,403.0,431.0,431.0,147.0,5.0,7.0
525.0,728.0,897.0,1036.0,1146.0,284.0,10.0,7.0
779.0,1090.0,1358.0,1587.0,1782.0,418.0,15.0,7.0
1003.0,1396.0,1729.0,2009.0,2243.0,541.0,20.0,7.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,8.0
534.0,744.0,920.0,1066.0,1185.0,287.0,10.0,8.0
776.0,1085.0,1349.0,1575.0,1766.0,417.0,15.0,8.0
971.0,1341.0,1652.0,1915.0,2138.0,529.0,20.0,8.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,9.0
520.0,721.0,888.0,1026.0,1137.0,282.0,10.0,9.0
764.0,1065.0,1323.0,1544.0,1733.0,412.0,15.0,9.0
978.0,1353.0,1666.0,1927.0,2142.0,532.0,20.0,9.0
253.0,333.0,385.0,411.0,411.0,143.0,5.0,10.0
521.0,724.0,895.0,1037.0,1153.0,282.0,10.0,10.0
767.0,1074.0,1342.0,1576.0,1779.0,412.0,15.0,10.0
986.0,1371.0,1700.0,1982.0,2225.0,534.0,20.0,10.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,11.0
534.0,744.0,920.0,1066.0,1185.0,287.0,10.0,11.0
761.0,1059.0,1311.0,1523.0,1700.0,411.0,15.0,11.0
984.0,1364.0,1684.0,1952.0,2176.0,534.0,20.0,11.0
262.0,347.0,403.0,431.0,431.0,147.0,5.0,12.0
534.0,747.0,927.0,1077.0,1201.0,287.0,10.0,12.0
797.0,1126.0,1416.0,1671.0,1895.0,424.0,15.0,12.0
1018.0,1428.0,1785.0,2098.0,2373.0,546.0,20.0,12.0
267.0,356.0,414.0,444.0,444.0,149.0,5.0,13.0
536.0,749.0,928.0,1077.0,1197.0,288.0,10.0,13.0
790.0,1109.0,1384.0,1620.0,1821.0,422.0,15.0,13.0
1017.0,1419.0,1761.0,2049.0,2291.0,547.0,20.0,13.0
267.0,356.0,414.0,444.0,444.0,149.0,5.0,14.0
534.0,744.0,920.0,1066.0,1185.0,287.0,10.0,14.0
769.0,1072.0,1332.0,1553.0,1742.0,414.0,15.0,14.0
1008.0,1404.0,1742.0,2030.0,2274.0,543.0,20.0,14.0
258.0,341.0,396.0,424.0,424.0,145.0,5.0,15.0
527.0,734.0,910.0,1058.0,1178.0,284.0,10.0,15.0
770.0,1076.0,1339.0,1567.0,1763.0,414.0,15.0,15.0
1014.0,1419.0,1768.0,2070.0,2331.0,545.0,20.0,15.0
257.0,339.0,392.0,419.0,419.0,145.0,5.0,16.0
528.0,733.0,905.0,1046.0,1159.0,285.0,10.0,16.0
764.0,1065.0,1323.0,1544.0,1733.0,412.0,15.0,16.0
993.0,1380.0,1706.0,1979.0,2204.0,537.0,20.0,16.0
265.0,352.0,409.0,438.0,438.0,148.0,5.0,17.0
522.0,723.0,889.0,1025.0,1134.0,283.0,10.0,17.0
783.0,1099.0,1374.0,1612.0,1818.0,419.0,15.0,17.0
1016.0,1421.0,1769.0,2067.0,2324.0,546.0,20.0,17.0
266.0,354.0,413.0,442.0,442.0,148.0,5.0,18.0
534.0,747.0,927.0,1077.0,1201.0,287.0,10.0,18.0
794.0,1121.0,1408.0,1659.0,1880.0,423.0,15.0,18.0
1021.0,1433.0,1794.0,2110.0,2389.0,547.0,20.0,18.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,19.0
525.0,728.0,897.0,1036.0,1146.0,284.0,10.0,19.0
794.0,1121.0,1408.0,1659.0,1880.0,423.0,15.0,19.0
1033.0,1451.0,1813.0,2127.0,2399.0,552.0,20.0,19.0
262.0,347.0,403.0,431.0,431.0,147.0,5.0,20.0
531.0,738.0,913.0,1056.0,1172.0,286.0,10.0,20.0
781.0,1097.0,1373.0,1614.0,1825.0,418.0,15.0,20.0
1007.0,1406.0,1750.0,2047.0,2306.0,542.0,20.0,20.0
262.0,347.0,403.0,431.0,431.0,147.0,5.0,21.0
506.0,696.0,850.0,975.0,1073.0,277.0,10.0,21.0
739.0,1019.0,1251.0,1442.0,1599.0,403.0,15.0,21.0
948.0,1295.0,1577.0,1804.0,1983.0,521.0,20.0,21.0
267.0,356.0,414.0,444.0,444.0,149.0,5.0,22.0
531.0,738.0,913.0,1056.0,1172.0,286.0,10.0,22.0
793.0,1114.0,1392.0,1632.0,1837.0,423.0,15.0,22.0
1019.0,1431.0,1793.0,2113.0,2397.0,546.0,20.0,22.0
265.0,352.0,409.0,438.0,438.0,148.0,5.0,23.0
536.0,749.0,928.0,1077.0,1197.0,288.0,10.0,23.0
785.0,1101.0,1375.0,1610.0,1812.0,420.0,15.0,23.0
1016.0,1421.0,1769.0,2067.0,2324.0,546.0,20.0,23.0
254.0,334.0,387.0,412.0,412.0,144.0,5.0,24.0
525.0,728.0,897.0,1036.0,1146.0,284.0,10.0,24.0
765.0,1063.0,1316.0,1528.0,1705.0,413.0,15.0,24.0
998.0,1384.0,1707.0,1977.0,2199.0,540.0,20.0,24.0
257.0,339.0,392.0,419.0,419.0,145.0,5.0,25.0
536.0,749.0,928.0,1077.0,1197.0,288.0,10.0,25.0
780.0,1094.0,1366.0,1600.0,1803.0,418.0,15.0,25.0
1003.0,1397.0,1733.0,2020.0,2265.0,541.0,20.0,25.0
