8970.0,149.0,5.0,1.0
2824.0,286.0,10.0,1.0
2581.0,415.0,15.0,1.0
2969.0,546.0,20.0,1.0
1256.0,143.0,5.0,2.0
1671.0,277.0,10.0,2.0
2198.0,410.0,15.0,2.0
2457.0,536.0,20.0,2.0
4455.0,148.0,5.0,3.0
2317.0,283.0,10.0,3.0
2287.0,411.0,15.0,3.0
2479.0,536.0,20.0,3.0
8940.0,149.0,5.0,4.0
3300.0,288.0,10.0,4.0
2507.0,414.0,15.0,4.0
2713.0,541.0,20.0,4.0
2950.0,147.0,5.0,5.0
3960.0,290.0,10.0,5.0
3961.0,427.0,15.0,5.0
3466.0,553.0,20.0,5.0
9000.0,149.0,5.0,6.0
3062.0,287.0,10.0,6.0
2840.0,418.0,15.0,6.0
2590.0,538.0,20.0,6.0
1269.0,143.0,5.0,7.0
2594.0,285.0,10.0,7.0
2355.0,412.0,15.0,7.0
2445.0,535.0,20.0,7.0
2980.0,147.0,5.0,8.0
2464.0,284.0,10.0,8.0
1904.0,403.0,15.0,8.0
2188.0,528.0,20.0,8.0
1485.0,144.0,5.0,9.0
1935.0,280.0,10.0,9.0
2398.0,413.0,15.0,9.0
2191.0,528.0,20.0,9.0
2960.0,147.0,5.0,10.0
2449.0,284.0,10.0,10.0
2292.0,411.0,15.0,10.0
2329.0,532.0,20.0,10.0
2980.0,147.0,5.0,11.0
2064.0,281.0,10.0,11.0
2292.0,411.0,15.0,11.0
2562.0,538.0,20.0,11.0
4500.0,148.0,5.0,12.0
2624.0,285.0,10.0,12.0
2727.0,417.0,15.0,12.0
2709.0,541.0,20.0,12.0
4470.0,148.0,5.0,13.0
2634.0,285.0,10.0,13.0
2436.0,413.0,15.0,13.0
2380.0,533.0,20.0,13.0
9000.0,149.0,5.0,14.0
3330.0,288.0,10.0,14.0
2766.0,417.0,15.0,14.0
2603.0,538.0,20.0,14.0
2220.0,146.0,5.0,15.0
3275.0,288.0,10.0,15.0
3124.0,421.0,15.0,15.0
2989.0,546.0,20.0,15.0
2970.0,147.0,5.0,16.0
3292.0,288.0,10.0,16.0
2373.0,412.0,15.0,16.0
2711.0,541.0,20.0,16.0
2235.0,146.0,5.0,17.0
2818.0,286.0,10.0,17.0
2917.0,419.0,15.0,17.0
2925.0,545.0,20.0,17.0
2970.0,147.0,5.0,18.0
3282.0,288.0,10.0,18.0
2828.0,418.0,15.0,18.0
2872.0,544.0,20.0,18.0
2228.0,146.0,5.0,19.0
2449.0,284.0,10.0,19.0
2721.0,417.0,15.0,19.0
2913.0,545.0,20.0,19.0
3000.0,147.0,5.0,20.0
2062.0,281.0,10.0,20.0
2472.0,414.0,15.0,20.0
2604.0,539.0,20.0,20.0
2190.0,146.0,5.0,21.0
1683.0,277.0,10.0,21.0
2052.0,407.0,15.0,21.0
2057.0,524.0,20.0,21.0
2970.0,147.0,5.0,22.0
3037.0,287.0,10.0,22.0
2822.0,418.0,15.0,22.0
2823.0,543.0,20.0,22.0
2212.0,146.0,5.0,23.0
3025.0,287.0,10.0,23.0
2132.0,408.0,15.0,23.0
2135.0,526.0,20.0,23.0
1776.0,145.0,5.0,24.0
2596.0,285.0,10.0,24.0
2414.0,413.0,15.0,24.0
2650.0,540.0,20.0,24.0
4485.0,148.0,5.0,25.0
2624.0,285.0,10.0,25.0
2307.0,411.0,15.0,25.0
2491.0,536.0,20.0,25.0
8970.0,149.0,5.0,26.0
3963.0,290.0,10.0,26.0
2659.0,416.0,15.0,26.0
2870.0,544.0,20.0,26.0
8910.0,149.0,5.0,27.0
4999.0,292.0,10.0,27.0
3271.0,422.0,15.0,27.0
2901.0,544.0,20.0,27.0
2970.0,147.0,5.0,28.0
2809.0,286.0,10.0,28.0
2917.0,419.0,15.0,28.0
3428.0,553.0,20.0,28.0
4455.0,148.0,5.0,29.0
3310.0,288.0,10.0,29.0
2660.0,416.0,15.0,29.0
2632.0,539.0,20.0,29.0
4470.0,148.0,5.0,30.0
3302.0,288.0,10.0,30.0
3368.0,423.0,15.0,30.0
3449.0,553.0,20.0,30.0
2235.0,146.0,5.0,31.0
2612.0,285.0,10.0,31.0
2491.0,414.0,15.0,31.0
2301.0,531.0,20.0,31.0
4440.0,148.0,5.0,32.0
2644.0,285.0,10.0,32.0
2368.0,412.0,15.0,32.0
2707.0,541.0,20.0,32.0
2235.0,146.0,5.0,33.0
2294.0,283.0,10.0,33.0
2073.0,407.0,15.0,33.0
2255.0,530.0,20.0,33.0
8940.0,149.0,5.0,34.0
4437.0,291.0,10.0,34.0
3049.0,420.0,15.0,34.0
3059.0,547.0,20.0,34.0
4500.0,148.0,5.0,35.0
3051.0,287.0,10.0,35.0
2932.0,419.0,15.0,35.0
3109.0,548.0,20.0,35.0
4485.0,148.0,5.0,36.0
2822.0,286.0,10.0,36.0
3120.0,421.0,15.0,36.0
2876.0,544.0,20.0,36.0
8940.0,149.0,5.0,37.0
3315.0,288.0,10.0,37.0
2590.0,415.0,15.0,37.0
2721.0,541.0,20.0,37.0
4455.0,148.0,5.0,38.0
2824.0,286.0,10.0,38.0
2583.0,415.0,15.0,38.0
2546.0,537.0,20.0,38.0
1782.0,145.0,5.0,39.0
1962.0,280.0,10.0,39.0
2891.0,419.0,15.0,39.0
2862.0,544.0,20.0,39.0
2228.0,146.0,5.0,40.0
2177.0,282.0,10.0,40.0
2714.0,417.0,15.0,40.0
2801.0,543.0,20.0,40.0
2220.0,146.0,5.0,41.0
2786.0,286.0,10.0,41.0
3346.0,423.0,15.0,41.0
3048.0,547.0,20.0,41.0
2228.0,146.0,5.0,42.0
3290.0,288.0,10.0,42.0
2579.0,415.0,15.0,42.0
2579.0,538.0,20.0,42.0
8940.0,149.0,5.0,43.0
2075.0,281.0,10.0,43.0
2179.0,409.0,15.0,43.0
2328.0,532.0,20.0,43.0
2960.0,147.0,5.0,44.0
3939.0,290.0,10.0,44.0
3497.0,424.0,15.0,44.0
3451.0,553.0,20.0,44.0
2205.0,146.0,5.0,45.0
3272.0,288.0,10.0,45.0
2914.0,419.0,15.0,45.0
2387.0,533.0,20.0,45.0
1788.0,145.0,5.0,46.0
2173.0,282.0,10.0,46.0
2074.0,407.0,15.0,46.0
2219.0,529.0,20.0,46.0
2205.0,146.0,5.0,47.0
1615.0,276.0,10.0,47.0
2104.0,408.0,15.0,47.0
2209.0,529.0,20.0,47.0
1758.0,145.0,5.0,48.0
2779.0,286.0,10.0,48.0
3471.0,424.0,15.0,48.0
3673.0,556.0,20.0,48.0
4455.0,148.0,5.0,49.0
3030.0,287.0,10.0,49.0
2571.0,415.0,15.0,49.0
2571.0,538.0,20.0,49.0
2960.0,147.0,5.0,50.0
2064.0,281.0,10.0,50.0
2996.0,420.0,15.0,50.0
2919.0,545.0,20.0,50.0
1480.0,144.0,5.0,51.0
2153.0,282.0,10.0,51.0
2279.0,411.0,15.0,51.0
2636.0,540.0,20.0,51.0
2990.0,147.0,5.0,52.0
3042.0,287.0,10.0,52.0
3027.0,420.0,15.0,52.0
2558.0,537.0,20.0,52.0
2950.0,147.0,5.0,53.0
2452.0,284.0,10.0,53.0
2432.0,413.0,15.0,53.0
2808.0,543.0,20.0,53.0
8970.0,149.0,5.0,54.0
2618.0,285.0,10.0,54.0
2308.0,411.0,15.0,54.0
2617.0,539.0,20.0,54.0
4470.0,148.0,5.0,55.0
2809.0,286.0,10.0,55.0
3356.0,423.0,15.0,55.0
2834.0,543.0,20.0,55.0
4485.0,148.0,5.0,56.0
3048.0,287.0,10.0,56.0
3794.0,426.0,15.0,56.0
3388.0,552.0,20.0,56.0
2960.0,147.0,5.0,57.0
2306.0,283.0,10.0,57.0
2807.0,418.0,15.0,57.0
2862.0,544.0,20.0,57.0
1764.0,145.0,5.0,58.0
2287.0,283.0,10.0,58.0
2555.0,415.0,15.0,58.0
2652.0,540.0,20.0,58.0
2970.0,147.0,5.0,59.0
2070.0,281.0,10.0,59.0
2564.0,415.0,15.0,59.0
2414.0,534.0,20.0,59.0
2228.0,146.0,5.0,60.0
3275.0,288.0,10.0,60.0
3024.0,420.0,15.0,60.0
2642.0,539.0,20.0,60.0
2980.0,147.0,5.0,61.0
2620.0,285.0,10.0,61.0
2575.0,415.0,15.0,61.0
2860.0,544.0,20.0,61.0
1776.0,145.0,5.0,62.0
2449.0,284.0,10.0,62.0
2996.0,420.0,15.0,62.0
2866.0,544.0,20.0,62.0
2990.0,147.0,5.0,63.0
3282.0,288.0,10.0,63.0
3229.0,422.0,15.0,63.0
3293.0,551.0,20.0,63.0
1770.0,145.0,5.0,64.0
3275.0,288.0,10.0,64.0
3230.0,422.0,15.0,64.0
2987.0,546.0,20.0,64.0
2930.0,147.0,5.0,65.0
2786.0,286.0,10.0,65.0
2569.0,415.0,15.0,65.0
2668.0,540.0,20.0,65.0
8910.0,149.0,5.0,66.0
3030.0,287.0,10.0,66.0
4129.0,428.0,15.0,66.0
3188.0,549.0,20.0,66.0
2205.0,146.0,5.0,67.0
3270.0,288.0,10.0,67.0
3487.0,424.0,15.0,67.0
2834.0,543.0,20.0,67.0
1475.0,144.0,5.0,68.0
2157.0,282.0,10.0,68.0
2214.0,410.0,15.0,68.0
2282.0,531.0,20.0,68.0
2970.0,147.0,5.0,69.0
2805.0,286.0,10.0,69.0
2306.0,411.0,15.0,69.0
2372.0,533.0,20.0,69.0
2970.0,147.0,5.0,70.0
2638.0,285.0,10.0,70.0
2307.0,411.0,15.0,70.0
2705.0,541.0,20.0,70.0
2212.0,146.0,5.0,71.0
2600.0,285.0,10.0,71.0
2798.0,418.0,15.0,71.0
2807.0,543.0,20.0,71.0
2980.0,147.0,5.0,72.0
2816.0,286.0,10.0,72.0
2246.0,410.0,15.0,72.0
2234.0,529.0,20.0,72.0
9000.0,149.0,5.0,73.0
3635.0,289.0,10.0,73.0
2950.0,419.0,15.0,73.0
3120.0,548.0,20.0,73.0
9000.0,149.0,5.0,74.0
2837.0,286.0,10.0,74.0
2592.0,415.0,15.0,74.0
2723.0,541.0,20.0,74.0
2980.0,147.0,5.0,75.0
3603.0,289.0,10.0,75.0
2661.0,416.0,15.0,75.0
2977.0,546.0,20.0,75.0
2980.0,147.0,5.0,76.0
1946.0,280.0,10.0,76.0
2120.0,408.0,15.0,76.0
2358.0,533.0,20.0,76.0
1758.0,145.0,5.0,77.0
2278.0,283.0,10.0,77.0
2539.0,415.0,15.0,77.0
2440.0,535.0,20.0,77.0
1782.0,145.0,5.0,78.0
3005.0,287.0,10.0,78.0
3471.0,424.0,15.0,78.0
3954.0,559.0,20.0,78.0
1776.0,145.0,5.0,79.0
3009.0,287.0,10.0,79.0
2911.0,419.0,15.0,79.0
2715.0,541.0,20.0,79.0
1475.0,144.0,5.0,80.0
2606.0,285.0,10.0,80.0
2564.0,415.0,15.0,80.0
2757.0,542.0,20.0,80.0
1770.0,145.0,5.0,81.0
1622.0,276.0,10.0,81.0
2108.0,408.0,15.0,81.0
2183.0,528.0,20.0,81.0
2220.0,146.0,5.0,82.0
2043.0,281.0,10.0,82.0
2216.0,410.0,15.0,82.0
2587.0,539.0,20.0,82.0
2980.0,147.0,5.0,83.0
2443.0,284.0,10.0,83.0
2893.0,419.0,15.0,83.0
2803.0,543.0,20.0,83.0
1121.0,142.0,5.0,84.0
1938.0,280.0,10.0,84.0
2327.0,412.0,15.0,84.0
2546.0,538.0,20.0,84.0
1465.0,144.0,5.0,85.0
2422.0,284.0,10.0,85.0
2987.0,420.0,15.0,85.0
2862.0,544.0,20.0,85.0
8970.0,149.0,5.0,86.0
5010.0,292.0,10.0,86.0
3048.0,420.0,15.0,86.0
2998.0,546.0,20.0,86.0
2970.0,147.0,5.0,87.0
2805.0,286.0,10.0,87.0
2731.0,417.0,15.0,87.0
2581.0,538.0,20.0,87.0
4455.0,148.0,5.0,88.0
3978.0,290.0,10.0,88.0
3026.0,420.0,15.0,88.0
3102.0,548.0,20.0,88.0
4470.0,148.0,5.0,89.0
3046.0,287.0,10.0,89.0
2830.0,418.0,15.0,89.0
2465.0,535.0,20.0,89.0
1764.0,145.0,5.0,90.0
2170.0,282.0,10.0,90.0
2636.0,416.0,15.0,90.0
2807.0,543.0,20.0,90.0
1770.0,145.0,5.0,91.0
1763.0,278.0,10.0,91.0
2109.0,408.0,15.0,91.0
2390.0,534.0,20.0,91.0
2220.0,146.0,5.0,92.0
2042.0,281.0,10.0,92.0
2278.0,411.0,15.0,92.0
2225.0,529.0,20.0,92.0
9000.0,149.0,5.0,93.0
2195.0,282.0,10.0,93.0
2368.0,412.0,15.0,93.0
2238.0,529.0,20.0,93.0
1752.0,145.0,5.0,94.0
3278.0,288.0,10.0,94.0
3119.0,421.0,15.0,94.0
3220.0,550.0,20.0,94.0
8970.0,149.0,5.0,95.0
3595.0,289.0,10.0,95.0
2930.0,419.0,15.0,95.0
2933.0,545.0,20.0,95.0
4500.0,148.0,5.0,96.0
5687.0,293.0,10.0,96.0
3533.0,424.0,15.0,96.0
3197.0,549.0,20.0,96.0
4455.0,148.0,5.0,97.0
3310.0,288.0,10.0,97.0
4154.0,428.0,15.0,97.0
3329.0,551.0,20.0,97.0
4440.0,148.0,5.0,98.0
4420.0,291.0,10.0,98.0
2859.0,418.0,15.0,98.0
3186.0,549.0,20.0,98.0
4485.0,148.0,5.0,99.0
2839.0,286.0,10.0,99.0
2749.0,417.0,15.0,99.0
2596.0,538.0,20.0,99.0
4485.0,148.0,5.0,100.0
2081.0,281.0,10.0,100.0
2295.0,411.0,15.0,100.0
2652.0,540.0,20.0,100.0
