257.0,339.0,392.0,419.0,419.0,145.0,5.0,1.0
510.0,704.0,864.0,996.0,1102.0,278.0,10.0,1.0
714.0,979.0,1201.0,1389.0,1549.0,393.0,15.0,1.0
912.0,1248.0,1531.0,1773.0,1979.0,504.0,20.0,1.0
254.0,334.0,387.0,412.0,412.0,144.0,5.0,2.0
504.0,690.0,842.0,964.0,1061.0,276.0,10.0,2.0
723.0,991.0,1212.0,1394.0,1546.0,397.0,15.0,2.0
904.0,1229.0,1493.0,1707.0,1875.0,502.0,20.0,2.0
252.0,330.0,381.0,406.0,406.0,143.0,5.0,3.0
490.0,669.0,816.0,936.0,1032.0,270.0,10.0,3.0
689.0,934.0,1133.0,1296.0,1433.0,384.0,15.0,3.0
904.0,1226.0,1485.0,1694.0,1861.0,503.0,20.0,3.0
254.0,334.0,387.0,412.0,412.0,144.0,5.0,4.0
502.0,688.0,841.0,965.0,1064.0,275.0,10.0,4.0
726.0,999.0,1228.0,1418.0,1575.0,397.0,15.0,4.0
926.0,1262.0,1535.0,1757.0,1935.0,512.0,20.0,4.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,5.0
512.0,706.0,865.0,995.0,1099.0,279.0,10.0,5.0
736.0,1019.0,1261.0,1469.0,1650.0,401.0,15.0,5.0
909.0,1234.0,1498.0,1714.0,1892.0,505.0,20.0,5.0
257.0,339.0,392.0,419.0,419.0,145.0,5.0,6.0
501.0,685.0,835.0,954.0,1048.0,275.0,10.0,6.0
708.0,959.0,1155.0,1306.0,1420.0,393.0,15.0,6.0
889.0,1187.0,1412.0,1581.0,1704.0,500.0,20.0,6.0
254.0,334.0,387.0,412.0,412.0,144.0,5.0,7.0
511.0,703.0,859.0,984.0,1083.0,279.0,10.0,7.0
723.0,986.0,1197.0,1365.0,1497.0,398.0,15.0,7.0
883.0,1181.0,1411.0,1589.0,1728.0,497.0,20.0,7.0
252.0,330.0,381.0,406.0,406.0,143.0,5.0,8.0
511.0,707.0,871.0,1007.0,1118.0,278.0,10.0,8.0
731.0,1010.0,1244.0,1441.0,1605.0,399.0,15.0,8.0
929.0,1267.0,1541.0,1762.0,1941.0,513.0,20.0,8.0
262.0,347.0,403.0,431.0,431.0,147.0,5.0,9.0
522.0,723.0,889.0,1025.0,1134.0,283.0,10.0,9.0
741.0,1022.0,1255.0,1449.0,1610.0,404.0,15.0,9.0
913.0,1237.0,1496.0,1702.0,1866.0,507.0,20.0,9.0
254.0,334.0,387.0,412.0,412.0,144.0,5.0,10.0
496.0,678.0,826.0,945.0,1038.0,273.0,10.0,10.0
711.0,974.0,1192.0,1377.0,1534.0,392.0,15.0,10.0
869.0,1170.0,1415.0,1620.0,1797.0,489.0,20.0,10.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,11.0
520.0,721.0,888.0,1026.0,1137.0,282.0,10.0,11.0
727.0,1002.0,1232.0,1425.0,1587.0,398.0,15.0,11.0
915.0,1239.0,1496.0,1696.0,1846.0,508.0,20.0,11.0
265.0,352.0,409.0,438.0,438.0,148.0,5.0,12.0
517.0,716.0,884.0,1021.0,1132.0,280.0,10.0,12.0
720.0,988.0,1208.0,1388.0,1535.0,395.0,15.0,12.0
912.0,1237.0,1496.0,1700.0,1855.0,506.0,20.0,12.0
247.0,322.0,370.0,394.0,394.0,141.0,5.0,13.0
508.0,698.0,851.0,974.0,1070.0,278.0,10.0,13.0
712.0,968.0,1171.0,1331.0,1457.0,394.0,15.0,13.0
937.0,1281.0,1562.0,1792.0,1977.0,516.0,20.0,13.0
260.0,343.0,398.0,425.0,425.0,146.0,5.0,14.0
505.0,694.0,849.0,976.0,1077.0,276.0,10.0,14.0
