-12849.66625028781,-274.4294846817468,-273.4274253750592,-274.1293295000516,-275.1858464219036,-274.8741004049665,-275.8606168299751,-276.4216358103251,-276.33597161659816,-276.42515937379585,-276.7736543182446,-277.0000525778212,-277.38990614658576,-277.38867812319893,-277.4142357410349,-277.5377688197193,-277.6518221554305,-277.87227802314425,-278.02504113217753,-277.5654497319648,-278.1465271198275,-277.95952936239945,-278.05305826077165,-278.07207996773735,-278.2725213845355,-278.2630279267075,-278.44917138925575,-278.204808048414,-278.29380847856544,-278.3714724105383,-278.25189790960286,-278.1361630459734,-278.4776304275898,-278.57684210849914,-278.46784050260044,-278.4530791952801,-278.2384665127058,-278.40446728364356,-278.71634846067155,-278.63613917502886,-278.4759425390754,-278.69795384376323,-278.6614334245321,-278.6427300319676,-278.4906117807283,-278.6509603356786,-278.8507695541908,-278.5840735550298,-278.8610317323261,-278.72736027360713,-278.58129214889186,2.077313995361328,81.3837890625,96.0,5.0,0.1
24117.522337457136,-677.9488180367407,-681.3752223165243,-687.3459343254696,-688.7340407676834,-690.968186867955,-693.4013430609234,-697.8452969718087,-699.6579687315309,-700.4431923534945,-699.5980374654649,-701.9276961793364,-703.6345501882747,-704.0492064880251,-703.8579217195843,-705.6029368564314,-705.5677965741132,-706.52994799288,-705.8057559372518,-705.2793162244185,-705.7707075764436,-707.731214214643,-706.9634715911226,-707.4010394328284,-708.6771975991246,-707.8469622432682,-708.5717426537718,-708.9300182969474,-708.8546755174988,-708.8734670693123,-709.3555658405213,-709.3086792346561,-709.6317147250006,-709.9556147939022,-709.1001833199646,-709.9839971305344,-709.414862058108,-710.1630064267165,-709.8574293425122,-710.4109186151131,-710.7038530410817,-710.2979222057016,-710.5591359512414,-710.9723914086659,-710.5136274912213,-710.5713265410236,-710.2796179769038,-710.8757711881115,-710.9332529886846,-710.8069633564315,-711.0800782063646,0.964200814366341,83.74657356739044,134.0,10.0,0.1
-30933.96348386899,-1517.7880204589303,-1083.8650442787018,-1089.5638536564566,-1093.0419145216406,-1106.7383781753701,-1108.4222562261266,-1116.3484871292153,-1118.3874968916653,-1126.9846406737256,-1123.1036859837288,-1127.2915670735863,-1128.959290982277,-1132.2190370124322,-1131.6691302559818,-1132.0656290081351,-1135.3500223683784,-1139.218720426966,-1137.9595088124424,-1139.9146203541309,-1139.4441856710257,-1140.142700631977,-1143.34823955262,-1140.6668670813253,-1141.0998503396963,-1141.7393792877956,-1141.2743398398718,-1142.7717031913667,-1142.8994507370753,-1145.782321845005,-1147.3200309472065,-1147.108013527689,-1146.4870212488688,-1144.9857799559857,-1147.0951112811726,-1145.581610585307,-1146.6468564551342,-1146.922318733504,-1146.1039915489444,-1148.358026791998,-1147.147074203017,-1147.780854164829,-1150.021450121741,-1149.5675062898938,-1149.4001746158713,-1148.8236554113491,-1148.4248775999126,-1149.9802861089995,-1150.3099692532235,-1149.4385733702902,-1149.8997512911722,0.9866461005434394,71.66732025146484,156.0,15.0,0.1
32912.502877726656,-7155.31416372323,-1482.5067051673086,-1490.3201386430148,-1502.1143201187574,-1507.619962222542,-1515.9543036626378,-1519.3541704313027,-1529.25092953227,-1532.8749622778382,-1535.2133655737173,-1536.2858402870274,-1537.913651394699,-1542.9236564157031,-1542.0129068718395,-1547.8980760756954,-1551.4547480039594,-1551.377547098212,-1554.9529731322432,-1557.1782173648814,-1557.0360126646246,-1553.5151549279663,-1558.0251398586943,-1563.2073078071958,-1561.3934754182792,-1564.4966948082688,-1563.3328146254391,-1562.9196712167716,-1564.5825242936648,-1567.5534231910847,-1565.001229472384,-1565.568111926092,-1567.5046535797749,-1567.357032237662,-1569.8664426028217,-1570.9478190154327,-1569.159119409643,-1571.8647896241444,-1571.5735722006045,-1571.542661902191,-1571.1108763917014,-1571.4882267958621,-1573.2359381548033,-1573.56476080738,-1571.817241669268,-1573.5357074013455,-1575.3754962712098,-1574.5314395564699,-1576.393620321911,-1575.6412011267525,-1575.8722477922552,1.7104096138477325,0.005661070346832275,173.0,20.0,0.1
-9175.763774925523,-264.03735411802154,-263.26967029468454,-265.7554745962845,-267.02531663697,-268.41776418016445,-269.30064099121074,-270.19346328670304,-270.60646885513995,-271.34595398191607,-271.8519569056423,-271.6545311410101,-272.30685061066686,-272.0240834552107,-272.50448692639407,-272.82756383938215,-272.813505069249,-273.2452122671782,-273.53573556814024,-273.23502383539943,-273.7009997697202,-273.6858725568029,-273.8193569840939,-273.6863323385039,-273.60249446336553,-273.9652870985732,-274.4258089988664,-273.8848138095026,-274.02881379082123,-274.22082711260975,-274.0737714639721,-274.1554640296769,-274.6682320243544,-274.2836239465106,-274.4742267159133,-274.5687985037708,-274.47964550133275,-274.8046159230866,-274.3921216379372,-274.60974417629393,-274.69046211109344,-274.6437433485929,-274.7649867462251,-274.92463539561504,-274.7624003848192,-275.0096495701218,-274.68969859856156,-274.85562909035247,-274.8220628376932,-275.0944083371152,-274.9488490101904,1.3159765625000004,81.5625,90.0,5.0,0.1
19120.139193072042,-1544.3627323367757,-642.9529528014577,-651.1639014341094,-656.0371429864026,-658.4506125401408,-661.9206031182335,-664.2094687021555,-668.069288213051,-669.8813075697099,-669.3694856962069,-670.4329766945928,-672.5788492015691,-672.94638769487,-673.2770751763087,-673.8805358850357,-674.4204394548207,-675.3185835437494,-677.1716280012489,-675.243855240835,-677.1341534450238,-677.4451417638725,-677.8017107363755,-678.5143297656617,-678.4130026318904,-678.7412865585958,-678.8324422649945,-679.3292445795539,-679.4804649408852,-679.3029492477956,-679.7564379490005,-680.6478795500291,-680.4783871519469,-680.3483078115104,-681.071384645272,-680.4831178727043,-680.2634431348466,-681.0306689024083,-681.3337382122681,-681.4081543416627,-681.4622414414525,-681.5462037361328,-682.2746485514115,-682.1590796920627,-681.8249469501662,-682.3807255835787,-681.89538631473,-681.9739929717576,-682.2497224976554,-682.2196458966137,-682.6558597506033,1.5096806227933866,35.117053896188736,127.0,10.0,0.1
-24370.792715204563,-3719.7402766413993,-1065.6313047361932,-1074.6130572324064,-1082.7014518937553,-1088.360858081247,-1091.4835591395156,-1099.0126694942896,-1102.5741529475633,-1102.638383769445,-1108.408557450559,-1113.1339035934932,-1112.2350760322072,-1114.8092901251284,-1115.226660308175,-1117.5406543181005,-1119.909611319215,-1118.9697387286833,-1123.6051538321217,-1125.027756823385,-1123.7481713101888,-1125.6002122387683,-1126.9332209229824,-1125.792020396873,-1127.1155208023279,-1127.3360338199018,-1128.4934677846004,-1130.1717054340243,-1130.9445261485016,-1130.5667760606243,-1131.708262819154,-1131.3146068975032,-1130.3442860772548,-1133.4678268182456,-1131.9247258572989,-1132.4880472941818,-1134.272334859678,-1134.295147486276,-1134.2888432606364,-1133.4691282700337,-1132.598867867361,-1135.9322012683954,-1135.2399591761616,-1134.8883455466387,-1135.1803715950316,-1135.876863454313,-1136.162106377014,-1136.061284075952,-1137.1945757865974,-1136.4020884785937,-1137.168235606184,1.6778002511430536,5.822753462009132,159.0,15.0,0.1
28943.921853255837,-1435.1560431919797,-1446.3651223707816,-1466.9246305059166,-1472.5881193333419,-1476.7989097426323,-1491.3013032593715,-1505.5283817034476,-1511.5133538049192,-1512.3753836921264,-1520.0444344738733,-1513.1749753154536,-1524.2363741164681,-1530.119876397859,-1531.233105685644,-1537.2196783254233,-1531.9622629648245,-1542.7391223649927,-1536.6181930734335,-1542.8011135241147,-1538.2255791141752,-1548.3933319400235,-1552.527750410584,-1547.224011834241,-1549.7704796764779,-1554.6345026301005,-1556.02207553748,-1559.8522925680604,-1558.8593124527072,-1558.1704964265577,-1559.7430497676305,-1558.6467524150787,-1561.6434949392544,-1561.8548014966398,-1564.5862484074241,-1564.9865972167702,-1563.466325482901,-1565.2556566040182,-1566.115612013636,-1564.3544673738793,-1567.9135691429503,-1568.5779411942785,-1569.431880740459,-1566.8856603505913,-1565.2821685535143,-1569.1270156148357,-1569.3051056607144,-1570.6900005419834,-1571.3056994917729,-1571.902472792177,-1572.304581383313,1.4914062500000003,0.0,173.0,20.0,0.1
-13366.617027341317,-269.43422545080693,-265.2116568343747,-265.1927347722869,-265.5141661458779,-266.17746420828985,-266.58498074154465,-266.78765741028104,-267.12118308659916,-267.7203960223399,-267.5289028700731,-267.94449504161236,-267.9625350093258,-268.06346092707486,-268.1923056371244,-268.3641126386598,-268.15417255654074,-268.5090456653024,-268.36101601644043,-268.405448055376,-268.63753945175034,-268.6124177658554,-268.85416176574853,-269.0183144128417,-268.81827801137405,-269.04583124140703,-268.93728003245,-269.01166725117116,-268.9829544071149,-268.96114744418145,-269.1218225266306,-269.14518877208184,-269.3041256880999,-269.1064442553595,-269.1287981517899,-269.2867761429234,-269.2143296631945,-269.23781310133774,-269.28164907523256,-269.3875086341939,-269.26493822856054,-269.42100092367593,-269.55885848110745,-269.3554843336681,-269.37387016698125,-269.5325800664482,-269.4581888278503,-269.43107236956894,-269.43340360516345,-269.4449475285478,-269.40489400664313,3.0154516601562493,47.3790283203125,89.0,5.0,0.1
20238.477615851334,-673.9369000929292,-682.6132311170795,-690.9860088316483,-696.5285054117417,-702.1232859778825,-701.9749165581624,-707.3090682542176,-707.2859464136108,-707.3186168475335,-711.219126257265,-712.429591576242,-714.1230480828931,-714.5608407225011,-714.7360811461348,-715.2237125461671,-718.3093919321196,-718.0536281143823,-718.2928636817261,-719.7692534723623,-718.798405575213,-719.7876201695199,-720.327551121502,-721.4273472658317,-722.3695788850613,-721.1437342287875,-722.1717332088991,-721.5844107470897,-721.5419266315772,-722.9609298852209,-723.0478656276738,-722.4750943052867,-722.6625321760296,-723.7542183213423,-723.5540260773599,-723.1311903536938,-723.2246072369231,-725.535646327948,-724.8031951829304,-725.0324729226336,-724.6457987985467,-725.4646291822099,-724.4612030279751,-724.3773267249762,-724.9131567142215,-723.7056655034243,-725.5285521847085,-724.4464596051848,-725.4091987352363,-725.4877468933113,-725.1639543433228,0.9110948944398143,121.24814987164063,136.0,10.0,0.1
