-80.8567173645449,-51.682694360151814,-47.32276606768026,-47.308626530127896,-46.63924622623732,-45.4325811654987,-46.826505264292166,-44.421624676498084,-46.309541148222934,-44.76035281891075,-44.43679458460318,-46.24586189348807,-45.7504641386557,-45.49485413453053,-45.20821423738204,-46.92780639877756,-43.289223346125254,-44.20449395134284,-45.49219463099149,-45.09065131156365,-45.88266188088494,-46.02895088315526,-46.92890986155473,-44.95868918163444,-45.23598144026923,-45.14985828362654,-44.802897127725345,-45.903738246030514,-43.62016318293459,-46.28223843209193,-45.69410246668943,-45.43694916370785,-46.78739418354084,-47.172030710108004,-45.4045181039549,-44.849799204845795,-45.73080329873554,-44.10144682063947,-45.25080666450367,-46.15235430500712,-46.55855652198801,-45.512671038924,-45.56682230853485,-44.51554754198014,-45.78807455898996,-46.898537118396206,-45.53718010773417,-46.0163728781053,-46.43673877900204,-44.79000882463396,-46.22948215465681,36.84048828125,367.0,59.0,1.0
-327.9967753539496,-292.2381768756238,-281.0658432538238,-268.4617079504835,-265.54878510611786,-264.3101263269035,-263.5523635552016,-259.27235765645247,-258.82716608592995,-260.18969751409884,-256.4813147915124,-253.24013771000966,-258.22724387251407,-254.41123679085365,-255.08191177013066,-253.83403782496856,-257.50133493040187,-253.30408892491363,-252.72353924309988,-249.6989407267891,-257.8802913244326,-254.82948404300794,-251.72717980272313,-252.99334378194612,-256.5157557897629,-256.5168567911258,-250.20652869962572,-258.117630458541,-252.39664763053293,-258.1694570897919,-255.93136049602435,-249.97644669174855,-250.58098559759765,-250.02412968368827,-252.75731323047205,-249.4126129111184,-255.32963990302704,-250.80992383634612,-255.4392548035554,-253.3730076007032,-253.21834837274366,-252.85998868644134,-254.7204878730463,-253.39051906577032,-254.9063890926189,-249.0342372956227,-253.68382407298435,-256.68778862621474,-252.10522507848316,-257.72733003686994,-254.6647313536647,28.624531250000004,1332.0,147.0,1.0
-866.9485427527361,-822.002502346791,-805.1318044550161,-785.1837269571652,-785.7249773912058,-761.4343292559855,-756.7352201960869,-752.8837832943261,-747.4387501470336,-751.3737552722666,-755.0828997631733,-752.0082064675137,-742.0445365758,-742.6725760672148,-747.8925697449932,-753.0151634465944,-744.2553365710096,-740.3962238363501,-732.7517479981075,-738.9497082729592,-741.5259072153293,-736.4024246426941,-737.8151676231932,-736.4025428857923,-741.6090766077372,-731.5193222749086,-739.4261682267402,-738.3228484216738,-738.559745219767,-733.6231562147867,-744.8237058422349,-738.4165027325619,-734.4041022001844,-735.9495274527171,-733.545324224047,-737.3334055271662,-739.7162284900826,-743.2949573817161,-746.2860476880247,-737.9849061833297,-740.9086886146829,-739.7681486499024,-740.232950437656,-737.977786657966,-730.9191265692779,-739.2249518022077,-750.3923869228781,-744.0471751034814,-734.568333616735,-738.2522939322747,-724.2015177064287,44.09158203125001,2248.0,284.0,1.0
-1478.6307828571203,-1441.6591484748883,-1402.5354536068553,-1388.4168315831466,-1365.5200490913708,-1360.4282333823367,-1361.7659336508132,-1350.1974468429576,-1334.7508272478572,-1340.7787387452086,-1323.3933891650709,-1342.9455463792247,-1335.6116875280982,-1315.6014834667162,-1317.8168944100807,-1333.8559940048267,-1314.4720468856885,-1307.6814487267793,-1324.7752756205396,-1328.2111072012858,-1325.9826141110566,-1311.6809854046023,-1319.1289983651284,-1317.4467041998923,-1314.3477130759456,-1323.4306831339868,-1313.2390820553983,-1309.9241835265802,-1300.8958493382856,-1312.7112815582186,-1320.6268841165574,-1311.8501818563996,-1322.1925283136093,-1319.250490539739,-1318.1401928492746,-1322.5793494089253,-1306.8048317466053,-1318.2554981524804,-1323.8716889218226,-1309.3173654068282,-1311.7585027243103,-1320.7065617915882,-1311.9963841183323,-1323.0866417164968,-1311.5203410680915,-1333.1754443453103,-1321.0916806490097,-1321.2815924891818,-1325.3388507398874,-1316.0819506412608,-1314.9085665538955,11.549863328952338,1035.0,414.0,1.0
-2149.6578276038895,-2098.7329023363823,-2060.395782814366,-2038.0138351644594,-2032.573503331514,-2002.1041122583983,-2008.6756889687547,-1993.538187244644,-1991.5373013914405,-1982.2455734267846,-1979.7026040271373,-1976.8716858988328,-1965.9205079390968,-1963.4597393095935,-1962.5679339717485,-1951.8659300118225,-1956.880854126167,-1958.0809988947135,-1954.377675925889,-1962.7507656919981,-1941.5507291170775,-1953.8827557318114,-1959.2765273492785,-1947.0661829675405,-1944.389853616209,-1951.6232088211373,-1948.5921609105974,-1953.1650711707923,-1956.0252049891476,-1950.089388904942,-1946.3013329542453,-1960.1562451289487,-1957.039744073619,-1950.9977671249387,-1951.7629234538579,-1972.1877056881322,-1964.2252220189864,-1949.111022455756,-1947.6773472719706,-1959.2873446430801,-1962.494240691696,-1965.664789619816,-1957.967448068102,-1949.125705595242,-1948.1575096141685,-1959.5946705429662,-1965.6369715541064,-1947.7100609833592,-1971.039761923862,-1956.0024826181998,-1966.3020019826183,9.531933593749997,1501.0,533.0,1.0
-81.7976185224754,-51.88307199379033,-48.59082731527067,-46.674800572253844,-46.51228121348291,-47.46309678121986,-46.76191606200953,-46.92719739767779,-48.16875123299678,-46.76804136971265,-49.80503080491877,-47.893025635864774,-49.085049414907274,-48.50753303223041,-47.318140111736625,-48.43109394666237,-46.64782266226038,-46.500145586808486,-48.63495197535417,-48.81867765862182,-48.55504542609236,-49.79691753785505,-47.886211960729185,-49.17555972891958,-48.65167057312169,-49.25217529312033,-48.75523455092173,-47.945745369897764,-46.89765219779159,-47.82630739755356,-50.77091593317493,-50.05818678376369,-48.741468343687984,-51.05426216135706,-50.5430283143846,-48.058833572093164,-48.740667672752494,-49.839180819349934,-50.68824536899015,-49.88207467357907,-50.90970603667,-50.543373102021775,-49.2286582433191,-49.444596494651535,-51.590827766905846,-49.03633555553682,-49.72112826045935,-48.85477849274238,-48.307608730342565,-49.05596150576088,-50.66453713711002,21.958203125,260.0,58.0,2.0
-324.197859295448,-294.2991112415085,-276.4277592022274,-270.2452468729201,-267.7800177346121,-268.65623401657695,-263.9416813400934,-259.6391983673152,-261.3393461484497,-261.08807071737743,-259.88839787465747,-261.6446070725675,-257.97684395940144,-260.10839167969516,-258.98521734983,-259.7245079434729,-256.7816915474621,-255.4505515647653,-263.6102670405598,-261.3526854549516,-263.1363217032703,-259.6772901904347,-256.9373531077415,-258.8078961016022,-252.80243711186012,-260.33824847718694,-262.060628859465,-260.7544439503568,-254.82839774811845,-256.3461046852006,-263.2409044544366,-260.2417879105176,-255.327516767531,-257.6663137002452,-258.5766190840672,-263.45196430758693,-261.342956808615,-263.5897600707484,-261.0844290804474,-257.6227614153941,-260.9905978604167,-254.70666752320432,-264.1920250128434,-261.0969781460207,-260.52016867527396,-254.83479414914092,-259.6298876357837,-256.5774989351424,-257.7352812394832,-258.44156314106544,-260.2252056108348,71.66328125,1812.0,145.0,2.0
-866.0934802048948,-822.8073870584295,-797.4367078807496,-785.9966862999349,-777.3137490658962,-764.1394399270995,-760.5590813392848,-757.6184857596854,-754.7662001019831,-758.865757677024,-748.3829687849407,-742.9515616410786,-747.6659120282789,-747.3200123698673,-741.0074739352673,-747.4595944591085,-736.2011807678712,-743.7939473703066,-730.1444506391477,-740.0048363501279,-747.3077084373722,-741.5615000870324,-735.6528830265353,-735.577981573496,-744.317459023996,-740.3510470929699,-736.0752139509337,-742.2967073623009,-746.3160079682925,-739.1232828254599,-746.9831798236148,-732.684984476836,-740.5159930396208,-736.213102054744,-741.5606048397761,-731.4740063445797,-742.9114678522271,-739.7966456781091,-739.9556312207769,-733.8507627492348,-736.1823527795224,-739.2606459880079,-740.478935120182,-738.7122935386597,-737.7254587790369,-735.9482000721683,-732.8323893788432,-741.1377918924212,-749.3306440423731,-737.4907330937696,-740.3082256010933,33.60965820312498,2723.0,285.0,2.0
-1482.281486172067,-1438.9557888514385,-1414.0476073389116,-1382.354003188728,-1378.4003980634752,-1361.408023803618,-1356.621152828911,-1346.600774934297,-1345.955460139106,-1332.0117967070123,-1330.9324299253367,-1331.1582416945332,-1336.2992041352281,-1328.7750302427248,-1316.8574117966245,-1331.9528403592203,-1329.3858371358965,-1318.8112101865795,-1324.188966939051,-1324.6489639890183,-1324.5257338248275,-1319.3890930364569,-1312.9803826609061,-1314.7126264705328,-1314.3222959288532,-1315.0525040340963,-1319.3618705784033,-1322.2538506821415,-1320.083562735164,-1321.769662079881,-1324.854314785035,-1318.8816296683476,-1310.7710978383368,-1331.9655813401719,-1332.6736724377738,-1317.32354539882,-1322.9763545989315,-1315.7254797471219,-1316.5586503460245,-1319.4575154215675,-1339.708234293586,-1316.0553425952155,-1322.4599809593142,-1311.2380714327865,-1319.8238362093698,-1315.4724220891478,-1316.2032207536822,-1332.1590808649999,-1325.1031446716202,-1322.3213862409727,-1316.5397312729901,31.372929687499997,2412.0,411.0,2.0
-2140.073404198444,-2102.962892592219,-2072.79589357725,-2036.5610804602222,-2030.8672728090864,-2004.7584154191723,-1993.7528589830613,-1987.5356958646303,-1982.2481532744873,-1981.4010276031618,-1985.0361734351814,-1953.9336005620357,-1955.6846035320568,-1971.367908692825,-1969.9760271756854,-1959.5856665374695,-1960.8443235957961,-1958.4812502113712,-1964.4782230965113,-1957.3423391204954,-1954.9751468917116,-1950.1721803905716,-1943.4312068226616,-1967.1771301536073,-1945.1374621243217,-1953.057305339457,-1954.1811838867338,-1940.46730478065,-1939.8605012558119,-1950.4674692456058,-1956.8485306747675,-1943.655605486518,-1965.080828833587,-1950.9667115377447,-1949.2777456023177,-1944.8577056538718,-1959.9221102248137,-1960.9978934458159,-1951.1791514398196,-1956.2222208601877,-1957.8114905198418,-1947.2235904493916,-1960.528903411101,-1954.1786141129776,-1968.1818283109526,-1953.158661742152,-1954.1635396595252,-1955.141365640081,-1966.3085199530062,-1976.1679084039963,-1953.0174418671909,0.010571060180664062,3137.0,534.0,2.0
