-46.45122829850112,-44.585971185404844,-46.26470001609496,-45.45888281561892,-44.49460839099373,-45.60240738195557,-45.66524465522676,-45.53945669079715,-47.11014221622759,-45.461747552993444,-45.81104681931413,-45.51811155536717,-46.60606529830923,-46.484756581071736,-45.888568222815536,-46.06118394787012,-46.199225546073535,-46.26054439618085,-45.92124516495397,-46.37993881860319,-45.61825635491175,-45.676076737982726,-45.73137481180373,-45.40055905586982,-45.388549777250574,-45.24857706294722,36.84048828125,367.0,59.0,1.0
-266.76984770898196,-257.690614040407,-252.5287386419791,-254.75151461142423,-255.19839739355746,-254.64494798095376,-253.24167812218616,-257.1848433869155,-254.95895974762527,-257.4916380064061,-253.7872822541127,-253.95516649410757,-253.71793593577166,-253.62563169946947,-251.5475113975283,-253.7452623184575,-254.3734269793291,-250.87926898934722,-252.78790385751103,-256.4835603026839,-251.3015779083094,-252.43716900270744,-252.16914591976956,-252.076624148149,-252.92367272716035,-252.91231053498825,28.624531250000004,1332.0,147.0,1.0
-809.827591559367,-740.9415538452431,-738.1389654019952,-742.5971681125043,-744.2127677306122,-737.9003808260193,-734.5823873515001,-739.081498819629,-742.9519079591698,-739.5192465638835,-738.3614287477028,-743.1766259365073,-741.9080883914354,-742.0679458567912,-737.0359163989427,-742.8864436546879,-739.038854315481,-743.1971662276034,-742.6830383131943,-745.3194099446719,-741.5536504549908,-737.7830181140014,-737.9244179936488,-741.7656790541783,-736.0468580451904,-742.7722794842607,44.09158203125001,2248.0,284.0,1.0
-1435.275105282879,-1311.5128911364725,-1309.6991474088486,-1316.491658396013,-1330.6086809419844,-1322.475403526065,-1306.9073403540433,-1316.1871764889233,-1321.282810406315,-1316.7533810434575,-1317.9712249117533,-1316.8447196264112,-1326.3369993839078,-1318.727867491457,-1307.5385114895425,-1317.5343780214223,-1316.1057375707965,-1319.418994811198,-1318.0993716492906,-1318.1578833031863,-1323.4913820901547,-1316.0802577026911,-1319.116588827828,-1312.7433825218081,-1314.1375796174393,-1314.3056672274856,11.549863328952338,1035.0,414.0,1.0
-2132.12558033392,-1958.8502399561826,-1959.402048269004,-1967.6876150420887,-1970.733567559541,-1944.5994225411855,-1960.8294121740537,-1952.0794781818086,-1961.953781346796,-1952.3151355493894,-1953.6503871787302,-1958.96022469202,-1957.9864744535448,-1962.95558601228,-1963.5038176619328,-1951.4114678780606,-1956.1808812519748,-1955.0423518941288,-1952.8167659512803,-1952.8712271691663,-1955.1704882294148,-1954.044928547924,-1957.3661526798687,-1956.5870225630033,-1952.6200668124038,-1953.425445971197,9.531933593749997,1501.0,533.0,1.0
-43.6837348621963,-48.05524790794874,-50.260117163806115,-50.702704337949484,-49.13969604898827,-49.30098506575297,-48.524818055316956,-49.54375921601465,-49.474789177598694,-50.00665762865964,-50.17596838664798,-50.254375442508575,-49.52495865177198,-49.80718344069686,-49.38264039598843,-49.58330196255167,-50.1307108505018,-49.649332415708614,-49.51020629558349,-50.319920925784004,-50.008093033686634,-49.222767563557,-48.80641619274968,-49.677978776874056,-49.57355489383758,-49.759728861392944,21.958203125,260.0,58.0,2.0
-277.1036037484948,-263.0076415576309,-258.7719089719259,-257.32122299526856,-259.2478349023589,-261.1537202584449,-257.2598265660257,-256.08068034767746,-259.24766696083725,-255.74397111026286,-259.91902529536736,-257.681653244372,-262.30607917126264,-256.24048674026074,-258.3441548392379,-258.1088821248216,-258.4439797582246,-258.59021881128353,-259.4747089721409,-258.49029952083373,-258.9136740457872,-256.97598503966856,-260.03567717269493,-259.258932608103,-257.8815678810573,-257.1406309151989,71.66328125,1812.0,145.0,2.0
-818.6408645896379,-735.3593486140014,-732.8547196378072,-734.6380133994849,-736.2349245283389,-734.4232953744412,-740.3927628592105,-742.3486204398833,-730.7887236441508,-741.7600676964486,-739.4049584590936,-740.4684693620788,-737.1452809282105,-737.1895068239029,-739.8482087351941,-736.7904683389395,-738.1676024297211,-740.7375416032595,-739.3628194532054,-739.1856978101376,-740.8278899959234,-740.7722186921975,-735.9407624721001,-739.3567957856246,-736.83209887976,-737.0730757916839,33.60965820312498,2723.0,285.0,2.0
-1388.454555007302,-1320.5207377238435,-1312.1299204966685,-1318.1923018254745,-1318.3574338173999,-1329.7556064258229,-1319.1524826318168,-1320.5439939434643,-1316.129326559938,-1313.0012668346553,-1315.118560572922,-1316.6225652261278,-1318.9706752467823,-1317.9377496009952,-1316.5634048988663,-1317.6186756984266,-1320.6302897352207,-1316.759180702882,-1321.2177023625545,-1319.3280414102478,-1324.0999271826372,-1317.432517742286,-1320.1783478187642,-1325.2229807661429,-1323.7933756590105,-1324.0307355486316,31.372929687499997,2412.0,411.0,2.0
-2065.6614213759867,-1971.5895053090067,-1961.071877929598,-1951.825547126254,-1955.7157591281318,-1952.5746511664147,-1956.1652202925488,-1949.5478610565228,-1949.3773148632672,-1956.5980799496856,-1955.2663036513748,-1956.0390271868314,-1958.6468872049256,-1950.2830803847983,-1940.981813974266,-1951.132970569317,-1956.4936023827145,-1959.1812717487364,-1952.6871764299583,-1957.0706616756454,-1954.319015601633,-1952.068250786249,-1956.4418660004624,-1956.537263526483,-1954.9203252551956,-1954.7265295326395,0.010571060180664062,3137.0,534.0,2.0
