trial,id,N,density,avg_degree
1,0.9824404877212013,10000,0.024844984498449844,248.425
0,0.6660848095173965,10000,0.024844984498449844,248.425
4,0.8995867352337534,10000,0.024844984498449844,248.425
3,0.11658759903302363,10000,0.024844984498449844,248.425
6,0.3782546168619707,10000,0.024844984498449844,248.425
7,0.44096645394112044,10000,0.024844984498449844,248.425
5,0.49323546159621257,10000,0.024844984498449844,248.425
2,0.5344948432863851,10000,0.024844984498449844,248.425
8,0.835784388085865,10000,0.024844984498449844,248.425
9,0.7346785467995003,10000,0.024844984498449844,248.425
10,0.16820503342806292,10000,0.024844984498449844,248.425
11,0.42741628153732203,10000,0.024844984498449844,248.425
12,0.011565688677651731,10000,0.024844984498449844,248.425
13,0.13118386344680333,10000,0.024844984498449844,248.425
14,0.25307903060002057,10000,0.024844984498449844,248.425
15,0.8656394251282037,10000,0.024844984498449844,248.425
16,0.9557476848906685,10000,0.024844984498449844,248.425
17,0.12336931767836179,10000,0.024844984498449844,248.425
18,0.670665705236388,10000,0.024844984498449844,248.425
19,0.17793849041569865,10000,0.024844984498449844,248.425
20,0.7073110500500887,10000,0.024844984498449844,248.425
21,0.5882232861516009,10000,0.024844984498449844,248.425
22,0.8587105078693099,10000,0.024844984498449844,248.425
23,0.9232987732633771,10000,0.024844984498449844,248.425
24,0.43421029259709354,10000,0.024844984498449844,248.425
25,0.8266096037864485,10000,0.024844984498449844,248.425
26,0.30551207596191854,10000,0.024844984498449844,248.425
27,0.6564413850163435,10000,0.024844984498449844,248.425
28,0.1765674323175166,10000,0.024844984498449844,248.425
29,0.4621397730715936,10000,0.024844984498449844,248.425
30,0.16924793016648199,10000,0.024844984498449844,248.425
31,0.3942726036790001,10000,0.024844984498449844,248.425
32,0.748855268347264,10000,0.024844984498449844,248.425
33,0.6360743512271372,10000,0.024844984498449844,248.425
34,0.2975556866229909,10000,0.024844984498449844,248.425
36,0.20991579449662634,10000,0.024844984498449844,248.425
35,0.39165719357583517,10000,0.024844984498449844,248.425
37,0.934303307966059,10000,0.024844984498449844,248.425
38,0.27664187091877623,10000,0.024844984498449844,248.425
39,0.009723853402624383,10000,0.024844984498449844,248.425
40,0.7960519367878207,10000,0.024844984498449844,248.425
42,0.29280949153364644,10000,0.024844984498449844,248.425
41,0.8784443335829598,10000,0.024844984498449844,248.425
43,0.7323584529155412,10000,0.024844984498449844,248.425
45,0.6947816116979169,10000,0.024844984498449844,248.425
44,0.6409906291604665,10000,0.024844984498449844,248.425
46,0.6717222590402046,10000,0.024844984498449844,248.425
47,0.45756921099531433,10000,0.024844984498449844,248.425
48,0.5664917937271069,10000,0.024844984498449844,248.425
49,0.25434119939723354,10000,0.024844984498449844,248.425
50,0.7146940720353742,10000,0.024844984498449844,248.425
51,0.03226739240918264,10000,0.024844984498449844,248.425
52,0.9603725389204931,10000,0.024844984498449844,248.425
53,0.7970926117967904,10000,0.024844984498449844,248.425
54,0.33749999896171934,10000,0.024844984498449844,248.425
55,0.9573250692621864,10000,0.024844984498449844,248.425
56,0.707427177480813,10000,0.024844984498449844,248.425
57,0.559031173318371,10000,0.024844984498449844,248.425
58,0.5157620066973264,10000,0.024844984498449844,248.425
59,0.4061602546579526,10000,0.024844984498449844,248.425
60,0.7075892595970662,10000,0.024844984498449844,248.425
61,0.7822501467775437,10000,0.024844984498449844,248.425
62,0.7700674495555465,10000,0.024844984498449844,248.425
63,0.36914477039805893,10000,0.024844984498449844,248.425
64,0.33481707122462456,10000,0.024844984498449844,248.425
65,0.8131690831618095,10000,0.024844984498449844,248.425
66,0.8397304213254702,10000,0.024844984498449844,248.425
67,0.6532704172523757,10000,0.024844984498449844,248.425
68,0.35409393509827836,10000,0.024844984498449844,248.425
69,0.15794889280145363,10000,0.024844984498449844,248.425
70,0.6920487956336437,10000,0.024844984498449844,248.425
71,0.9118246839937706,10000,0.024844984498449844,248.425
72,0.925427940024416,10000,0.024844984498449844,248.425
73,0.580808159123617,10000,0.024844984498449844,248.425
74,0.18935313776089546,10000,0.024844984498449844,248.425
75,0.5254974926958675,10000,0.024844984498449844,248.425
76,0.979583858452667,10000,0.024844984498449844,248.425
77,0.4170368437903217,10000,0.024844984498449844,248.425
78,0.10934892589123102,10000,0.024844984498449844,248.425
79,0.9627532034705594,10000,0.024844984498449844,248.425
80,0.36885954426637746,10000,0.024844984498449844,248.425
81,0.778004970844883,10000,0.024844984498449844,248.425
82,0.5397114287050377,10000,0.024844984498449844,248.425
83,0.8346303264590217,10000,0.024844984498449844,248.425
84,0.021609891992555696,10000,0.024844984498449844,248.425
86,0.5631759922387739,10000,0.024844984498449844,248.425
85,0.6193718803606323,10000,0.024844984498449844,248.425
87,0.5329446600825309,10000,0.024844984498449844,248.425
88,0.5899727229987671,10000,0.024844984498449844,248.425
89,0.36126544807165795,10000,0.024844984498449844,248.425
90,0.7854228732374612,10000,0.024844984498449844,248.425
91,0.7795489451121528,10000,0.024844984498449844,248.425
92,0.8123949076974126,10000,0.024844984498449844,248.425
93,0.09569983403910431,10000,0.024844984498449844,248.425
94,0.9512036382670757,10000,0.024844984498449844,248.425
95,0.2741755394795514,10000,0.024844984498449844,248.425
96,0.351634844981791,10000,0.024844984498449844,248.425
97,0.8980165118592172,10000,0.024844984498449844,248.425
98,0.7140266978885396,10000,0.024844984498449844,248.425
99,0.6358679720936288,10000,0.024844984498449844,248.425
100,0.5604487487615696,10000,0.024844984498449844,248.425
102,0.9074422862862072,10000,0.024844984498449844,248.425
101,0.549070981012815,10000,0.024844984498449844,248.425
103,0.06556640833413196,10000,0.024844984498449844,248.425
104,0.09884489712053357,10000,0.024844984498449844,248.425
105,0.38538124537836926,10000,0.024844984498449844,248.425
106,0.9468185159853547,10000,0.024844984498449844,248.425
107,0.9341912906143491,10000,0.024844984498449844,248.425
108,0.6244519456607203,10000,0.024844984498449844,248.425
109,0.6981850559838856,10000,0.024844984498449844,248.425
110,0.8082973374500334,10000,0.024844984498449844,248.425
111,0.8555998750117684,10000,0.024844984498449844,248.425
112,0.30896298967341473,10000,0.024844984498449844,248.425
113,0.14193941531954157,10000,0.024844984498449844,248.425
114,0.17104696293311705,10000,0.024844984498449844,248.425
115,0.9525527613485517,10000,0.024844984498449844,248.425
116,0.6864735205174664,10000,0.024844984498449844,248.425
117,0.0006038674817078205,10000,0.024844984498449844,248.425
118,0.3521857588951509,10000,0.024844984498449844,248.425
119,0.05425616091598384,10000,0.024844984498449844,248.425
120,0.3044097686402376,10000,0.024844984498449844,248.425
121,0.49441958640439243,10000,0.024844984498449844,248.425
122,0.6596839604113722,10000,0.024844984498449844,248.425
123,0.4739204417110582,10000,0.024844984498449844,248.425
124,0.7180508515745726,10000,0.024844984498449844,248.425
125,0.17771698658564994,10000,0.024844984498449844,248.425
126,0.2456179721404963,10000,0.024844984498449844,248.425
127,0.6296704361942244,10000,0.024844984498449844,248.425
128,0.6000050594384939,10000,0.024844984498449844,248.425
129,0.8086761401309916,10000,0.024844984498449844,248.425
130,0.47370190495784315,10000,0.024844984498449844,248.425
131,0.08014584232869704,10000,0.024844984498449844,248.425
132,0.5508822131575679,10000,0.024844984498449844,248.425
133,0.8611519506242009,10000,0.024844984498449844,248.425
134,0.36381318266980234,10000,0.024844984498449844,248.425
135,0.4456253279700009,10000,0.024844984498449844,248.425
136,0.18038508781468077,10000,0.024844984498449844,248.425
137,0.36462434916887465,10000,0.024844984498449844,248.425
138,0.6908437919912366,10000,0.024844984498449844,248.425
139,0.000322554877360437,10000,0.024844984498449844,248.425
140,0.8911170640924054,10000,0.024844984498449844,248.425
141,0.17417752454995916,10000,0.024844984498449844,248.425
142,0.192111619037991,10000,0.024844984498449844,248.425
143,0.6348084914638785,10000,0.024844984498449844,248.425
144,0.4598494590066329,10000,0.024844984498449844,248.425
145,0.883846639919508,10000,0.024844984498449844,248.425
146,0.19444554994077823,10000,0.024844984498449844,248.425
147,0.1385001910032564,10000,0.024844984498449844,248.425
148,0.2831761286583917,10000,0.024844984498449844,248.425
149,0.8308979927464435,10000,0.024844984498449844,248.425
150,0.4137608315294916,10000,0.024844984498449844,248.425
151,0.3144059815253508,10000,0.024844984498449844,248.425
152,0.6335549653498441,10000,0.024844984498449844,248.425
153,0.1920638199172744,10000,0.024844984498449844,248.425
154,0.9399115894086627,10000,0.024844984498449844,248.425
155,0.23660167999296433,10000,0.024844984498449844,248.425
156,0.5052507884589016,10000,0.024844984498449844,248.425
157,0.313098731978959,10000,0.024844984498449844,248.425
158,0.4122442061948808,10000,0.024844984498449844,248.425
159,0.2680436927676868,10000,0.024844984498449844,248.425
160,0.3383387063332475,10000,0.024844984498449844,248.425
161,0.6232292327225829,10000,0.024844984498449844,248.425
162,0.7036779333488172,10000,0.024844984498449844,248.425
163,0.12153009275737725,10000,0.024844984498449844,248.425
164,0.3809330391182212,10000,0.024844984498449844,248.425
165,0.03180251526457867,10000,0.024844984498449844,248.425
166,0.40151502225130176,10000,0.024844984498449844,248.425
167,0.5633099192096349,10000,0.024844984498449844,248.425
168,0.737149421667439,10000,0.024844984498449844,248.425
169,0.4968218814492489,10000,0.024844984498449844,248.425
170,0.23687613396894802,10000,0.024844984498449844,248.425
171,0.32062271929541086,10000,0.024844984498449844,248.425
172,0.9934657315564465,10000,0.024844984498449844,248.425
173,0.007649047148923782,10000,0.024844984498449844,248.425
174,0.221689851231203,10000,0.024844984498449844,248.425
175,0.5777949790684954,10000,0.024844984498449844,248.425
176,0.9872393718351852,10000,0.024844984498449844,248.425
177,0.8882509969327305,10000,0.024844984498449844,248.425
178,0.03934280346820396,10000,0.024844984498449844,248.425
179,0.7572526736619531,10000,0.024844984498449844,248.425
180,0.8371474473135885,10000,0.024844984498449844,248.425
181,0.9376235819221768,10000,0.024844984498449844,248.425
182,0.9966230830390618,10000,0.024844984498449844,248.425
183,0.1987740289438068,10000,0.024844984498449844,248.425
184,0.8941065749789648,10000,0.024844984498449844,248.425
185,0.5706909072875346,10000,0.024844984498449844,248.425
186,0.2935966742002821,10000,0.024844984498449844,248.425
187,0.9714718162064883,10000,0.024844984498449844,248.425
188,0.8710507416625474,10000,0.024844984498449844,248.425
189,0.9330615002416665,10000,0.024844984498449844,248.425
190,0.03935042624110541,10000,0.024844984498449844,248.425
191,0.7110185082711109,10000,0.024844984498449844,248.425
192,0.20363206054689242,10000,0.024844984498449844,248.425
193,0.24522752008859594,10000,0.024844984498449844,248.425
194,0.8075777402169089,10000,0.024844984498449844,248.425
195,0.2989419670539457,10000,0.024844984498449844,248.425
196,0.9422128357845304,10000,0.024844984498449844,248.425
197,0.7039214567554559,10000,0.024844984498449844,248.425
198,0.8653492496177856,10000,0.024844984498449844,248.425
199,0.43638001051410713,10000,0.024844984498449844,248.425
200,0.8394236969329574,10000,0.024844984498449844,248.425
201,0.42919531980261716,10000,0.024844984498449844,248.425
202,0.6757304513569249,10000,0.024844984498449844,248.425
203,0.32976704396307843,10000,0.024844984498449844,248.425
204,0.44609009399659083,10000,0.024844984498449844,248.425
205,0.8626224463454879,10000,0.024844984498449844,248.425
206,0.17310050873253602,10000,0.024844984498449844,248.425
207,0.21091712759149417,10000,0.024844984498449844,248.425
208,0.3936490210651322,10000,0.024844984498449844,248.425
209,0.7639610017037664,10000,0.024844984498449844,248.425
210,0.5044841454763956,10000,0.024844984498449844,248.425
211,0.5861764115867456,10000,0.024844984498449844,248.425
212,0.7534461197349316,10000,0.024844984498449844,248.425
213,0.6306498867763417,10000,0.024844984498449844,248.425
214,0.5858337844306123,10000,0.024844984498449844,248.425
215,0.638754176524867,10000,0.024844984498449844,248.425
216,0.6484979882091877,10000,0.024844984498449844,248.425
217,0.18028479846204826,10000,0.024844984498449844,248.425
218,0.11628292114178296,10000,0.024844984498449844,248.425
219,0.45293568488593805,10000,0.024844984498449844,248.425
220,0.764158669863484,10000,0.024844984498449844,248.425
221,0.019069096943145403,10000,0.024844984498449844,248.425
222,0.2139047400716989,10000,0.024844984498449844,248.425
223,0.6605738807122867,10000,0.024844984498449844,248.425
