-321.1252777293828,-281.92714864272693,-275.82734141449805,-274.5249326444766,-274.4350053911029,-274.84119730483076,-275.3593373062131,-276.0609519409661,-276.7015971613526,-277.3560531067184,-277.9774102665352,-278.59772630471485,-279.1951631024175,-279.81567189822584,-280.38212111658584,-280.9222693619513,-281.36241962288847,-281.84196363293734,-282.3298823254334,-282.77817025036734,-283.3031577194218,-283.6340664636284,-284.0685973203294,-284.44640698304187,-284.85612752704833,-285.21702489332705,37.41108981887427,716.4153699652724,145.0,5.0,5.0
-855.8100029465531,-801.8161946550387,-787.2947279113703,-782.6432413239003,-781.4676006652239,-781.9374441923742,-783.0400033804984,-784.6230119898473,-786.440484048899,-788.0400303163223,-789.7846378059597,-791.7972106415525,-793.2190011441548,-795.1249886344378,-796.5076854631646,-798.3540646740323,-800.1136868536729,-801.5473563603244,-802.7515299117904,-804.2490345082848,-805.717831986916,-807.16391187906,-808.5640511991539,-809.3543966864939,-810.574715887295,-811.7917644061176,16.16901674538851,830.039340108633,270.0,10.0,5.0
-1470.5712931451183,-1410.7070047257455,-1392.6212102871277,-1388.1635464916117,-1388.165905115247,-1390.415418920914,-1393.6418950446728,-1397.4900964759786,-1401.871548361978,-1406.348415005183,-1411.1997355035942,-1414.817350356132,-1418.8221152119709,-1422.8956574504996,-1428.0132966475785,-1429.8286306671332,-1433.9784485480009,-1436.8341485600306,-1439.6138155918784,-1444.4886458942515,-1447.34034923963,-1451.4719891657455,-1453.7890798973156,-1455.5442084959536,-1458.543634733517,-1463.2069571355055,11.235063476562498,680.61572265625,373.0,15.0,5.0
-2203.7516230849224,-2140.6562351764255,-2108.8058332797154,-2097.352779668498,-2091.845686196194,-2090.6764425769607,-2091.8191335768147,-2095.0998695774774,-2099.577747138902,-2103.459007391356,-2107.6713923976877,-2108.3030061750655,-2116.4804774885015,-2121.296797395498,-2123.900185746173,-2132.6389194854837,-2137.9663664607583,-2137.4338363436273,-2139.233145153141,-2150.438068687446,-2155.9621618026567,-2155.6013224754824,-2166.7897275581295,-2165.6134097650083,-2168.4529320895663,-2178.7620697997236,1.952540454975626,1001.002840046561,478.0,20.0,5.0
-320.82713987963024,-282.1304676687977,-277.01956800153886,-275.92890482373105,-276.0975184737127,-276.7340290988783,-277.4767411622861,-278.19503496458344,-279.02311344571234,-279.70587741443336,-280.5663061153018,-281.2623955816041,-281.960099980522,-282.6301209693661,-283.0961208840259,-283.7442835461221,-284.3888097726216,-284.9566317014945,-285.4112630738514,-285.99003728545784,-286.5171755785989,-286.8587114838021,-287.2553013361613,-287.8382643112112,-288.16283444800786,-288.6700345570169,33.06876427650451,636.7495880126953,144.0,5.0,5.0
-850.4789271269949,-803.3587816442858,-793.0265478385754,-791.9061343215137,-793.636180848752,-796.2399588424917,-799.455782371085,-802.7781761623191,-805.8741573951472,-808.7740828914182,-811.8026758805947,-814.3611408859297,-817.5249747773743,-820.208348612014,-823.0123851386071,-825.6891314516474,-827.7590273141609,-830.1728147594091,-831.7023574518308,-834.3341487455498,-835.9867765807174,-838.016654615313,-839.961035403447,-841.5498552941773,-842.8496085575382,-845.0828416407863,16.21199554879218,551.3309983089566,258.0,10.0,5.0
-1463.7670356496099,-1410.0629903832944,-1394.0806949911828,-1391.6226762570466,-1393.343972333331,-1397.4925734338442,-1401.380763800049,-1407.5990446599994,-1412.5345150940288,-1418.6749662990687,-1422.2319888028774,-1428.2216603426778,-1433.8728371270204,-1436.156929193197,-1442.5815541298175,-1446.8886964828782,-1451.4924520973902,-1454.0494855013183,-1458.217897429123,-1461.151650079286,-1465.6134694386305,-1469.3346254167368,-1472.5987257673382,-1476.1281745511596,-1478.6119920704089,-1480.9564758174793,10.931887626647953,587.1569633483887,364.0,15.0,5.0
-2167.304550862138,-2112.0138456096984,-2096.011002429924,-2093.7534813476673,-2097.265487320609,-2104.4588308030457,-2112.7636108302904,-2121.627660667573,-2128.71309460876,-2134.898798468237,-2146.194272004037,-2154.0040300238916,-2163.5274624266754,-2168.3979651404693,-2177.3002393898505,-2181.658692119759,-2191.1052332415766,-2200.102625993189,-2203.46508282746,-2209.5914539269816,-2216.824295718531,-2217.7791328213684,-2224.401467922996,-2229.867148285661,-2240.823656173932,-2242.227390482254,8.802546643826929,539.1717954905762,463.0,20.0,5.0
-321.374782187259,-283.1107666915847,-278.0665847401757,-277.2892447372169,-277.6570043855069,-278.4019210344662,-279.3354949724161,-280.3309239915873,-281.1410797133893,-282.0460343747916,-282.8006187348865,-283.68374098255293,-284.3942936832108,-285.1694274827841,-285.893144746795,-286.46105228950694,-286.99494708950255,-287.7203196857399,-288.2770517434643,-288.8467445617882,-289.3912632070644,-289.83541838473906,-290.40312164094263,-290.85668625816214,-291.3094807624801,-291.7083743749974,19.984619140624993,602.5830078125,143.0,5.0,5.0
-849.7759838878358,-802.6316546971782,-792.9663277300373,-791.96688378275,-793.6310475676746,-796.3499857837568,-799.2786066074232,-803.0080541582695,-806.2597240756087,-809.5395850107698,-812.3271511186005,-815.2340240562186,-818.4939330393746,-820.808195707063,-823.215213270252,-825.6431905633508,-828.2588249492549,-829.9322379979518,-832.2140215697759,-834.1282133446293,-836.0215533335913,-838.3053858790723,-839.7391661190048,-841.2800106713182,-843.8654452283048,-845.0598643390972,17.118842789377076,545.9468026463874,258.0,10.0,5.0
