a_hat,N_hat,Nu_hat,No,trial,T,alpha,N,type
-999.0,257.69752502441406,147.69752502441406,110,1235,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,377.89302825927734,166.89302825927734,211,1235,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,504.6305961608887,226.63059616088867,278,1235,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,564.7322006225586,230.7322006225586,334,1235,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,230.8385009765625,128.8385009765625,102,1236,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,368.03507232666016,165.03507232666016,203,1236,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,530.8557319641113,268.8557319641113,262,1236,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,615.438117980957,310.43811798095703,305,1236,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,257.0096740722656,143.00967407226562,114,1237,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,402.8582000732422,188.8582000732422,214,1237,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,513.9963035583496,226.9963035583496,287,1237,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,683.0051345825195,345.00513458251953,338,1237,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,263.65525817871094,146.65525817871094,117,1238,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,405.8135986328125,193.8135986328125,212,1238,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,537.8339920043945,253.83399200439453,284,1238,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,695.0191879272461,360.0191879272461,335,1238,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,260.743408203125,145.743408203125,115,1239,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,395.264404296875,184.264404296875,211,1239,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,542.6414451599121,269.6414451599121,273,1239,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,629.9270515441895,298.92705154418945,331,1239,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,295.8956527709961,180.8956527709961,115,124,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,327.1069107055664,114.1069107055664,213,124,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,565.3452701568604,286.34527015686035,279,124,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,671.3276138305664,338.3276138305664,333,124,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,253.52926635742188,140.52926635742188,113,1240,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,414.3562698364258,199.35626983642578,215,1240,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,463.76045989990234,179.76045989990234,284,1240,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,654.518985748291,329.518985748291,325,1240,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,272.8565216064453,157.8565216064453,115,1241,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,437.935791015625,225.935791015625,212,1241,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,632.9789123535156,351.9789123535156,281,1241,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,724.7853984832764,385.78539848327637,339,1241,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,256.7104949951172,143.7104949951172,113,1242,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,378.8726501464844,172.87265014648438,206,1242,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,596.9110050201416,323.9110050201416,273,1242,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,663.5561828613281,345.5561828613281,318,1242,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,247.32982635498047,142.32982635498047,105,1243,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,473.1900100708008,266.1900100708008,207,1243,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,675.3332901000977,397.33329010009766,278,1243,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,634.9649276733398,310.96492767333984,324,1243,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,240.7061767578125,128.7061767578125,112,1244,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,432.15647888183594,226.15647888183594,206,1244,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,504.6750259399414,236.6750259399414,268,1244,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,652.3391494750977,330.33914947509766,322,1244,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,250.61267852783203,145.61267852783203,105,1245,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,417.82483673095703,214.82483673095703,203,1245,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,592.9194965362549,321.9194965362549,271,1245,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,637.5469818115234,329.54698181152344,308,1245,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,244.73388671875,134.73388671875,110,1246,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,395.1629867553711,184.1629867553711,211,1246,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,520.6845283508301,245.68452835083008,275,1246,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,639.9470767974854,316.94707679748535,323,1246,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,260.9600830078125,146.9600830078125,114,1247,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,387.3985290527344,162.39852905273438,225,1247,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,573.9740943908691,278.97409439086914,295,1247,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,781.1079978942871,431.1079978942871,350,1247,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,229.75022888183594,116.75022888183594,113,1248,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,409.2285919189453,199.2285919189453,210,1248,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,529.5283126831055,259.52831268310547,270,1248,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,737.8132781982422,425.8132781982422,312,1248,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,238.50971221923828,123.50971221923828,115,1249,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,422.41260528564453,205.41260528564453,217,1249,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,556.1405639648438,268.14056396484375,288,1249,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,662.6894397735596,333.68943977355957,329,1249,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,252.35496520996094,142.35496520996094,110,125,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,340.1971740722656,126.19717407226562,214,125,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,559.8558044433594,279.8558044433594,280,125,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,696.1755447387695,364.17554473876953,332,125,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,215.2188720703125,107.2188720703125,108,1250,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,450.244140625,250.244140625,200,1250,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,568.6628723144531,304.6628723144531,264,1250,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,695.5136566162109,379.51365661621094,316,1250,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,254.04952239990234,143.04952239990234,111,1251,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,369.0638427734375,161.0638427734375,208,1251,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,541.2755317687988,267.2755317687988,274,1251,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,649.369306564331,326.36930656433105,323,1251,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,266.6406784057617,155.64067840576172,111,1252,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,418.8759765625,206.8759765625,212,1252,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,547.6901340484619,264.6901340484619,283,1252,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,645.1921768188477,311.19217681884766,334,1252,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,231.97592163085938,124.97592163085938,107,1253,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,346.3908233642578,139.3908233642578,207,1253,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,517.8002395629883,239.80023956298828,278,1253,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,572.385669708252,239.38566970825195,333,1253,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,222.43695068359375,118.43695068359375,104,1254,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,423.1513214111328,224.1513214111328,199,1254,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,537.3287467956543,271.3287467956543,266,1254,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,726.4605712890625,406.4605712890625,320,1254,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,248.73207092285156,137.73207092285156,111,1255,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,408.4750499725342,189.47504997253418,219,1255,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,542.673282623291,245.67328262329102,297,1255,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,632.4585838317871,291.4585838317871,341,1255,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,256.91033935546875,148.91033935546875,108,1256,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,421.0438537597656,206.04385375976562,215,1256,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,528.0046081542969,248.00460815429688,280,1256,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,708.9838409423828,382.9838409423828,326,1256,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,270.9018783569336,157.9018783569336,113,1257,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,324.4255599975586,111.4255599975586,213,1257,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,632.9888095855713,355.9888095855713,277,1257,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,641.076250076294,314.07625007629395,327,1257,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,272.2286834716797,159.2286834716797,113,1258,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,500.935546875,296.935546875,204,1258,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,536.8776512145996,266.8776512145996,270,1258,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,780.4776191711426,450.4776191711426,330,1258,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,224.76593017578125,115.76593017578125,109,1259,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,347.7830505371094,142.78305053710938,205,1259,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,515.2024269104004,230.2024269104004,285,1259,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,689.4198112487793,360.4198112487793,329,1259,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,247.79459381103516,136.79459381103516,111,126,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,408.8728332519531,199.87283325195312,209,126,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,533.2557201385498,258.2557201385498,275,126,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,651.9661045074463,324.9661045074463,327,126,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,245.50530242919922,136.50530242919922,109,1260,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,411.6016845703125,195.6016845703125,216,1260,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,530.4740905761719,246.47409057617188,284,1260,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,649.340518951416,308.340518951416,341,1260,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,238.28953552246094,131.28953552246094,107,1261,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,397.728271484375,189.728271484375,208,1261,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,575.438117980957,305.43811798095703,270,1261,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,784.7280960083008,470.7280960083008,314,1261,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,240.8922882080078,127.89228820800781,113,1262,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,397.82774353027344,195.82774353027344,202,1262,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,606.2228393554688,336.22283935546875,270,1262,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,783.6320171356201,462.6320171356201,321,1262,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,235.19336700439453,130.19336700439453,105,1263,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,417.8804931640625,209.8804931640625,208,1263,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,557.3406028747559,275.34060287475586,282,1263,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,683.4692993164062,355.46929931640625,328,1263,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,253.08409881591797,142.08409881591797,111,1264,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,384.8637924194336,175.8637924194336,209,1264,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,514.024715423584,244.02471542358398,270,1264,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,661.9861793518066,346.98617935180664,315,1264,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,227.0247802734375,119.0247802734375,108,1265,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,386.9207534790039,177.9207534790039,209,1265,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,550.3225860595703,266.3225860595703,284,1265,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,738.5006923675537,401.5006923675537,337,1265,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,224.70355987548828,115.70355987548828,109,1266,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,321.90026092529297,120.90026092529297,201,1266,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,558.0799522399902,277.07995223999023,281,1266,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,747.832986831665,414.83298683166504,333,1266,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,245.835693359375,133.835693359375,112,1267,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,420.3673858642578,197.3673858642578,223,1267,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,467.4018859863281,167.40188598632812,300,1267,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,816.430419921875,464.430419921875,352,1267,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,252.56585693359375,136.56585693359375,116,1268,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,436.8151092529297,216.8151092529297,220,1268,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,604.2391300201416,329.2391300201416,275,1268,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,699.6900100708008,381.6900100708008,318,1268,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,242.5283203125,128.5283203125,114,1269,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,420.15818786621094,206.15818786621094,214,1269,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,552.9600601196289,268.9600601196289,284,1269,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,582.3937797546387,252.39377975463867,330,1269,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,249.48047637939453,134.48047637939453,115,127,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,383.67663383483887,150.67663383483887,233,127,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,606.34889793396,305.34889793395996,301,127,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,768.5717716217041,419.5717716217041,349,127,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,255.1153564453125,141.1153564453125,114,1270,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,408.9814453125,192.9814453125,216,1270,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,539.4264640808105,250.42646408081055,289,1270,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,681.7827377319336,344.7827377319336,337,1270,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,226.1753387451172,123.17533874511719,103,1271,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,436.58905029296875,236.58905029296875,200,1271,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,540.1880111694336,272.1880111694336,268,1271,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,782.922233581543,466.92223358154297,316,1271,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,234.6999969482422,131.6999969482422,103,1272,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,404.7062301635742,209.70623016357422,195,1272,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,662.726806640625,386.726806640625,276,1272,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,708.3328533172607,377.33285331726074,331,1272,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,265.04176330566406,147.04176330566406,118,1273,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,398.8990783691406,186.89907836914062,212,1273,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,588.1621246337891,302.16212463378906,286,1273,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,759.1338176727295,422.1338176727295,337,1273,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,248.18838500976562,137.18838500976562,111,1274,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,414.9041748046875,198.9041748046875,216,1274,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,610.4629898071289,325.4629898071289,285,1274,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,716.3899173736572,385.3899173736572,331,1274,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,232.95833587646484,127.95833587646484,105,1275,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,402.80517578125,190.80517578125,212,1275,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,454.9823760986328,174.9823760986328,280,1275,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,692.9101028442383,358.9101028442383,334,1275,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,287.99951171875,183.99951171875,104,1276,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,442.2182159423828,236.2182159423828,206,1276,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,582.3192558288574,309.3192558288574,273,1276,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,651.9626770019531,330.9626770019531,321,1276,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,254.85742950439453,143.85742950439453,111,1277,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,408.8975524902344,202.89755249023438,206,1277,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,540.7082557678223,259.70825576782227,281,1277,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,692.3612594604492,362.3612594604492,330,1277,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,253.23399353027344,142.23399353027344,111,1278,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,332.087158203125,124.087158203125,208,1278,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,514.2393035888672,238.2393035888672,276,1278,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,662.171932220459,339.171932220459,323,1278,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,247.25090789794922,136.25090789794922,111,1279,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,384.6527404785156,172.65274047851562,212,1279,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,596.8196907043457,318.8196907043457,278,1279,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,691.5302886962891,363.53028869628906,328,1279,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,230.51895141601562,120.51895141601562,110,128,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,425.99383544921875,201.99383544921875,224,128,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,545.70876121521,256.70876121520996,289,128,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,697.7135963439941,359.71359634399414,338,128,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,243.0357666015625,136.0357666015625,107,1280,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,437.2828140258789,228.2828140258789,209,1280,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,460.43124198913574,185.43124198913574,275,1280,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,768.3006687164307,439.30066871643066,329,1280,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,248.2171630859375,139.2171630859375,109,1281,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,400.8283386230469,198.82833862304688,202,1281,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,606.8970947265625,334.8970947265625,272,1281,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,714.0401306152344,398.0401306152344,316,1281,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,223.37936401367188,120.37936401367188,103,1282,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,399.49217224121094,197.49217224121094,202,1282,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,631.0660877227783,360.0660877227783,271,1282,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,730.3627967834473,400.36279678344727,330,1282,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,253.5338134765625,141.5338134765625,112,1283,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,402.7976608276367,197.79766082763672,205,1283,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,602.7651977539062,322.76519775390625,280,1283,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,683.8923454284668,353.8923454284668,330,1283,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,258.5038757324219,151.50387573242188,107,1284,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,392.2608871459961,189.2608871459961,203,1284,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,528.6360626220703,252.6360626220703,276,1284,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,756.6373443603516,432.63734436035156,324,1284,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,253.6591339111328,143.6591339111328,110,1285,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,405.392578125,213.392578125,192,1285,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,627.3437080383301,353.3437080383301,274,1285,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,721.4324951171875,401.4324951171875,320,1285,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,242.14569091796875,132.14569091796875,110,1286,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,336.6645812988281,126.66458129882812,210,1286,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,545.2431201934814,270.24312019348145,275,1286,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,665.1723918914795,338.1723918914795,327,1286,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,184.5287322998047,78.52873229980469,106,1287,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,412.7965850830078,205.7965850830078,207,1287,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,588.5065422058105,310.50654220581055,278,1287,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,704.65087890625,384.65087890625,320,1287,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,266.6039276123047,157.6039276123047,109,1288,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,404.83628845214844,193.83628845214844,211,1288,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,558.4672203063965,280.4672203063965,278,1288,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,732.0847930908203,406.0847930908203,326,1288,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,248.02425384521484,131.02425384521484,117,1289,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,391.77105712890625,179.77105712890625,212,1289,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,524.8018646240234,244.80186462402344,280,1289,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,704.1478633880615,379.1478633880615,325,1289,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,250.1474609375,138.1474609375,112,129,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,474.9808349609375,266.9808349609375,208,129,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,586.0242576599121,304.0242576599121,282,129,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,746.4229602813721,413.42296028137207,333,129,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,247.02499389648438,137.02499389648438,110,1290,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,393.03025817871094,186.03025817871094,207,1290,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,507.6137943267822,236.61379432678223,271,1290,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,744.0646743774414,430.0646743774414,314,1290,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,250.5333480834961,139.5333480834961,111,1291,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,387.9348831176758,178.93488311767578,209,1291,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,519.4435710906982,232.44357109069824,287,1291,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,620.3249969482422,276.3249969482422,344,1291,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,221.27568817138672,112.27568817138672,109,1292,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,397.7199020385742,200.71990203857422,197,1292,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,602.8482055664062,338.84820556640625,264,1292,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,778.0672073364258,463.0672073364258,315,1292,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,241.69210052490234,130.69210052490234,111,1293,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,412.72784423828125,209.72784423828125,203,1293,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,459.70783615112305,197.70783615112305,262,1293,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,705.3426361083984,393.34263610839844,312,1293,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,266.02762603759766,157.02762603759766,109,1294,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,431.2103271484375,231.2103271484375,200,1294,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,566.292106628418,300.29210662841797,266,1294,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,648.2781982421875,328.2781982421875,320,1294,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,239.67330932617188,129.67330932617188,110,1295,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,373.9908676147461,162.9908676147461,211,1295,10,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,622.2592010498047,348.2592010498047,274,1295,15,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,718.8085517883301,387.8085517883301,331,1295,20,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,240.9271469116211,133.9271469116211,107,1296,5,0.5,1000.0,Pseudolikelihood one-parameter
-999.0,408.98292541503906,205.98292541503906,203,1296,10,0.5,1000.0,Pseudolikelihood one-parameter
