a_hat,Nu_hat,N_hat,No,trial,T,alpha,N,type
0.004912162246628352,8741.12161200161,8970.12161200161,229,128,5,0.5,1000,Beta-binomial
0.3921262056773632,904.9228307245523,1199.9228307245523,295,128,10,0.5,1000,Beta-binomial
0.17130295468853513,1743.1393495557195,2118.1393495557195,375,128,15,0.5,1000,Beta-binomial
0.539791497656302,581.2230336469,998.2230336469,417,128,20,0.5,1000,Beta-binomial
0.5249302493723145,564.8459858978155,1002.8459858978155,438,128,25,0.5,1000,Beta-binomial
0.5091096141034273,537.1711889093822,1006.1711889093822,469,128,30,0.5,1000,Beta-binomial
0.540056140242654,475.0639575113571,962.0639575113571,487,128,35,0.5,1000,Beta-binomial
0.5375675951005352,463.12681548929487,963.1268154892948,500,128,40,0.5,1000,Beta-binomial
0.5194720953522617,459.87908168366135,996.8790816836613,537,128,45,0.5,1000,Beta-binomial
0.49323291639539657,478.73845350517485,1027.738453505175,549,128,50,0.5,1000,Beta-binomial
0.15598427602499498,8170.709996419482,8400.709996419482,230,128,5,0.5,5000,Beta-binomial
0.13753585090152246,8705.11122365633,9117.11122365633,412,128,10,0.5,5000,Beta-binomial
0.12168114728444207,10406.27412779686,10883.27412779686,477,128,15,0.5,5000,Beta-binomial
0.1465049646893419,10292.232069659354,10918.232069659354,626,128,20,0.5,5000,Beta-binomial
0.13700071438057404,12212.236522787996,12970.236522787996,758,128,25,0.5,5000,Beta-binomial
0.2514864532973297,7185.222628384482,8083.222628384482,898,128,30,0.5,5000,Beta-binomial
0.3246705950295311,5236.835866097585,6224.835866097585,988,128,35,0.5,5000,Beta-binomial
0.24824311592639642,6302.257287000449,7367.257287000449,1065,128,40,0.5,5000,Beta-binomial
0.3895458505700865,4128.004757634452,5289.004757634452,1161,128,45,0.5,5000,Beta-binomial
0.31035199463869884,4979.253816710409,6215.253816710409,1236,128,50,0.5,5000,Beta-binomial
3.861878973930472e10,5156.11260657864,5324.11260657864,168,128,5,0.5,10000,Beta-binomial
4.680192094126078e9,4231.503195008891,4604.503195008891,373,128,10,0.5,10000,Beta-binomial
2.7973053530794383e18,3025.179355510998,3544.179355510998,519,128,15,0.5,10000,Beta-binomial
1.9028495137214703e10,2610.6003655480454,3200.6003655480454,590,128,20,0.5,10000,Beta-binomial
1.813031566685117e10,2141.233589901597,2918.233589901597,777,128,25,0.5,10000,Beta-binomial
4.637222631179248,2632.152560004484,3566.152560004484,934,128,30,0.5,10000,Beta-binomial
3.719788446435602,2782.6803445118294,3771.6803445118294,989,128,35,0.5,10000,Beta-binomial
1.2395436053952087,4383.987479223535,5522.987479223535,1139,128,40,0.5,10000,Beta-binomial
0.6887340704335634,6390.427986809867,7640.427986809867,1250,128,45,0.5,10000,Beta-binomial
0.5691325878233044,7154.549784253567,8510.549784253566,1356,128,50,0.5,10000,Beta-binomial
