N,T,alpha,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20
10000.0,20.0,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0
