w_hat,a_hat,Nu_hat,N_hat,No,trial,T,alpha,N,type
1.0e-6,2340.7732087949885,173.0570974992819,274.0570974992819,101,868,5,0.5,600,MPLE-NB
1.0e-6,1.0,408.03950318585225,509.03950318585225,101,868,5,0.5,600,MPLE-G
-999.0,-999.0,164.23684210526312,265.2368421052631,101,868,5,0.5,600,Chao
-999.0,-999.0,384.1647494442432,485.1647494442432,101,868,5,0.5,600,Turing Geometric
-999.0,-999.0,119.08000000000001,220.08,101,868,5,0.5,600,Schnabel
-999.0,-999.0,163.50668093273976,264.50668093273976,101,868,5,0.5,600,Zelterman
-999.0,-999.0,125.97927517987455,226.97927517987455,101,868,5,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,215.08899556041388,316.0889955604139,101,868,5,0.5,600,Chao Lee Jeng 0
-999.0,-999.0,135.0,236.0,101,868,5,0.5,600,Jackknife k = 4
-999.0,-999.0,124.55000000000001,225.55,101,868,5,0.5,600,Jackknife k = 3
-999.0,-999.0,135.0,236.0,101,868,5,0.5,600,Jackknife k = 5
-999.0,-999.0,159.98241703537406,260.98241703537406,101,868,5,0.5,600,Conway-Maxwell-Poisson
-999.0,-999.0,127.46460802263863,228.46460802263863,101,868,5,0.5,600,Turing
-999.0,-999.0,102.04999999999998,203.04999999999998,101,868,5,0.5,600,Jackknife k = 2
-999.0,-999.0,63.19999999999999,164.2,101,868,5,0.5,600,Jackknife k = 1
-999.0,-999.0,137.15424502246424,238.15424502246424,101,868,5,0.5,600,Chao Lee Jeng 2
1.0e-6,7.425653570971846,110.06517057812283,257.06517057812283,147,868,10,0.5,600,MPLE-NB
1.0e-6,1.0,257.2496239565975,404.2496239565975,147,868,10,0.5,600,MPLE-G
-999.0,-999.0,86.01136363636363,233.01136363636363,147,868,10,0.5,600,Chao
-999.0,-999.0,233.52980254620553,380.52980254620553,147,868,10,0.5,600,Turing Geometric
-999.0,-999.0,67.33333333333334,214.33333333333334,147,868,10,0.5,600,Schnabel
-999.0,-999.0,84.01408057132522,231.01408057132522,147,868,10,0.5,600,Zelterman
-999.0,-999.0,87.12955523510789,234.1295552351079,147,868,10,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,113.46890560248227,260.46890560248227,147,868,10,0.5,600,Chao Lee Jeng 0
-999.0,-999.0,131.0964285714286,278.0964285714286,147,868,10,0.5,600,Jackknife k = 4
-999.0,-999.0,130.94166666666666,277.94166666666666,147,868,10,0.5,600,Jackknife k = 3
-999.0,-999.0,123.65429894179897,270.65429894179897,147,868,10,0.5,600,Jackknife k = 5
-999.0,-999.0,112.03661524427037,259.03661524427037,147,868,10,0.5,600,Conway-Maxwell-Poisson
-999.0,-999.0,75.02023404710329,222.0202340471033,147,868,10,0.5,600,Turing
-999.0,-999.0,116.61111111111109,263.6111111111111,147,868,10,0.5,600,Jackknife k = 2
-999.0,-999.0,78.30000000000001,225.3,147,868,10,0.5,600,Jackknife k = 1
-999.0,-999.0,89.19410471866112,236.19410471866112,147,868,10,0.5,600,Chao Lee Jeng 2
1.0e-6,1.0614924409057325,197.68168634450558,373.6816863445056,176,868,15,0.5,600,MPLE-NB
1.0e-6,1.0,206.50628821830077,382.50628821830077,176,868,15,0.5,600,MPLE-G
-999.0,-999.0,100.40909090909088,276.4090909090909,176,868,15,0.5,600,Chao
-999.0,-999.0,204.11014139777836,380.11014139777836,176,868,15,0.5,600,Turing Geometric
-999.0,-999.0,43.68000000000001,219.68,176,868,15,0.5,600,Schnabel
-999.0,-999.0,113.53403169267756,289.53403169267756,176,868,15,0.5,600,Zelterman
-999.0,-999.0,112.67359283457745,288.67359283457745,176,868,15,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,125.40607260799726,301.40607260799726,176,868,15,0.5,600,Chao Lee Jeng 0
-999.0,-999.0,182.54923687423695,358.54923687423695,176,868,15,0.5,600,Jackknife k = 4
-999.0,-999.0,161.32454212454212,337.3245421245421,176,868,15,0.5,600,Jackknife k = 3
-999.0,-999.0,203.66287323787327,379.66287323787327,176,868,15,0.5,600,Jackknife k = 5
-999.0,-999.0,209.8171995802499,385.8171995802499,176,868,15,0.5,600,Conway-Maxwell-Poisson
-999.0,-999.0,63.07683868372288,239.07683868372288,176,868,15,0.5,600,Turing
-999.0,-999.0,133.79047619047623,309.7904761904762,176,868,15,0.5,600,Jackknife k = 2
-999.0,-999.0,87.73333333333335,263.73333333333335,176,868,15,0.5,600,Jackknife k = 1
-999.0,-999.0,114.225232489912,290.225232489912,176,868,15,0.5,600,Chao Lee Jeng 2
0.0415998682591856,0.793587410504271,205.69831731360216,411.69831731360216,206,868,20,0.5,600,MPLE-NB
0.0751067961584347,1.0,155.9199999638719,361.9199999638719,206,868,20,0.5,600,MPLE-G
-999.0,-999.0,113.08695652173913,319.0869565217391,206,868,20,0.5,600,Chao
-999.0,-999.0,193.40608556387912,399.4060855638791,206,868,20,0.5,600,Turing Geometric
-999.0,-999.0,26.925764192139752,232.92576419213975,206,868,20,0.5,600,Schnabel
-999.0,-999.0,140.66900875699895,346.66900875699895,206,868,20,0.5,600,Zelterman
-999.0,-999.0,129.0294505506895,335.0294505506895,206,868,20,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,136.86805790996812,342.8680579099681,206,868,20,0.5,600,Chao Lee Jeng 0
