w_hat,a_hat,Nu_hat,N_hat,No,trial,T,alpha,N,type
1.0e-6,1223.022585099887,175.09197075751,313.09197075751,138,167,5,0.5,600,MPLE-NB
1.0e-6,1.0,432.81764160938076,570.8176416093808,138,167,5,0.5,600,MPLE-G
-999.0,-999.0,144.13235294117646,282.13235294117646,138,167,5,0.5,600,Chao
-999.0,-999.0,387.7819019512192,525.7819019512192,138,167,5,0.5,600,Turing Geometric
-999.0,-999.0,115.5,253.5,138,167,5,0.5,600,Schnabel
-999.0,-999.0,139.7493332792431,277.7493332792431,138,167,5,0.5,600,Zelterman
-999.0,-999.0,113.15999999999997,251.15999999999997,138,167,5,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,204.14104408690105,342.14104408690105,138,167,5,0.5,600,Chao Lee Jeng 0
-999.0,-999.0,156.75,294.75,138,167,5,0.5,600,Jackknife k = 4
-999.0,-999.0,146.56666666666672,284.5666666666667,138,167,5,0.5,600,Jackknife k = 3
-999.0,-999.0,156.75,294.75,138,167,5,0.5,600,Jackknife k = 5
-999.0,-999.0,67.62207345790077,205.62207345790077,138,167,5,0.5,600,Conway-Maxwell-Poisson
-999.0,-999.0,120.98387105908216,258.98387105908216,138,167,5,0.5,600,Turing
-999.0,-999.0,123.30000000000001,261.3,138,167,5,0.5,600,Jackknife k = 2
-999.0,-999.0,79.19999999999999,217.2,138,167,5,0.5,600,Jackknife k = 1
-999.0,-999.0,120.76982540062193,258.7698254006219,138,167,5,0.5,600,Chao Lee Jeng 2
0.29191372114490305,3.1605290439602878e7,46.29961631355232,248.29961631355232,202,167,10,0.5,600,MPLE-NB
1.0e-6,1.0,381.34521562694215,583.3452156269421,202,167,10,0.5,600,MPLE-G
-999.0,-999.0,199.54651162790697,401.54651162790697,202,167,10,0.5,600,Chao
-999.0,-999.0,376.9841299474606,578.9841299474606,202,167,10,0.5,600,Turing Geometric
-999.0,-999.0,93.12149532710282,295.1214953271028,202,167,10,0.5,600,Schnabel
-999.0,-999.0,217.6699928147608,419.6699928147608,202,167,10,0.5,600,Zelterman
-999.0,-999.0,181.26041311772155,383.26041311772155,202,167,10,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,216.89740374255223,418.8974037425522,202,167,10,0.5,600,Chao Lee Jeng 0
-999.0,-999.0,282.7418650793651,484.7418650793651,202,167,10,0.5,600,Jackknife k = 4
-999.0,-999.0,243.65972222222223,445.65972222222223,202,167,10,0.5,600,Jackknife k = 3
-999.0,-999.0,313.8858796296296,515.8858796296296,202,167,10,0.5,600,Jackknife k = 5
-999.0,-999.0,413.7346660140204,615.7346660140204,202,167,10,0.5,600,Conway-Maxwell-Poisson
-999.0,-999.0,126.6649808277059,328.6649808277059,202,167,10,0.5,600,Turing
-999.0,-999.0,192.1222222222222,394.1222222222222,202,167,10,0.5,600,Jackknife k = 2
-999.0,-999.0,117.89999999999998,319.9,202,167,10,0.5,600,Jackknife k = 1
-999.0,-999.0,187.40176402932718,389.4017640293272,202,167,10,0.5,600,Chao Lee Jeng 2
0.23117882857527947,26.84694391688803,9.45922806749877e-8,292.0000000945923,292,167,15,0.5,600,MPLE-NB
1.0e-6,1.0,275.93473057788094,567.9347305778809,292,167,15,0.5,600,MPLE-G
-999.0,-999.0,134.02898550724638,426.0289855072464,292,167,15,0.5,600,Chao
-999.0,-999.0,264.9319677643058,556.9319677643058,292,167,15,0.5,600,Turing Geometric
-999.0,-999.0,32.99029126213594,324.99029126213594,292,167,15,0.5,600,Schnabel
-999.0,-999.0,166.04570697267286,458.04570697267286,292,167,15,0.5,600,Zelterman
-999.0,-999.0,131.18587314220935,423.18587314220935,292,167,15,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,145.04346218034573,437.0434621803457,292,167,15,0.5,600,Chao Lee Jeng 0
-999.0,-999.0,266.0047924297925,558.0047924297925,292,167,15,0.5,600,Jackknife k = 4
-999.0,-999.0,229.8824175824176,521.8824175824176,292,167,15,0.5,600,Jackknife k = 3
-999.0,-999.0,302.4344461094462,594.4344461094462,292,167,15,0.5,600,Jackknife k = 5
-999.0,-999.0,255.31946250220972,547.3194625022097,292,167,15,0.5,600,Conway-Maxwell-Poisson
-999.0,-999.0,74.60488960031194,366.60488960031194,292,167,15,0.5,600,Turing
-999.0,-999.0,189.27142857142854,481.27142857142854,292,167,15,0.5,600,Jackknife k = 2
-999.0,-999.0,126.93333333333334,418.93333333333334,292,167,15,0.5,600,Jackknife k = 1
-999.0,-999.0,133.3581309438611,425.3581309438611,292,167,15,0.5,600,Chao Lee Jeng 2
0.09956213450242296,3.1596586882423074,59.13457716985545,378.13457716985545,319,167,20,0.5,600,MPLE-NB
1.0e-6,1.0,225.63363114438624,544.6336311443863,319,167,20,0.5,600,MPLE-G
-999.0,-999.0,101.46103896103898,420.461038961039,319,167,20,0.5,600,Chao
-999.0,-999.0,215.2591431422901,534.2591431422901,319,167,20,0.5,600,Turing Geometric
-999.0,-999.0,16.585365853658516,335.5853658536585,319,167,20,0.5,600,Schnabel
-999.0,-999.0,131.37958884672264,450.37958884672264,319,167,20,0.5,600,Zelterman
-999.0,-999.0,110.40929681161253,429.40929681161253,319,167,20,0.5,600,Chao Lee Jeng 1
-999.0,-999.0,118.358961287618,437.358961287618,319,167,20,0.5,600,Chao Lee Jeng 0
-999.0,-999.0,211.76514447884415,530.7651444788441,319,167,20,0.5,600,Jackknife k = 4
-999.0,-999.0,189.35014619883043,508.35014619883043,319,167,20,0.5,600,Jackknife k = 3
-999.0,-999.0,245.5515544375645,564.5515544375645,319,167,20,0.5,600,Jackknife k = 5
-999.0,-999.0,204.31078407909104,523.310784079091,319,167,20,0.5,600,Conway-Maxwell-Poisson
-999.0,-999.0,55.20404272896252,374.2040427289625,319,167,20,0.5,600,Turing
-999.0,-999.0,165.59736842105264,484.59736842105264,319,167,20,0.5,600,Jackknife k = 2
-999.0,-999.0,118.75,437.75,319,167,20,0.5,600,Jackknife k = 1
-999.0,-999.0,111.30804988875707,430.30804988875707,319,167,20,0.5,600,Chao Lee Jeng 2
0.11097442331678552,2.851284782289412,43.79257264763248,377.7925726476325,334,167,25,0.5,600,MPLE-NB
1.0e-6,1.0,201.00128587301356,535.0012858730136,334,167,25,0.5,600,MPLE-G
-999.0,-999.0,97.60666666666668,431.6066666666667,334,167,25,0.5,600,Chao
-999.0,-999.0,195.2582845555387,529.2582845555387,334,167,25,0.5,600,Turing Geometric
-999.0,-999.0,8.508108108108104,342.5081081081081,334,167,25,0.5,600,Schnabel
-999.0,-999.0,136.07818503626856,470.07818503626856,334,167,25,0.5,600,Zelterman
