tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	replied_to	quoted
1596425459457138688	"Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return flight. 🙏🏻
@NCTsmtown 
@WayV_official 
@SMTOWNGLOBAL"	1262943920683651073		['4811011050', '1033994695595065347', '884378714']			
1596425461382389762	"RT @AnthonyFStevens: Angela Rayner giving the ERG/Tories both barrels... ✊🏾

https://t.co/eMToUn9grK"	513118526		['1245715911866298372']	1.596267000984064e+18		
1596425461462073345	@WeaponOutfitter @Blackfingers63 @safetycloset I mean the scp pandemic game is under development, its pretty tactical and the horror is meh	1267334219145109504	150817618.0	['150817618', '2175736922', '1009535602851794944']		1.596311731391062e+18	
1596425462158434304	RT @CharlesTannock: An utter scandal which is being swept under the carpet it seems	1749149508		['914281548']	1.5962645831231447e+18		
1596425462359949313	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	841800213396348928		['101852818']	1.5961731857830707e+18		
1596425463530139651	RT @ztisdale: Did the thought ever cross Trudeau's mind to end the unethical vaccine mandates?	896657966		['50800784']	1.5961909278693253e+18		
1596425463953489921	RT @EssexRichie: @Kevin_Maguire @MarkDrakeford in Wales won’t even hold a Covid enquiry. That’s because he knows what the result would be!	4759364974		['2269415498', '60886384', '207667494']	1.5963610564182876e+18		
1596425464171487233	RT @DrVicFielding: This both-siding false-equivalency of community who did right thing against those who didn’t, also ignores WA Labor elec…	1213394005787983872		['139328853']	1.5964036929323377e+18		
1596425464859750400	@DrNeilStone But we’ve been told that the vaccine doesn’t stop you passing it on to other people.	1009153406320238594	9.174162235410227e+17	['917416223541022720']		1.5961276576407224e+18	
1596425465060786176	RT @SueSuezep: Has anyone calculated the total amount of taxpayers' money the tories and their cronies have stolen under cover of the pande…	329027082		['1539378523']	1.5960732570478264e+18		
1596425465777905664	RT @juistheju: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return fli…	817247810676367362		['4743145646']	1.5964192615847936e+18		
1596425466218283008	RT @usnational7: Covid’s not the flu eh? 👇🏻 https://t.co/1hjIiQTkno	374397850		['870240427']	1.596272086506414e+18		
1596425466625216513	RT @CharlesTannock: An utter scandal which is being swept under the carpet it seems	1352150667155144707		['914281548']	1.5962645831231447e+18		
1596425467417993218	"Check out @rewardy_app where you can earn real money online by watching streams!

Sign up to Rewardy using my link to get started with a bonus!
https://t.co/OAnQeJWxuQ

 #win #gift #card #steamwallet #deals #workfromhome #makemoneyonline"	1082947575198728192		['1413644659247783936']			
1596425468328415233	RT @bemy10velyjay: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the retur…	1216936172527636480		['731900980862705664']	1.5964106757602222e+18		
1596425468495990786	RT @MDNnewss: WHAT DO YOU THINK CAN BE DONE TO REDUCE THIS 'PANDEMIC' IN OUR ROADS? https://t.co/9wYUO0Eeev	3211787992		['897524593044443137']	1.596204946562732e+18		
1596425469058240512	RT @myrabatchelder: The fact we aren't even trying to make medical spaces safer. We aren't even trying to protect people at highest risk wh…	1276645760		['87358629']	1.5963711602789048e+18		
1596425469603332096	RT @Pete121Evans: @GBNEWS 19% IS A BIT OF A PISS TAKE WHEN THEY GOT A RISE OF £1400 A YEAR IN JULY A MORE SENSIBLE FIGURE OF SAY 7% WOULD B…	990229478243815426		['742040686741102592', '1339166129110065152']	1.5962839921727939e+18		
1596425469619892224	RT @__philipn__: After staying with family while I was out of town, our cat is testing COVID positive. Testing done on a Lucira molecular t…	863572378324017158		['1378936350']	1.5964164244145848e+18		
1596425470350069760	RT @JGerrings: @alexwickham Wait and see them pop up as Labour or Liberals. There is a reason for them working to wreck a successful post C…	1585282553514188800		['1406586194604048386', '405769757']	1.5964165340245402e+18		
1596425470374866944	China Xinjiang: Urumqi rocked by Covid lockdown protests after deadly fire - BBC News https://t.co/5EeJCwbcrB	1544752982746710017					
1596425470832439297	"@cwt_news To easy people's life, here is the original article: https://t.co/FNqSaF1mEP

👇"	1261243433861238784	1.433997706981253e+18	['1433997706981253124']		1.5964179243274117e+18	
1596425471134433281	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	1266370588060184578		['28197128']	1.5962430017347502e+18		
1596425471897763840	RT @jimwaterson: Hard to tell if this is a story about the British state being completely fucked / It being so hard to learn to drive that…	1149006543943360512		['25275453']	1.596416482459943e+18		
1596425472027623430	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	37622856		['1626294277']	1.5963771536956703e+18		
1596425472518201344	RT @_Janey_J: “We have pulled vaccines in the past for much less, we have got the highest level quality of data, saying this is 1 in 800 at…	1267890834361536515		['1538833303863713796']	1.5955361888065004e+18		
1596425472711090178	@GBNEWS I used to buy local and use farms directly as much as possible. With brexit, pandemic and war price increases I’ve changed to Lidl. Can’t afford to prop up overly expensive business anymore.	1594067265099530247	1.3391661291100652e+18	['1339166129110065152']		1.596421247952253e+18	
1596425473504202757	"RT @spicable1: Barber shop owner 'sent £25,000 to ISIS after receiving Covid grants' https://t.co/bBkIG6oQat via @MailOnline

WTF …………."	796464529907519488		['1399062374905221124', '15438913']	1.596254109258068e+18		
1596425473642614785	"RT @prodnose: Matt Hancock getting positive votes from British people.
Who remembers his ""Nobody from mixed household may see each other"" r…"	1287423358053818371		['279513123']	1.5937321124940677e+18		
1596425476142116865	RT @DrVicFielding: Any journo who says ‘voters will punish Andrews for covid response’ are admitting they didn’t support Andrews’ covid res…	1105659718528262144		['139328853']	1.596414461174481e+18		
1596425476330881024	RT @EllingUlrich: 🇦🇹 Representative genomic surveillance of SARS-CoV-2 in Austria in week 47 across all regions. Nowcasting in dashed box s…	1579130698656530432		['3292887904']	1.596186663562117e+18		
1596425476318560256	the only reason i got the first one out was because i wrote the whole script in one day when i was staying home from work sick, i did after effects for about 6 hours a day for like 5-6 days after finishing the script to get that video done in a weeks time	2379800772	2379800772.0			1.596425475504898e+18	
1596425478193061888	"My bull came over while I was working from home and he fed me his thick cock. I showed hubs the video later and he was delighted
#nsfw #onlyfans https://t.co/RORCzRi1i9"	1514601207741911043					
1596425481431429121	"RT @hewitson10: The only thing you ever need to remember about Matt Hancock 

He released elderly covid patients back into care homes

NEVE…"	1352436135906201600		['1253672034']	1.5959236909524828e+18		
1596425481645355010	RT @CroydonConst: “It is deeply disturbing that there should be such a blatant push to silence legitimate scientific debate and to seek to…	1063697217939218432		['992420622214008832']	1.596425322211287e+18		
1596425481737293824	@suesselimone @MeetJess @WesElyMD for long COVID fatigue, but probably not enough for the really bad fatigue	1589217803050971136	1.4921093166603715e+18	['1492109316660371458', '312412918', '1252988129708929024']		1.5964010287143485e+18	
1596425481846497280	RT @PaulLewis: Michael Gove facing questions tonight over the Michelle Mone/PPE Medpro controversy. His explanation in an awkward interview…	2783010065		['27676108']	1.5958283729821778e+18		
1596425482475831296	RT @alexjkmarshall: The fact the government have refused to enter into meaningful discussions with nurses shows their utter contempt toward…	1485679523639214084		['113667738']	1.596416726010585e+18		
1596425482689470464	RT @bren2915: @RisetteMD @rachel_maria65 🫂🫂🫂🫂  It was that crowd that had the highest death rates.  It was obvious in this little, rural co…	1394401272569151490		['866458494752497664', '1549164560204038144', '708800580995522560']	1.5962103365199872e+18		
1596425485550235650	RT @juistheju: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return fli…	1219120709726638081		['4743145646']	1.5964192615847936e+18		
1596425485655101442	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	892558208182693888		['611986351']	1.5961710505467617e+18		
1596425486355566592	RT @Thehuck_59: @kelvmackenzie You attack all those working people who got us through the pandemic, that served us throughout.  Those you c…	743903491937210368		['1254327621581787136', '3037892906']	1.5962393089351025e+18		
1596425486250528768	Shit crazy, I been fucked up since Halloween. Usually don’t get sick.. At least I’m not the only one. COVID test keep coming back negative, but something definitely wrong https://t.co/pARTIzpISH	262544273					1.5960955237985362e+18
1596425486502334464	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	747001746614947840		['914588454']	1.5962501084331459e+18		
