tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596539315890552832	@SharonDowey_ people who's party have non dom status, stash money offshore &amp; don't pay tax are first in the list. Then we'd like our PPE money back, an end to MPs expense claims &amp; parliamentary bars/ restaurants not subsidised! Put your own house in order! https://t.co/daNfEG0crl	1191285508158185472	1.3971409246821458e+18	1.596080154413269e+18	['1397140924682145792']		
1596539318037684224	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1518739571160207360			['78523300']	1.5965153365722767e+18	
1596539318868353024	San Diego School District COVID Vaccine Mandate Struck Down...Again https://t.co/WfWlEhhZte	2792704009					
1596539319912607744	RT @Sgtnewsnetwork: Dr Mike Yeadon: ”In early 2020 after the lockdown, people were being admitted to hospital and dying in large numbers -…	20223562			['1445000873726332941']	1.5965350273573437e+18	
1596539320000827393	"RT @AddictingAlly27: Unpopular (?) opinion:
""paid promo"" is basically the MLM scam of sexwork. The pandemic blew it up like WHOA.
I take pa…"	1219439566337335296			['16590549']	1.5963365444573143e+18	
1596539321640947714	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	227500945			['823384899449212933']	1.5961385313022935e+18	
1596539321586110464	@ptcorn74 @ByronYork ...When Biden took office US was averaging a million new cases and 3,000 deaths per day. Also, although vaccine existed, when Bdien took office only 1% of population was vaccinated, and vax rate didn't reach critical mass until June when life started getting back to normal... 2/x	19949739	19949739.0		['1022695686532419584', '47739450']		1.5965385652523704e+18
1596539321913417730	RT @manyapan: Amazing photos coming from the Communication University of China, Nanjing, where students are protesting, making their voices…	1302379208883105794			['31029819']	1.5965201593925304e+18	
1596539322542571520	"RT @johnrackham82: COVID was a scam to transfer wealth from you to the WEF and its partners. 

Once you understand that, you know a lot."	1518808963520897025			['1552067520575799298']	1.5965050554607493e+18	
1596539322957590528	@SerpicoDet Cf. many states heavily regulate purchase of what used to be OTC decongestant pseudoephedrine. Other than temp loosening of inside store rqmt bc covid, allergy &amp; head cold sufferers required to physically enter pharmacy, present DL, sign, tracked, strictly limited state registry	1446526024225890324	1.4465260242258903e+18		['369146249']		1.5965373947691377e+18
1596539324333432832	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	266603022			['101852818']	1.5961731857830707e+18	
1596539324451151875	RT @paullewismoney: Tick tock - £770,000 a day is spent by Government storing unused and often useless PPE that’s over £250m a year https:/…	70469004			['221338206']	1.5964131787660452e+18	
1596539324539219970	"RT @ImMeme0: @morethanmySLE If you are still wearing a mask to protect yourself &amp; others from Covid, please reply with 🤡

🤡🤡🤡🤡🤡🤡🤡🤡"	1422509991697731586			['1511074777708085258', '812361923304034304']	1.5964899739052155e+18	
1596539324564398086	"RT @NewMillPaul: Did I tell you about the time my son failed his driving test for the second time?

He was really upset, so trying to be a…"	41619036			['1160306562663165962']	1.5958698356233748e+18	
1596539324883152896	"RT @JanJekielek: ""There's a big spike in vaccination in April. And there's a big spike in deaths in September.""
 
Steve Kirsch argues there…"	1478524012607148032			['15719232']	1.595893348035752e+18	
1596539324811513856	Greetings fellow Twitter users! Don't let this lockdown stop you from exercising within the comfort of your home. But important to not injure yourself and talk to your doctor if you feel any pain.	1314647532815876098					
1596539325894000642	RT @charles_mossman: It is alleged her husband invested £29million of ppe profits to her and her children! #ToryCorruption	1533538864186400771			['1394672686366871556']	1.5965330912540344e+18	
1596539326166609920	RT @DiedSuddenly_: 🇳🇬 Nigerian gospel singer #diedsuddenly from a heart attack. He slumped over the day after Thanksgiving. Weeks ago he ha…	73676989			['1577761560394665984']	1.5962381751729644e+18	
