tweet_id	text	author_id	in_reply_to_user_id	mentions	quoted	retweeted	replied_to
1596383497526317056	"@JedediahBila OPINION: COVID DID SOME DAMAGE IN AFRICA. ""There have been at least 12,423,000 reported infections and 256,000 reported deaths caused by the novel coronavirus in Africa so far. Africa is currently reporting a million new infections about every 140 days."""	1548804262125355010	60680268.0	['60680268']			1.5947971863402496e+18
1596383498428116992	"Respected @BSPTelangaana Am from Warangal Dist Telangana State.Could u please provide some financial help to buy 2nd hand SUV so that I can run a cab for hire purpose,Coz I only know how to drive.This COVID period made my family such a bad condition with no job
Plz helpsir bhim🙏"	991220223645798400		['1428921650519502850']			
1596383499463774208	"Bloomberg: China’s lack of intensive care hospital beds leaves the nation facing a slow exit from Covid Zero, likely stretching beyond 2023.
https://t.co/NA3TmrBGZo"	382788364					
1596383499959042049	RT @DiedSuddenly_: Prominent Virologist Dr. A. Oveta Fuller, who advocated for emergency use authorization of three Covid vaccines, has sud…	1527977062312595459		['1577761560394665984']		1.5961453504143729e+18	
1596383500151685120	"RT @Eric_Schmitt: In the Fauci depo this week the court reporter sneezed. Fauci wanted her to wear a mask

This is the mentality in Nov 202…"	1177585022565376000		['101852818']		1.596193593785475e+18	
1596383500508200961	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	190769173		['101852818']		1.5961731857830707e+18	
1596383500533317632	@ElongMust_ @BrotherRicky @SAHealth @PMalinauskasMP They want to get ‘free’ tests. Please, tax payers are paying for them. Time to stop spending our taxes on covid paraphernalia. #onlythestupidarestilltesting	1524509042684559360	1.5641544165337539e+18	['1564154416533753857', '912811150621818881', '369808606', '984209255526875136']			1.5963821579033764e+18
1596383500881600513	"@Koree42877560 The party that doesn’t follow the law, with vaccine mandates, eviction moratoriums,
ordering  social media company censorship, using the state (FBI) to target politics rivals, inciting stochastic terrorism on Trump supporters, are not enemies? https://t.co/kS3dviFB2g"	1585846983641686021	1.399579929155625e+18	['1399579929155624963']			1.5963749193064407e+18
1596383501577773059	"RT @_Pehicc: https://t.co/AhkYV0rxkp
🆘🆘🆘Precious💗🐾
#NYCACC ID#157994
🚑MEDICAL PRIORITY🚑(pneumonia) 
2 yr old active girl💗
🚫 No other pets
👫…"	1381552664622870528		['4705196303']		1.5961860677318738e+18	
1596383501561237504	RT @DeVerdadera1: @fitterhappierAJ Has COVID impaired thinking of COVID experts? @jeremyfaust insists (https://t.co/C3g7JqSEYG) that repeat…	15235091		['1472020863205593091', '88589013', '35328942']		1.5963710718542643e+18	
1596383502156541952	"RT @Naughty__Rabbit: @prima__facie @zhang_yueting is this true?

Darn, while we close all pcr site &amp; contact tracing, i think China already…"	3244208557		['1405214928424734725', '190336357', '1110994978489188353']		1.5960329525129667e+18	
1596383502345580544	RT @GordonGChang: Any ordinary regime could make the adjustments to save itself. #China’s regime, however, is boxed in by three years of #C…	1309014827470331909		['151930383']		1.5963690399028756e+18	
1596383502353592320	"RT @AfricanHub_: Africa is only 6% vaccinated and covid-19 has practically disappeared. Scientists ""baffled""."	1168452628357029888		['1536268354830360576']		1.595865255707558e+18	
1596383504782462978	@HughJBall @All_Knowing_Bio @LayahHeilpern Mankind has survived countless diseases and long before there were vaccines of any kind!	2483067750	1.4804923532237496e+18	['1480492353223749634', '1571616845396078594', '455937214']			1.596351533096239e+18
1596383505558405120	RT @danaparish: @RobGoodall6 No masks on planes. Covid surging here. And it’s still causing multiple organ and vascular damage! Even if you…	13736192		['89243448', '1546260270476976128']		1.5963500761121178e+18	
1596383506439241728	RT @TGTM_Official: Xinjiang Urumqi residential building fire, the last words of the victims on the 16th floor before they were burned to de…	24103060		['1500639956737597442']		1.596161933937234e+18	
1596383506543783937	RT @TRINITYwithSub: On this day 2 years ago,  '2020 TRINITY INVISIBLE WORLD LIVE IN BANGKOK: REALITY AND IMAGINATION' concert was officiall…	1347838008871960576		['1255714721732464641']		1.5963832528931594e+18	
1596383508196315136	The modernists have been preaching a revival for a while now, I have not come go believe this heretic nonsense myself-but if Ww3 gets postponed and another lockdown does not occur soon, I might begin to call myself one.. https://t.co/luftYwlqtQ	1272051914335612931					
1596383508834189314	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1378829136349818880		['21947445']		1.5962571726395802e+18	
1596383508762882054	@GeorgeGammon I know tons of people who didn’t get covid (as king as they didn’t get a shot) but everyone I know who got the shot got covid weird https://t.co/NpJZHs9Ab8	1241943431590465537	246621297.0	['246621297']			1.5961907303174472e+18
1596383512503861248	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	1529572958		['1626294277']		1.5963771536956703e+18	
1596383512650649600	After a year, omicron still driving COVID surges and worries https://t.co/ovjkxUbT9u	5864232					
1596383513095262209	RT @leelasik: @RobertKennedyJr @AGJeffLandry Any scientist who reads my 73 page letter to Dr. Fauci from Feb 2021, realizes that there was…	281781436		['3236732524', '337808606', '221491612']		1.5963813165549732e+18	
1596383513166884866	Good news: Corona alarm to lowest level | Boy (5) rescued on Java | Interior https://t.co/iTxLuLf6Or	1510314186714324997					
1596383513472892928	RT @TheThe1776: Birx, Fauci, Gates, CDC, FDA, NIH, Media, Big Pharma, Big Tech, Biden Administration, etc. should be held Accountable for a…	1575001130492370944		['1537291933495615488']		1.5962447460493148e+18	
1596383515234381825	RT @PeterWMurphy1: As a Sydneysider, what do I remember most about Victorian Premier @DanielAndrewsMP? During the Covid pandemic, at the da…	27336862		['2608740770', '228535666']		1.5958930099497656e+18	
1596383515347558400	"RT @KimDotcom: The vaccines now kill more people than Covid? Look at the EU death numbers for the last 5 months:

155,343 above average dea…"	2576271608		['611986351']		1.5959232960881009e+18	
1596383515377307649	RT @steve_hanke: Thousands of people in Guangzhou, China are protesting the Communist Zero-Covid lockdowns.  Watch as the protesters turn o…	858430673476087813		['863527548']		1.5963107699515474e+18	
1596383515813478400	"RT @Variety: Ice Cube confirms his refusal to get the COVID vaccine shot lost him a $9 million movie role: ""F*ck ya’ll for trying to make m…"	81222876		['17525171']		1.5954296809913098e+18	
1596383515956113408	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	966985575940190209		['914588454']		1.5962501084331459e+18	
1596383517599887360	"RT @AITCofficial: Poor wages &amp; no safety nets for migrant workers under @BJP4India rule! 

“I’ve realised it’s just words,"" says one migran…"	1429642646163648517		['290452792', '207809313']		1.595718189996204e+18	
1596383517671362563	RT @RachelSmethers: LEAKED: The Conservative politicians who referred companies to the PPE 'VIP lane'. No wonder they wanted to keep this c…	126964239		['3077557533']		1.5959224802454774e+18	
1596383518740738048	I’m sorry y’all thought Covid just ended???? https://t.co/nWqO1bvPDl	1232107620888186882			1.5963800524214968e+18		
1596383519147790339	RT @EricMMatheny: You were told if you got these vaccines you weren’t going to get covid. That the virus stops with the vaccinated. If you…	1284630378125426688		['2730264319']		1.5961510243180257e+18	
1596383521719087104	RT @ReginaWatteel: Fisman's fraudulent research falsely accused unvaccinated people of putting others at greater risk &amp; advocated for viola…	1312571734038654987		['1432519643634323457']		1.5963252595522028e+18	
1596383524595978241	"RT @BernieSpofforth: CHINA - Government has changed all protestors Covid QR codes to RED. Effectively locking them down.

Now you know what…"	1356031968819863552		['755135678422327296']		1.5954807719845233e+18	
1596383529805680640	RT @AmeliaBee7: Might be worth reminding the Dan haters that, if Morrison had done his job (the one he was elected to do) and ordered enoug…	446764989		['3071275561']		1.5961231227253187e+18	
1596383530023813122	Major advance and timely for the season: paper describes an anti-flu mRNA vaccine that is potentially effective against all 20 known influenza A virus subtypes and influenza B virus lineages.  https://t.co/GyomEmcRSF	1323532492490592257					
1596383530879447040	@Chesschick01 When car accident fatalities were being included in the Chinese virus death count.	1355230701432528901	36134346.0	['36134346']			1.596216988145025e+18
1596383533672849408	RT @MatthewHootonNZ: “Former deputy chief economic adviser to the Treasury, Tony Burton, said the Government’s move was an ‘abuse of proces…	1548848158129606656		['1445096998990860290']		1.5962940525125304e+18	
1596383535275053058	"RT @247ChinaNews: Unrest in China
November 25, also protests in Chengdu.
Angry residents protested their district's lockdown and refused to…"	858430673476087813		['1395619736818528256']		1.596346590297723e+18	
1596383535752892427	RT @PaigePang1: @prima__facie My daughters doc is now using throat &amp; nasal swabs on all COVID tests. The new variants aren’t being detected…	3244208557		['1480323193663598596', '190336357']		1.5961895152361144e+18	
1596383536642424833	RT @MandateMasksNY: .@PublicTheaterNY You're seeing the impact of high Community Transmission of #COVID firsthand. Recommending masks is no…	16661651		['1437276203312984070', '41640047']		1.596383370040447e+18	
1596383538567589888	"RT @GarysBlues: Are you connecting the pandemic dots yet?

 “The bottom line is that, because the “vaccinated” have had their immune system…"	1589302979231772673		['135209585']		1.5957545522041856e+18	
1596383539444211715	All around the world, Covid is ramping up. China is experiencing 30,000 new cases a day. And you think everything is normal. You don’t have a single fact at your disposal. https://t.co/35ujAe1Pxx	20729327			1.5959061074067046e+18		
1596383541381984256	"!?
This vaccine news is insane, I mean crazy, I mean... | Redacted with Cla... https://t.co/FCRBysAMvW via @YouTube"	46548053		['10228272']			
1596383542459904000	RT @steve_hanke: In Ürümqi, capital of the Xinjiang Uyghur, 10 people BURNED ALIVE in a high-rise fire. Due to China’s COMMUNIST lock down…	1232788574841389061		['863527548']		1.5963208361427272e+18	
1596383542941843456	RT @EddyJokovich: Lockdowns ended in Melbourne and Sydney at the same time in October 2021 – over a year ago – and Sydney had more lockdown…	2614362782		['29420301']		1.5963218756130857e+18	
1596383543092912128	RT @beer_nun: Remembering when Adam Creighton was all for killing off the elderly so we could love with covid. #MurdochFreeWorld	1150553499500814339		['367532676']		1.5963248182109512e+18	
1596383543563005955	"RT @stevetwisp: boosting my ko-fi (link in reply) just bc i've had covid and havent been able to work properly,
any donation gets an art re…"	850305115		['1089814350']		1.5962058856088494e+18	
1596383544460578816	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	1549809871213793280		['3407247983']		1.596149201657688e+18	
1596383545517166592	RT @jovip7430: I tried to explain to an extended family member (gently &amp; respectfully) that covid can cause immune systemissues after she c…	1479608020455682053		['1349728983336837120']		1.5959683609905398e+18	
1596383548885594113	"RT @MarcTennant: Approximately HALF of all COVID deaths this week were in Aged Care in Australia.  What on earth are we doing!!!  
My immed…"	782672773978034176		['2180874848']		1.59627217217502e+18	
