tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	quoted	replied_to
1596374759008534528	How Vaccines Drive Covid Variants https://t.co/9FEfKA1l3B via @LD_Sceptics	844916003947589632		['1330565616936345601']			
1596374759864139776	"RT @david_conn: PPE Medpro: Michelle Mone-linked firm declines to say how it would repay millions if told to do so;

Government paid £122m…"	266071890		['89236161']	1.5962104121474703e+18		
1596374760539435010	RT @AngelaRayner: The revelations about Tory peer Michelle Mone highlight a wider scandal - the illegal 'VIP Lane' and a £9bn write-off of…	18581578		['222748037']	1.5958168438429164e+18		
1596374760891371520	RT @BBolander: walgreens vaccine webpage giving me fucking riddles when all i want is a booster https://t.co/TqP6Caqqkh	1122963223240761349		['84966500']	1.5962159150788977e+18		
1596374761185378306	RT @colonelhogans: Angry with Daniel Andrews? History proves that if Gladys Berejiklian had locked down the rich in Sydney’s east early, Co…	1452716089		['341327946']	1.5962126720304415e+18		
1596374761361534976	That’s called Covid babe https://t.co/MSrGZfbUuS	30323605				1.5960955237985362e+18	
1596374764754325504	RT @CBSNews: The Centers for Disease Control and Prevention said it is now tracking a new COVID-19 variant of concern around the U.S. known…	301151284		['15012486']	1.5962851033066414e+18		
1596374764741951489	"RT @Rob_Roos: 🚨 BREAKING:

In COVID hearing, #Pfizer director admits: #vaccine was never tested on preventing transmission.

""Get vaccinate…"	1480981270880530437		['130406156']	1.5797597952251986e+18		
1596374765962686464	@KashPrime @doctorsoumya Unfortunately, here in the US, I'm betting we continue with our vaccine only, minimize infection risks, approach.	875356659857727490	1659140850.0	['1659140850', '2855536962']			1.596372373825278e+18
1596374767111577601	"Kiss Me Im Vaccinated | Colored Print T-Shirts, Funny Vaccine  Vaccination Shirt, Hug Me I Am Vaccinated, Vaccine Awareness,
 #ImVaccinated #Vaccinated #Awareness #kiss #Vaccine #print #am #shirt #Colored #Tshirts #hug #funny #PlusMinusCo #EtsySeller
https://t.co/B6uzZ7QhPn"	2711469817					
1596374767535521792	"RT @serioustaurean: China’s Zero Covid stance. Rest of the world unaware of something that the Chinese know?
#COVID19 #genuinequestion"	278693491		['792247926118490112']	1.596111621155623e+18		
1596374767191617536	"@ReginaPhelps MERS human to human transmission risk is miniscule compared to COVID-19.
Hence the 6 reported cases in 7 months"	1216827461280980992	5398862.0	['5398862']			1.5148073002082918e+18
1596374767803977729	RT @Chesschick01: When was the exact moment you realized COVID was being used to manipulate the population?	41940890		['36134346']	1.596216988145025e+18		
1596374768315674625	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	3022200910		['806344552718045184']	1.5962870273011876e+18		
1596374768345051137	RT @killaxxxcam: Even the Secretary of Transportation is bought off by big pharma and using his official government account to push their p…	1503403986916982790		['4362623953']	1.5962021597918003e+18		
1596374768600907776	RT @pbhushan1: Huxley foresaw the Covid type dystopia 90 years ago! https://t.co/9SzEdYtGM5	105816061		['2284802828']	1.596067464797823e+18		
1596374768793817088	RT @PeterWMurphy1: As a Sydneysider, what do I remember most about Victorian Premier @DanielAndrewsMP? During the Covid pandemic, at the da…	444593393		['2608740770', '228535666']	1.5958930099497656e+18		
1596374769049346049	RT @visegrad24: The pandemic accelerated reshoriing/nearshoring, a trend that had already started earlier as the West’s tensions with China…	56711783		['1222773302441148416']	1.5961559797580104e+18		
1596374769091629057	RT @spwells: You May Be Early, but You're Not Wrong: A Covid Reading List 🦠 https://t.co/516BvhxVzA	47357143		['44629346']	1.596349306742575e+18		
1596374772614860802	@Cardano_capital @vldntaylor @LayahHeilpern The “vaccine” doesn’t prevent you from getting Covid and it doesn’t prevent you from spreading it. So what’s your point?	1520784579644248066	1.5656336269848166e+18	['1565633626984816640', '3179410100', '455937214']			1.5961536932082196e+18
