tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to	quoted
1596418336455557121	Omicron BQ Covid variants, which threaten people with compromised immune systems, are now dominant in U.S. - Newsworldpress @ https://t.co/EWt9lEDt52 https://t.co/tgw6v7u1Cn	1183264020708515840					
1596418339613839360	RT @jspphrtleewong: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the retu…	1385474432869691398		1.5964180629156127e+18	['315060316']		
1596418339240574976	@1WorldWalker @AndyBxxx @haobaozimao In the US since it's flu season, almost everyone I know has gotten sick for a couple days. No one got tested, but I'm sure we all got covidd and not the flu. I think that's just will be the new norm. And having a covid zero policy wouldn't have stopped us getting sick.	993332730086780928	9.933327300867809e+17		['313922561', '23499976', '1568911444556783617']	1.596417683259523e+18	
1596418339563151360	RT @GordonGChang: Any ordinary regime could make the adjustments to save itself. #China’s regime, however, is boxed in by three years of #C…	1588655914017398784		1.5963690399028756e+18	['151930383']		
1596418340876341248	@SkyNews He should be in his constituency doing what he is paid for instead of lining his own pockets Typical tory they don't know anything other than feathering their nest financially and those of their friends May those who died from Covid unnecessarily because of their ineptitude RIP	1189901609486241793	7587032.0		['7587032']	1.596367674673619e+18	
1596418341996204032	RT @_ppmv: Dr. @fitterhappierAJ’s warning is going viral. Congrats. States start to admit COVID harms the immune system, making OTHER virus…	1427408310		1.5964076737123615e+18	['223264842', '88589013']		
1596418343933808640	RT @Kthomson712: Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament…	19971109		1.5964162194141635e+18	['1072767486448275456']		
1596418343661092864	"@leanhealth ⚠️ #NPI ⚠️
  N on
  P harmaceutical
  I   ntervention 

#testing
#Masks
#ffp2 #KN95
#Outdoor
#Online
#contactless 
#homeOffice
#smallGroups
#cleanAIR 
#HEPA
#Quarantäne
#Isolation 
#ContactTracing 

≠ Lockdown ‼"	1267465865768943616	63960389.0		['63960389']	1.5961051805543547e+18	
1596418345909231616	RT @novinite_com: 🇧🇬😷 #COVID19 in #Bulgaria: 183 New #Cases in the Last 24 hours #WarInUkraine ➡️ https://t.co/K54Oynge47 https://t.co/6VKn…	821751160256270337		1.5964172072985805e+18	['55178933']		
1596418347926634496	"Reason for aiding #Ukraine is to justify our zero energy production + Biden’s #GreenNewDeal which caused inflation he wanted while he’s in bed with China/Covid to get him elected &amp; Russia who started war with Ukraine for $ laundering 

Get it yet? https://t.co/Z8ouJFUK0D"	785295127812120576					1.596394800265433e+18
1596418348216115200	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	2598246906		1.5963771536956703e+18	['1626294277']		
1596418348539342849	"@MaddyLove2018 @CrabbBrendan Australian Actuaries Digital provided an excellent analysis, in August, of the possible causes of the increase in excess deaths, concluding that the contribution of vaccine-related deaths is negligible
https://t.co/cRvfMnzpXE"	1256520869653778434	1.0675439653589729e+18		['1067543965358972928', '2341433004']	1.5963450730292224e+18	
1596418349143318528	"@LorasMaxim @RTMN85597608 @leebankbrum @RodsDante @Qatari 😂 without his invention, i guess every all of us couldn’t survive C19 pandemic. (He introduces quarantine concept for 40 days)

Yeah that’s invention from 500-1000 years ago for you buddy 😁"	1515557157185495044	39225614.0		['39225614', '1396746894999760897', '1116700207939452928', '1373801591585828864', '1089520775877611524']	1.5963639828387635e+18	
1596418349168152578	@timolarch @dorsalini Yes, the outbreak of #COVID19 was a panicky time in 2020 but the Govt deliberately ignored the experts in the field bc as Gove said: We’ve had enough of experts. It’s the deliberate avoidance of the correct procedures in order to enrich their friends that is the corruption.	2178744220	8.257170505386189e+17		['825717050538618880', '1163898086']	1.5964016754091868e+18	
