tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596545539977379840	"Not getting jabbed must be the reason behind all these top doctors suddenly turning into anti-covid jab quacks.

https://t.co/2yE0a7SKcV"	1045539801577836544					
1596545541030440960	@elonmusk -telling... https://t.co/gCuU3upA4F	802976514845208580	44196397.0	1.5965221787022991e+18	['44196397']		
1596545540384514048	Have you heard of an aflatoxin? Aflatoxin is a carcinogen fungi found in nuts that causes liver cancer. If you believe the cabal only kills us with vaccines you are mistaken. As someone who may have starved to death as a child if not for PB&amp;J sandwiches its a hard pill to swallow https://t.co/xi26PThfcZ	385256581					
1596545541709889537	RT @EricMMatheny: Despite readily available video evidence, I’m shocked that people still deny that they were told: if you get the vaccine,…	784992690			['2730264319']	1.5962629977896387e+18	
1596545541802184704	@LayahHeilpern As a government employee, I HAD to become a “lab rat” to the various NOVEL vaccines that came out. Not anymore! You cannot invent a vaccine, have it pushed out and THEN have the people be the trials for the novel mRNA in just over a year, and expect things to be all good…	1519088442960924673	455937214.0		['455937214']		1.5961360820680827e+18
1596545541818793984	@JustCallMeMurf Got it years ago from a boutique gift shop that sold awesome seasonal stuff. Covid killed them off unfortunately!!	1014856692746637312	3008491366.0		['3008491366']		1.5965449890306662e+18
1596545542464864258	RT @jenniferzeng97: At #Lanzhou city, Gansu province, #CCPChina, residents overturned #Covid testing shed to protest against the #CCP’s #Co…	1576050661958877185			['2313027666']	1.5965402869306737e+18	
1596545542544400385	RT @POTUS: This Thanksgiving, families gathered with the peace of mind that comes with knowing that – because of vaccines – they were prote…	1160283170371190786			['1349149096909668363']	1.5961869569787167e+18	
1596545542838185984	RT @ZN2_______: Andrew Tate nails the covid narrative in 90 Seconds! https://t.co/N3jPo8jTjN	3912452175			['1536429352862220289']	1.5959758806142362e+18	
1596545542519390208	@rynofied @hodgetwins @elonmusk Well we're allowed to say OUT LOUD that the covid vaccine doesn't stop the spread, and the majority of covid deaths are from vaccinated and boosted people. https://t.co/sTj21vxyi3	1589357026928656384	74386476.0		['74386476', '18584875', '44196397']		1.5963248164451328e+18
1596545542959816704	@cwmcclelland @BidensWins The debt was created by trump.  Inflation is world wide due to the pandemic, supply chain issues and war with Russia.  Two of those created by Trumps presidency.   Do your research	4138695501	7.984443658448036e+17		['798444365844803584', '1486069441259397125']		1.5965256767143936e+18
1596545543257591808	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	317858885			['1577761560394665984']	1.596231410502738e+18	
1596545543605727232	"RT @MeetJess: Long COVID could be leading to a wave of erectile dysfunction as the pandemic invades our sex lives

We don't have all the da…"	1458771675663720458			['312412918']	1.5963232734402068e+18	
1596545543693807617	"RT @thakkar_sameet: I work 24×7; 365 days among the people not like some who only works from home.

CM @mieknathshinde at his aggressive be…"	1181099393643999232			['2436879248', '2611325450']	1.5965443627367793e+18	
1596545543714574336	RT @JamesMelville: “It’s pretty clear young people don’t get sick from the disease very often…we probably, if we knew what we know today, w…	759314383			['20675681']	1.5964283683914793e+18	
1596545544108883968	RT @CharlesTannock: An utter scandal which is being swept under the carpet it seems	4870099449			['914281548']	1.5962645831231447e+18	
1596545544293273600	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1453042032			['1552407495255199745']	1.5964351920208773e+18	
1596545544880627713	RT @Gods_Trumpets: @WSJ Taiwan's President Tsai Ing-wen has lost her ruling party seat as people are fed up with nearly 3 years of lockdown…	1501294753232662539			['760732579528073216', '3108351']	1.5965452118107095e+18	
1596545545442455553	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1586026780497825792			['3406938525']	1.5965374492489564e+18	
1596545545689919490	@CWilliamson44 Its almost like one happened this year compared to 65 years ago. Plus, SAS was out with covid during most of that time. Research man	1225096064077688832	147280772.0		['147280772']		1.5961976602767073e+18
1596545546143289345	Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament and force her to pay back every penny. Agree? Join me and sign the petition now: https://t.co/ZRtIg9pEHc	998221349163356160					
1596545546721923081	"RT @PeteUK7: I have been asking UK pediatricians for help and advice. 
What should parents do to help their kids avoid Covid &amp; RSV besides…"	1415410864207900675			['1235377601331507200']	1.5965433670593823e+18	
1596545547103526918	Will never forgive covid for taking away maradonia	1559193221133377536					
1596545547547992064	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1425259338843705347			['78523300']	1.5965153365722767e+18	
1596545547720359937	"RT @AvonandsomerRob: A reminder of how we ended up with ""Covid."" https://t.co/60y9jf3h3J"	1439410740			['734703626099232768']	1.5964649821785539e+18	
1596545547623604237	"RT @songpinganq: @TheEliKlein China🇨🇳. 2022-07-17
Armed Covid stormtroopers forcing citizens to line up to take their daily mandatory Covid…"	1587890384142827520			['1374317368361447434', '745540429']	1.54851084304572e+18	
1596545548076470272	"@RealJamesWoods Been going on since well before 1977… 
Anyone still think COVID &amp; the “emergency” responses were accidental?"	12098622	78523300.0		['78523300']		1.5965449465713377e+18
