tweet_id	text	author_id	in_reply_to_user_id	replied_to	retweeted	mentions	quoted
1596555062780002304	"at this moment i really miss my quarantine vibe: 

normally studying at 2.00 am with my notebook and laptop to open learning material while listening to olivia rodrigo's https://t.co/w4HauCRoWf"	1447279985832587266					
1596555063652073472	And so help me Satan if anyone gives B something again (unlikely as we both just had it, but COVID rebound is a thing, and there are other viruses), I will be SO FUCKING PISSED.	1407869714	1407869714.0	1.5965550602883973e+18			
1596555064004706304	RT @mehdirhasan: Musk this morning was mocking masks  https://t.co/WEuXKaq219	1576074832885817344			1.5918767520824893e+18	['130557513']	
1596555063803404292	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	21727275			1.596239466779226e+18	['19638752']	
1596555063962570752	Please DON'T! https://t.co/eOXZPNEmaD	902551512					
1596555064088604673	RT @jenniferzeng97: Students in Nanjing Media College gathered to mourn victims who died during the fire in #Urumqi #Xinjiang, as well the…	1552467340352098305			1.596482747702313e+18	['2313027666']	
1596555064344457216	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1595202059460132868			1.5962960706858967e+18	['2163723997']	
1596555064365436929	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1494022723516915725			1.5965374492489564e+18	['3406938525']	
1596555064596127745	RT @EricTopol: The BQ.1.1 variant is resistant to all available monoclonal antibodies, including Evusheld and Bebtelovimab, leaving immunoc…	586751692			1.5965498255325266e+18	['86626845']	
1596555064835178496	"RT @LauraMiers: We’re relying on hopes, thoughts and prayers. 

“The strain's prevalence has grown furthest so far in the Northeast, accord…"	559788124			1.5963737285601403e+18	['170280910']	
1596555064717762561	"@Dinkyuncle @DAaronovitch Jeremy Hunt had spotted the chance to do this: reduce to where it was before 
https://t.co/pyGS5XvVq9"	16474781	1.428401205387088e+18	1.5965493032665866e+18		['1428401205387087874', '140955302']	1.5932831261842473e+18
1596555064595849216	"Washington ⛰️ COVID-19 current stats for Sat Nov 26 2022

Cases: 1,854,190
Deaths: 14,743
Recovered: 0
Active: 19,138
Tests: 18,380,644
Doses: 16,979,136

#covid_washington
https://t.co/ltODgXBcWj https://t.co/m28Qe4g7uT"	1308348141507407879					
1596555065229131776	RT @Justice_forum: Previously sentenced to 10yrs in 2015 for raping an 18-yr-old girl, this immigrant barber shop owner is currently facing…	218460252			1.5962756892964004e+18	['491530957']	
1596555065959284738	@RepJeffries Oh, come on man.  Those jobs were left because of the shut down during the pandemic.	42059468	467823431.0	1.5965164770706104e+18		['467823431']	
1596555066349326336	"RT @g_gosden: Remember his protective ring around care homes? He lied. 

https://t.co/ykEVAo3kC9"	877467182736834561			1.5964692514933023e+18	['1010384732759252997']	
1596555067351523328	RT @cleanairfuture: At home with Covid, it’s a struggle, my neighbors wood burning on this beautiful sunny warm day is getting to me more t…	3318301827			1.5960080556612895e+18	['1440803423616524293']	
1596555068895297539	RT @humantransit: Spectacular ridership recovery in Vancouver, Canada.  Back to 80% of pre-pandemic.  Why?  A network optimized for the all…	480196886			1.5959369261206856e+18	['143390584']	
