tweet_id	text	author_id	in_reply_to_user_id	quoted	retweeted	mentions	replied_to
1596305449477099522	In one part they said that the misinformation cld cause more death an side effect! Say what? How informative cause anything but knowledge? https://t.co/HQJKbXcGsB	1594714496379113473		1.596231410502738e+18			
1596305450999631872	"RT @JamesBradleyCA: As of August, almost 60% of Covid deaths were vaccinated people PER CDC.

Can we please stop it with the constant tv ad…"	2262439401			1.5961196852122993e+18	['1112724144427139072']	
1596305451280666624	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	983445046950326272			1.5961385313022935e+18	['823384899449212933']	
1596305451460841472	@SecretaryPete Nobody cares about the vaccine Pete. Why don’t you do the job Joe hired you for?	718226414	1.3569585476035133e+18			['1356958547603513346']	1.5954992710250045e+18
1596305451582365696	"RT @BernieSpofforth: MATT HANCOCK - Jungle favourite? Really?

You have short memories. Let me remind you. 

“This vaccine will not be used…"	884810603730268162			1.596049069561942e+18	['755135678422327296']	
1596305453608488962	"RT @NFSC999: Chinese woman gets breast cancer from Covid vaccine
 
I never had that before, got my third vaccine in January 2022, breast ca…"	1374584007413923845			1.596221891098071e+18	['1513669096268726273']	
1596305454946287616	RT @CharlesTannock: An utter scandal which is being swept under the carpet it seems	2256629963			1.5962645831231447e+18	['914281548']	
1596305455294582784	Globalist left looking for its next covid style bio-weapon. https://t.co/CyOsIwccyy	1557218106430341121		1.5962067394097644e+18			
1596305456397701120	RT @jenniferzeng97: More and more people are taking to the streets to protest against the #CCP’s ruthless #covid lockdowns. And many people…	1279527227361644544			1.5962536761794478e+18	['2313027666']	
1596305457076994048	@CTVNews The ones dieing or the ones safe from the virus and vaccine	1519108224422756353	203123011.0			['203123011']	1.5962480037650596e+18
1596305457659793408	"RT @hugh_mankind: Dr. Mike Yeadon: “I Didn’t Do My Homework” — “I’m Ashamed That I Was Pro-Vaccine” 

“I certainly, when I was in [the phar…"	1522732262671986688			1.596168161136898e+18	['256057148']	
1596305458058256384	RT @luckyburritos: @LeenerTep I have never tested, had the covid once her symptoms… last Jan . These tests are not accurate at all. Get som…	1583976596075352064			1.59621432546705e+18	['1271596047576567808', '1485364399011475459']	
1596305457991270400	@TruthMonkey1111 @llwynogdu @TheSmartGump @DonaldJTrumpJr trump pushed Covid vaccines? I missed that. PS, all corpses have blood clots when autopsied. Tends to happen when there is no o2 circulating secondary to asystole.	208065708	1.595939032466342e+18			['1595939032466341888', '1540873723212857345', '1282364895552512000', '39344374']	1.5963039270408765e+18
1596305459153367041	"RT @Roman_Baber: Don't blame Covid  for your or your loved ones':

- late diagnosis 
- surgery canceled 
- depression 
- child's regression…"	1564790212496343040			1.5961271763231293e+18	['3064984647']	
1596305459346305025	"RT @theAleppoCatmen: Oh I want a lot for Christmas
But There is just 1that now I need
I care about vaccines
underneath my olives tree
I jus…"	826570605168381954			1.5961969912265155e+18	['784738327425589248']	
1596305459496878080	RT @BestForBritain: Michael Gove in an ABSOLUTE PANIC about having made the initial introduction of that controversial Michelle Mone PPE co…	1225562573229215744			1.5957057045762294e+18	['846037320667217921']	
1596305459610152960	"Most kids now who are not stable do not have a safe home and they fear school bevause of bullying

So i think thats where the problem comes from

For example unions lol some kids associate that with “only work is safe” and they go to bars bevause it gives them the same “safety”"	881963306713468928	8.819633067134689e+17				1.5963051209330647e+18
1596305459673444354	"RT @JanJekielek: ""There's a big spike in vaccination in April. And there's a big spike in deaths in September.""
 
Steve Kirsch argues there…"	1585447872514121728			1.595893348035752e+18	['15719232']	
1596305459862196224	RT @jimmy_dore: Fauci is under oath &amp; can't remember anything? Thats cuz Fauci is a pathological liar &amp; criminal. He only lied about: masks…	259028190			1.5962597138131845e+18	['98992586']	
1596305460331941889	RT @PadraigBelton: A year ago, we watched the Late Late Toy Show a second straight time from a Dublin hotel, after moving back from London…	633317341			1.5962619634029896e+18	['14671775']	
1596305460923097088	"RT @mikegalsworthy: This is bombshell reporting into what must now be a raging national scandal.

For govt buddies to take many millions fr…"	2463381528			1.5955004642331894e+18	['34247411']	
1596305461657341952	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	890172932			1.5958477944677827e+18	['1549164560204038144']	
1596305462093578240	"@MRobertsQLD introduction of #vaccine coincides with outbreak of #COVID.
Can you verify what she says is ""truth"" Malcolm? If so, HOW do you come to your conclusion?"	1528687841320251393	7.624700632617042e+17			['762470063261704192']	1.5961221196534047e+18
1596305463251185664	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1352774788901609472			1.5962870273011876e+18	['806344552718045184']	
1596305463838052352	"RT @jenniferzeng97: In #Shanghai city tonight, people also started to protest against the #covid #lockdown 
#CCPChina https://t.co/ZiRDKvFC…"	1067186535827673088			1.5962977873810964e+18	['2313027666']	
1596305464031166466	RT @leslibless: 58% of cvd deaths were in the vaccinated, and that number keeps rising. (WaPo) It never WAS a ‘pandemic of the unvaccinated…	108069895			1.5962667298308424e+18	['1329171068196622337']	
