tweet_id	text	author_id	in_reply_to_user_id	replied_to	retweeted	mentions	quoted
1596511965006172160	situation there is not stable at all. locals try to escape from the lockdown but SM sent them there. what is SM thinking?	1245617613595480066	1.24561761359548e+18	1.5965043122594324e+18			
1596511966599659520	RT @elizavetaka: I would like to ask you to RT this. It’s something which just happened to my 41yo friend back in LA. Healthy, dynamic pers…	819237070166228993			1.596387310920405e+18	['16060054']	
1596511966398398464	Lockdown and it’s Disasterbox yet! https://t.co/t5TS4glCY7	1520331618967240704					
1596511967094902785	"RT @HorangiKrong: ☀️ Be The Sun Bulacan - FREEBIES ☀️

Date: Dec. 17, 2022
Time &amp; Location: TBA
Strictly 1:1

✅ RT + Like
(show us the proo…"	1389453999598833666			1.5964764021778227e+18	['1477611148753391621']	
1596511968369774592	RT @dufrianord: Miscarriages &amp; Stillbirths After C19 Shots In Vaccine Adverse Event Reporting System VAERS! #Odysee via @OdyseeTeam @TimTru…	925320196432244736			1.5965074765216727e+18	['1030725698460246018', '1280241715987660801']	
1596511969921495040	RT @JonathanTurley: ...If China or Iran claimed that any trucks in a protest would justify mass crackdowns, the media would be outraged. Ho…	2725631135			1.59651059968469e+18	['94784682']	
1596511970022240257	RT @halfon4harlowMP: Delighted to have accepted the Backbencher of the Year award at @spectator Parliamentarian of the Year Awards for my w…	2340176491			1.5962007071320474e+18	['19758148', '16683666']	
1596511970160934918	RT @IamBrookJackson: Top Virologist and Member of FDA Advisory Panel Who Voted For COVID Vaccine Emergency Use Authorization Dies Suddenly…	1457416935386267648			1.5964419219075564e+18	['1439405246518906881']	
1596511970550681600	"RT @ToAbbasGlory: One thing that #Covid_19 taught everyone to do better:
(Add your taught better below)"	1583696348292980738			1.5963577917108675e+18	['1583696348292980738']	
1596511970773323776	@TammyHumphries7 @POTUS My heart goes out to the first responders that got sick or died from Covid. But to the ones who were let go because they  refused the shot for political reason, no tears. It was their choice.	1351709671112003584	1.3146969892427325e+18	1.5962761211709809e+18		['1314696989242732546', '1349149096909668363']	
1596511971238895617	@compoundefx @AsennaWealth Yep. Sums up Victorians. Garbage of the world. Never liked them. Now I hate them more than I hate anything or anyone. EF them and their totalitarianism. I hope they enter a permanent lockdown because that’s what they want and deserve.	1590575283614404608	2460386844.0	1.596430790581424e+18		['2460386844', '582390700']	
1596511971905765377	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1142224857364611073			1.596242318792614e+18	['337808606']	
1596511973147303938	RT @DizzyRetro: @SteveBarclay @SheInsprAwrds Seven Fabulous ladies head up VIBUK ! Everyone of them is either injured or bereaved by the CO…	40297170			1.5964259519065006e+18	['2371071333', '269788397', '730688815501807617']	
1596511973797425153	This. Is. A. Lovely. Dad. And story. https://t.co/J4dK0We9we	849713871019487232					1.5958698356233748e+18
1596511974292070400	RT @ministersdaug: @LayahHeilpern I made the Moderna vaccine. I knew it was bad when my employer and Moderna wouldn’t allow employees to se…	95424166			1.596154156666196e+18	['1562760198527545344', '455937214']	
1596511974241996800	"Whilst the Tories bang on about the generous pay awards of up to 9%, experienced NHS staff are getting as low as 1.8%. They say they can't afford to pay us, but they can afford to buy crap PPE from their pals #NHSPAY
#ToryShambles #ToryCorruption
https://t.co/XHhVOaPhOQ"	832968229953867778					
1596511974640463873	RT @Oi94_: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return flight…	1335639507392086016			1.5964065779297935e+18	['1397313373']	
1596511974656921600	RT @kacdnp91: Stories of Corruption Cast a Dark Shadow Post-COVID and Q &amp; A 46 on America Out Loud PULSE - America Out Loud https://t.co/7H…	1004552238008885250			1.5965111074762506e+18	['1180955037301915649']	
1596511974678052872	"RT @Lowkey0nline: The family of 5-year old Yusuf Mahmud Nazir were told by his GP that he needed immediate hospital care. 

They ""begged an…"	91200689			1.5964475468301066e+18	['1024352074048434177']	
1596511975017971713	RT @Anumbr1: @MikeSington It isn't thatJerome Adams worked for Trump. It is the fact that he dishonored his position and regularly backed T…	15520727			1.5964908299963802e+18	['1365441361', '2234760798']	
1596511975538065408	"RT @NewsHour: New COVID-19 cases and deaths are up from two weeks earlier. 

Yet, a fifth of the U.S. population hasn’t been vaccinated, mo…"	18557073			1.5962624775533486e+18	['14437914']	
