tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	quoted	replied_to
1596522588154777600	"For control freaks of submission, the truth, 'the science,' ""Dr. Fauci hasn't reported accurately on scientific questions throughout the Covid-19 pandemic. . . essential dialectic of science is arguing, questioning, debating. Without it science is nothing more than propaganda."""	1436224406607466521					
1596522588624375814	"@PierrePoilievre's claim 'that truckers are the least likely to spread the disease' is false. They are all over the continent stopping @ border xings, busy truck stops, hotels, warehouses &amp; home. 
They don't wear a mask in their truck of course.
https://t.co/yKCrFEIfP9"	227826524	242827267.0	['242827267']			
1596522589173813254	RT @Sandyboots2020: Immunologist and one of the most accurate voices in the pandemic @fitterhappieraj has been warning that COVID-19 could…	1521140332339077121		['1309417499398746112', '88589013']	1.5962085150977024e+18		
1596522589446348800	RT @awgaffney: Maybe surprising, but IMHE now estimates that about 4/5 people in Japan have had COVID-19 at least once (vs. almost 100% in…	253775950		['464076088']	1.596489165201281e+18		
1596522589471780864	George Clooney is fine with forcing experimental vaccines on EVERYONE... including your healthy children. 🤡 https://t.co/BcOEPCpviY	1160197138795700224				1.5962571726395802e+18	
1596522590302265347	RT @PTIofficial: Chairman PTI @ImranKhanPTI talks about successful covid policy, and steps taken by PTI in economic progress. #حقیقی_آزادی_…	608016888		['127483019', '122453931']	1.5965181686208307e+18		
1596522590469693441	@LayahHeilpern Vaccine made from aborted baby.  Educate yourself.	1586479628562087936	455937214.0	['455937214']			1.5961360820680827e+18
1596522590931390464	RT @SKMorefield: Like ‘heretics’ in a religious purge, every doctor, scientist, professor, journalist, and data analyst on this fantastic l…	1495068939717541888		['63810911']	1.5965206888397128e+18		
1596522591245647872	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	2408605468		['78523300']	1.5965153365722767e+18		
1596522591317106694	RT @MsBlaireWhite: This year I’m thankful I wasn’t peer pressured into taking a vaccine that would have done literally nothing for me ❤️ ht…	1496644703399329796		['4316769252']	1.5959178113142252e+18		
1596522590600065025	"Alive example of self confidence :-
🔸PM Modi invites a old party worker for his proposed PM swearing in ceremony 2024. 
🔸 DUMA endorsed extension of Putin's presidency up-to 2036 in midst of pandemic. https://t.co/zABou8hdmz"	2856314460					
1596522591606415360	DAF COVID-19 Statistics – March 2022 &gt; Air Force &gt; Article Display – Air Force Link https://t.co/ITktjWdY2W	1530145068438659077					
1596522592709808130	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	46448402		['78523300']	1.5965221787022991e+18		
1596522593141796864	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	1515831494710812673		['78523300']	1.5965221787022991e+18		
1596522593477165059	"RT @EpiEllie: The tweet below shows COVID hospitalizations in Australia. 

I’ve annotated the image with what leaders around the world want…"	1154114182633152512		['1558406653']	1.596248351221371e+18		
1596522593762578432	Did NOT get the vaxX, just sharing your post https://t.co/MsvUI8Pl8f	1382846655289028611				1.5965221787022991e+18	
1596522593867403264	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	27796955		['19638752']	1.596239466779226e+18		
