tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	quoted	replied_to
1596519837295120390	"Never forget... the federal government does not mandate vaccines!  This screen shot is from the CDC website before they removed it.
@CDCgov @DNC @RNCResearch https://t.co/5axXSebHUg"	1457726660707508232		['146569971', '722793491059769344', '55329156']			
1596519837882535936	RT @eiryngs: Here it is, a crowdsourced compilation of COVID safety &amp; public health related sales – to help us upgrade protection and care…	313932052		['186878595']	1.596039709557674e+18		
1596519838884585472	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1229140730058280962		['78523300']	1.5965153365722767e+18		
1596519838998228992	"RT @jakeshieldsajj: If you are a grown man who was terrified of Covid you are a coward 

Work on Strengthening your mind and body so you wo…"	56777964		['80233893']	1.596421674705961e+18		
1596519838964281345	"Too bad it wasn’t enough to hold on to Congress.
Symbolic gestures are usually ineffective. https://t.co/e6CmDfY0Q6"	325703893				1.5965114861045432e+18	
1596519839232712705	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	293118394		['124461963']	1.5962593752319508e+18		
1596519838817845250	"@DrEliDavid N95 mask are tested using a ""salt medium"" at a very shallow /low pressure and it allows for 5% of salts to pass
Further the N stands for non-protein, it  is NOT designed to stop proteins /virus 🦠 @NIST knows this and deleted their n95 recommendation after I trolled them
Salt 🧂 https://t.co/7C7i8pA3CY"	1312197940216311808	8.012030593596785e+17	['801203059359678464', '46648807']			1.596514708475052e+18
1596519839971115008	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1586574182300663808		['78523300']	1.5965153365722767e+18		
1596519840013058048	"RT @thevivafrei: George Clooney, proving that he is a better actor than he is a historian and critical thinker.

I would rather be smart th…"	44238764		['96906231']	1.5965182250968924e+18		
1596519840721911810	RT @Sandyboots2020: Immunologist and one of the most accurate voices in the pandemic @fitterhappieraj has been warning that COVID-19 could…	475856875		['1309417499398746112', '88589013']	1.5962085150977024e+18		
1596519842022318080	RT @KenWinsor4: What you think @DanaMetcalfe5	1425009609270517764		['1533422197590695936', '1327684758143381510']	1.596363621101056e+18		
1596519842282377216	RT @NameIsSpartacus: End-stage severe COVID-19 pretty much invariably involves ROS cascade, iron overload, lipid peroxidation, autoantibody…	1304493640970989568		['1441723412368420868']	1.5964618397263012e+18		
1596519842273669120	"My learning experience after one year into the Pandemic 
As I cross the 1-year mark in this organization I am currently part of, I would like to share a few learnings. #prabhuwrites #prabhu #hymprudious https://t.co/Kn4wjQgR2g #lifelearning"	82334315					
1596519842332708872	RT @austinramzy: Lockdown protests reported in Beijing as well	1001351536079912962		['45808079']	1.5964354289699717e+18		
