tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	replied_to	quoted
1596376004725178369	"On 1/31/2020, 
the Wellcome Trust issued a press release calling on scientists and institutions to immediately release all relevant COVID-19 research during the pandemic

&amp; the next day joined with Fauci to suppress awareness of the Furin cleavage site within SARS-CoV-2
@TheJikky https://t.co/zg3TmQRarH"	1304319774906814464		['1587714804004794368']			
1596376006742671361	RT @ugsupport256: Yellow fever is an epidemic-prone mosquito-borne vaccine preventable disease caused by an arbovirus transmitted to humans…	1538762148343697408		['2372977851']	1.5960446002168054e+18		
1596376008633901057	"@cspotweet Wait, wait, are there vaccine mandates in place for Alberta schools?

I've been living south of the 49th long enough, and trying to deal with the local clusterfuckery for my own means, that I've lost track of what public policy is back in 'Burta."	766717813494984705	174473050.0	['174473050']		1.596312097511846e+18	
1596376009179267073	RT @sexytori17: We're nearly 3 years into this pandemic, supposedly 70% of the population is jabbed , most everyone has caught covid regard…	1427343593899974661		['1257572576869576704']	1.596038246554751e+18		
1596376009263427584	@fedupmom12 @prima__facie If Covid acts like other coronaviruses, prevention is key at minimizing long-term increases in dementia. they may be looking out for their long-term population health better than we are. Not nefarious or conspiracy based. Just good public health	824512597487521793	18664650.0	['18664650', '190336357']		1.595844538635096e+18	
1596376008953069568	@POTUS What about the ones you got fired over a Ineffective vaccine?? https://t.co/73QhvzhMXN	1586206336731484160	1.3491490969096684e+18	['1349149096909668363']		1.596217228013187e+18	
1596376010269786117	RT @vcdgf555: Perhaps something to watch develop.	1469591529702539274		['1100266332283559936']	1.5963374917534474e+18		
1596376010433388549	Need a Pandemic, BLM, and  Herschel Walker episode https://t.co/T8x3ysY3y8	137876254					1.596267503780782e+18
1596376010504556544	RT @greene0049: Totally, I agree with this, Richard. Simultaneously, there must be a plaque, there, stating how many USA citizens died by C…	1262987183570518016		['819675218']	1.5963335554702787e+18		
1596376010806939648	Is COVID-19 a Bioweapon?: A Scientific and Forensic investigation https://t.co/TaY1l0K1LQ	1595869360434077696					
1596376013218648064	RT @DrJBhattacharya: If major scientific bodies continue to embrace censorship of public discussion of scientific issues, public trust of s…	17297199		['1427361863830949908']	1.5963752837662925e+18		
1596376013650677760	"RT @Pataliputra_Son: @SamiratmajM [JUSTICE FOR UPSC ASPIRANTS OF 2020, 2021 &amp; 2022]

If 2020 was all about ""stringent lockdowns"" then 2021…"	352938417		['1447592359001157635', '878663936303910912']	1.5963745929056993e+18		
1596376013663252480	RT @Vignesh50880630: Since you're all discussing about the same-sex marriage case filed in SC, let me say what happened to a gay couple I k…	1518677299884748802		['1233566096772349952']	1.5959835425003397e+18		
1596376014162108416	the dick riding is insane https://t.co/gPxDOqCOkz	1247281133919879168					1.5957755822807532e+18
1596376015445450752	"RT @PeteUK7: Get a political role; become a mouthpiece.
His career is worth more than you, your parents &amp; your children to him.
History wil…"	803022935409774592		['1235377601331507200']	1.5963547383453696e+18		
1596376018322874368	I know Black Folks had a good Thanksgiving this year! Timeline been sleep fo 2 days—me thinks there’s no vaccine for The Itis… 👀👀👀	1297510786202558464					
1596376019640152067	"RT @wsbgnl: New CDC “community levels” are out

Under the pre-Feb 25th guidance, universal indoor masking would be recommended in 74% of co…"	103994967		['1143908639876485120']	1.5962727713945805e+18		
1596376020088918019	RT @DrJohnB2: So, having pushed the vaccines on thousands of pregnant and breastfeeding women, the UK authorities suddenly decide the Pfize…	1288556434591035396		['1400013985202704385']	1.596215121868628e+18		
