tweet_id	text	author_id	in_reply_to_user_id	replied_to	retweeted	mentions	quoted
1596411176665362432	"Why is it so difficult to understand that it is the same script being played across everywhere following directions of the self appointed master #WHO 

https://t.co/IIwL0ZQMH8"	941480354	941480354.0	1.5964062867486433e+18			
1596411179286646785	"RT @DrEliDavid: .@elonmusk, what about reinstating scientists?

🔹@rwmalonemd: co-inventor of mRNA vaccine technology
🔹@P_McCulloughMD: the…"	1501174413663903749			1.5952049593727263e+18	['801203059359678464', '44196397', '39844876', '1465347964252180493']	
1596411181954392066	"RT @LusteryHQ: INTRODUCING🧊

Mina &amp; Nick a pandemic romance, met on the first day of Spain's lockdown. That gave them plenty of time to get…"	740677145840766977			1.5679424693035336e+18	['786620163030298624']	
1596411181333237760	Stop experimenting with healthy people and sacrificing  kids like piglets , [we do not have cancer  ] and if we had,  your drugs are so toxic and so deadly, that cancer is better than this. https://t.co/j3YCpyMI9P via @statnews https://t.co/NjffHrNctd	1590252885073219585				['3290364847']	
1596411183157989376	"RT @AGHuff: 💰BILLION DOLLAR LAWSUIT💰

👨🏼‍🔬COVID’s ORIGIN👨🏼‍🔬

Hint: It came from a lab. 

https://t.co/hKkQBcP8iY"	1433002651470467077			1.5963095177712804e+18	['1453047454677491718']	
1596411184848441345	China’s Covid protests grow after apartment blaze kills 10 https://t.co/SRBVCrkJCO	1575218570065485825					
1596411184777162752	@JamesBradleyCA There is no cure for stupid except covid-19 so unfortunately you'll have to live with it this is a free country you don't want to get vaccinated that's fine you're stupid you have a right to be stupid vaccines saved over 10 million lives in America alone&amp;no vaccine is perfect https://t.co/EeZlSKczAH	1508445531688902662	1.1127241444271391e+18	1.5961196852122993e+18		['1112724144427139072']	
1596411186656215040	RT @seanforfreedom: If I don’t get vaccinated I’m 100% protected against vaccine side effects and 99.8% protected against Covid, that’s a g…	1216234152			1.5963234837214413e+18	['1356006715477651458']	
1596411187436085248	"RT @mrjamesob: An absolutely incredible story…
https://t.co/vnMeTC2t5H"	613479938			1.5955348287362417e+18	['152656121']	
1596411187641856000	RT @MeetJess: COVID-19 Linked to Detectable Brain Changes https://t.co/LF2LOG9Nai	1005248964			1.5961454150192742e+18	['312412918']	
1596411187801247745	@priyyanka_ it feels worse than both times i had covid, and i tested negative anyway	1188039599832096769	1.1512787126855721e+18	1.5960955237985362e+18		['1151278712685572096']	
1596411187901583361	@songpinganq Covid test is free	1477175790059999238	1.3743173683614474e+18	1.5507466760751923e+18		['1374317368361447434']	
1596411188027731968	RT @Oi94_: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return flight…	4915475120			1.5964065779297935e+18	['1397313373']	
1596411188149379072	"RT @R_H_Ebright: ""For about a year, scientists who..secretly thought that the virus..escaped from a lab..colluded in telling the media..thi…"	49303556			1.5962841221120737e+18	['47791337']	
