tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	quoted	replied_to
1596525690354274304	"Best Dr I respect by heart from day 1 about the COVID pandemic

 Lab leak conspiracy theory https://t.co/u0FkpIysEJ via @YouTube"	915022205641121792		['10228272']			
1596525691402563584	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	2162782861		['806344552718045184']	1.5962870273011876e+18		
1596525691285086213	"#georgeclooney apparently isn't smart enough to read the CDC report that says the vaccine doesn't ""help protect one another"" because it doesn't contain the spread and in fact there are new studies that PROVE that you're more 8 times more likely to get Covid WITH A VACCINE..... https://t.co/SKrShrBccy"	134854762				1.5962571726395802e+18	
1596525693294481409	RT @1goodtern: If Covid damages immune systems, you would expect to see an increase in the severity of outcomes of other infections.	1090316659		['960817018193764352']	1.5964273252978074e+18		
1596525693659009026	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	1586037456050294792		['78523300']	1.5965221787022991e+18		
1596525694149746688	#West #Immoral Poetry like prose style site:Can God's virulance be removed &amp; made a #vaccine https://t.co/m29K2IYeZX https://t.co/DTydDOcSnu	727931684751089664					
1596525694850301952	"RT @MyBoxerLuvMac1: 💔Brie💔
#NYCACC #157119 3y
▪️To Be Killed: 11/29💉
▪️Pneumonia
▪️Can be killed anytime if condition worsens!
Found wander…"	132162868		['1214648962491269125']	1.5962314250111263e+18		
1596525694804426754	What a surprising revelation… https://t.co/YodTmSugDk	3808854134				1.595173745165013e+18	
1596525694942842880	RT @PTIofficial: Chairman PTI @ImranKhanPTI talks about successful covid policy, and steps taken by PTI in economic progress. #حقیقی_آزادی_…	1549431876200591360		['127483019', '122453931']	1.5965181686208307e+18		
1596525695274213377	"RT @GC170707: Mahasatyagraha 4 Covid Relief 

#UPSCExtraAttempt2023
#ExtraAttemptForAll 

Indian youth wasted on streets

@ndtv @TimesNow @…"	928671829199167489		['1480753849010835457', '37034483', '240649814']	1.596439253793198e+18		
1596525695454547968	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1418664222		['78523300']	1.5965153365722767e+18		
1596525695672647681	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	591142725		['78523300']	1.5965153365722767e+18		
1596525697581056000	RT @Thehuck_59: PPE VIP lane scandal.  Who signed the cheques @RishiSunak ?	1273268959211663363		['1254327621581787136', '1168968080690749441']	1.5964665707709317e+18		
1596525697715126272	RT @torydemolition: When they say there’s no money for our NHS… never forget they found £37 billion for Dido Harding who’s husband wants to…	3675035352		['1358074263052439554']	1.5959211358325391e+18		
1596525699153932296	"RT @reece_dinsdale: SNOUTS IN THE TROUGH!!!
Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must…"	717564263		['834818979688546308']	1.5964331728829317e+18		
1596525699430756353	RT @toadmeister: Scientific gatekeepers like Farrar, Fauci and Collins have been among the loudest voices warning of the ‘harm’ caused by C…	1490062670162235393		['18809812']	1.596471677130797e+18		
1596525699606933505	"@dr_cottrell So, are you advocating getting the ""vaccine?"" Which really isn't a vaccine but mRNA experimentation, that is said to attack the innate immune system?"	1379538284045508609	1.3036837494067937e+18	['1303683749406793729']			1.596384139359318e+18
1596525699938062344	@LadyRebecca_1 @BorisJohnson There was a voluntary agreement with some countries to purchase vaccines as a block. They thought it would be cheaper. They were quite stupid though. AZ offered the vaccine at cost price and the EU tried to get money knocked off 😳	1458403847420981253	1.248364473066369e+18	['1248364473066369026', '3131144855']			1.5965233868676915e+18
1596525700722614272	RT @RepThomasMassie: End your autocratic vaccine mandates on front line workers.	1586006569120018432		['975200486']	1.5964569439329567e+18		
1596525700957499392	@RealJamesWoods I'd love to see how the current voting goes but I'm going to be honest and not vote because I didn't have faith in it being safe in the long term due to the quick push to get it in arms. Also because I'm a truck driver and worked all through covid. Catching it once and moving on	2371433033	78523300.0	['78523300']			1.5965221787022991e+18
1596525701921808384	"RT @reece_dinsdale: SNOUTS IN THE TROUGH!!!
Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must…"	305834132		['834818979688546308']	1.5964331728829317e+18		
1596525702295261184	RT @_FairElection: #Covid19 #Depopulation: Genocidal maniacs (doctors, politicians, pharma Cos, MSM, etc) have done a macabre dance around…	888808440583172096		['1080328704272855041']	1.596503472538411e+18		
1596525703289536513	RT @normanmatahari: “Manol” - I heard this word describing our students coz they join in all events w/ glee &amp; might, and I don’t see anythi…	3160292646		['1220007370627022854']	1.5964525652393697e+18		
1596525703255969793	They did NOT know what they were doing.  NON-VAXXER.  @RealJamesWoods @NIH #Faucci_is_FAUST. https://t.co/bwZF4f9M0W	49001560		['78523300', '15134240']		1.5965221787022991e+18	
1596525703612071942	"RT @mrbcyber: 10 killed in apartment fire during lockdown in China's Xinjiang 
https://t.co/l4D3VKA8WD"	1018568618160762880		['3224540611']	1.5962609789575578e+18		
1596525703834767362	"RT @reece_dinsdale: SNOUTS IN THE TROUGH!!!
Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must…"	1249345609200553985		['834818979688546308']	1.5964331728829317e+18		
1596525703738298369	They enjoy the power https://t.co/3jeSHX4ZaB	1519484251292401664				1.5962906386049475e+18	
1596525704556208128	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1519198922010365953		['78523300']	1.5965153365722767e+18		
1596525704568786946	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	1572713298356838402		['78523300']	1.5965221787022991e+18		
1596525704409190401	@RepJeffries Those we jobs lost during the pandemic.   You are not very bright.	1586219880780648455	467823431.0	['467823431']			1.5965164770706104e+18
1596525704811671552	"@RealJamesWoods Who started the misinformation that the vaccine is the ""miracle cure""?"	1201937710673465346	78523300.0	['78523300']			1.5965221787022991e+18
1596525705222758400	RT @_Janey_J: ‘In early 2020 after the lockdown, people were being admitted to hospital and dying in large numbers - I think they were bein…	384442046		['1538833303863713796']	1.5964949489245512e+18		
1596525705701064707	"RT @MaajidNawaz: Please STFU about Qatar

You have no idea how nauseatingly neo-colonial your virtue-signals sound

None of you forced-jab…"	567953103		['46078438']	1.5947139232945316e+18		
1596525705747013632	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	48820311		['78523300']	1.5965221787022991e+18		
1596525706196189184	RT @HuffmanForNC: For all those #maga R's claiming the government gave too many hand outs during #covid19 and people are lazy. Not one #mag…	780792990021275648		['941754604118831105']	1.5963267177608847e+18		
1596525706158043136	RT @TheVinylDad5: Who here never got COVID since it first started?	328129999		['328129999']	1.5958462941651968e+18		
1596525706561093632	RT @GuntherEagleman: It. Was. Never. A. Vaccine.	869803568340938752		['1355721251180961792']	1.5965189075187794e+18		
1596525706401677314	@TheRealKeean I was told by my Dr that because I had Covid in Sept I did not require a booster for 6-8 months.  That having Covid was sufficient.	1477298726259539972	961134787.0	['961134787']			1.596286679387865e+18
1596525707123134465	RT @usnational7: Covid’s not the flu eh? 👇🏻 https://t.co/1hjIiQTkno	1434189812844613633		['870240427']	1.596272086506414e+18		
1596525707185774594	"RT @CarlvKeirsbilck: ""Evidence for excess deaths throughout the late 1920's and 30's after anyone thought the Spanish flu epidemic was over…"	703741617316868097		['369393877']	1.5958740025678397e+18		
1596525707488026625	"@GuntherEagleman It was named ""Genetic Therapy"" before it was renamed ""Vaccine"""	1179598536075292672	1.3557212511809618e+18	['1355721251180961792']			1.5965189075187794e+18
1596525707672551424	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	787750433745797120		['2382229472']	1.5961965709778248e+18		
1596525707647238145	@SarahCulbreth81 @RealJamesWoods Nah I just wore a mask when I went to the store and I didn't scream about how it was worse than the Holocaust when my son had to wear a mask to school. Then we got vaccinated and went on with our lives, unlike the shrieking nutjobs who DiD tHEiR oWN ReSeARcH while on the shittter	1461812477335904258	1.5194534754190172e+18	['1519453475419017216', '78523300']			1.5965245158313902e+18
1596525708356227072	"RT @SadieMHarris: No moral compass @MichelleMone just bought herself a yacht and named it after herself.

She is the one who took millions…"	1912220922		['111967165', '58432995']	1.5964716104035983e+18		
1596525708720881665	RT @PhantomPower14: Tory Baroness Michelle Mone’s family allegedly profits £65m during the pandemic for unusable PPE but @ScotTories bang o…	1520795722815356928		['2542032578', '171876607']	1.5964954036747633e+18		
1596525709471744001	@itzzzxamy @AskMarj What he did was his best during an unprecedented pandemic	1525088807938408450	1.454161338188673e+18	['1454161338188673031', '3140906740']			1.5964205418793083e+18
1596525709668884488	Riverside County Sees Increase in COVID Hospitalizations https://t.co/q1D5cs14fl	2768259386					
1596525709849149441	RT @chinn_victor: Nurses Strike: My thought, take 50% away from all the useless GP,s and put it in the  pot! Sack 50% of all NHS mgrs. and…	2248127619		['1258000000128335873']	1.5964779929763348e+18		
1596525710025584640	"RT @drclairetaylor: 22/ Covid is not a respiratory disorder, it is a disease of the blood vessels. 
We have 60,000 miles of blood vessels i…"	3093559049		['1513942742715584520']	1.595244408102097e+18		
1596525710549876738	RT @kelvmackenzie: Italians refusing a job offer are to lose their benefits of £730 a month. Make yourself popular Rishi and do it here. Ou…	1304770300870090757		['3037892906']	1.5955141070500536e+18		
1596525710587449344	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	1329370779935531008		['823384899449212933']	1.5961385313022935e+18		
1596525710654545922	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	1577432661483724800		['78523300']	1.5965221787022991e+18		
1596525710637686789	The musical performances are outstanding, there are some truly beautiful moments. It's shot in the middle of an otherwise empty Battersea Arts Centre during the pandemic, and the space allows the camera to move around the band in a way we wouldn't ordinarily see in a concert film	1282735077835898889	1.282735077835899e+18				1.596525707210924e+18
1596525711929610241	@hippieclerk So thankful to this day, Neither me or my Son got vaccinated.... Still both Covid free.	1502694917021347844	263165967.0	['263165967']			1.5965197767082844e+18
1596525712550203394	"RT @badiucao: Thread/1

Massive protest happened in Ulumuqi，Xinjiang，China after more than 100 days zero-covid city lockdown.

People are c…"	1288424085328998400		['267695291']	1.5962472807129825e+18		
1596525712684425216	@RealJamesWoods Keep this only for US people as in other countries they had their own vaccines.	1586145456416993280	78523300.0	['78523300']			1.5965221787022991e+18
1596525713582166017	"RT @UKPoliticalPics: Oooft! Outstanding piece from @WritesBright here. 

 https://t.co/4u6ZWSswq0"	572663778		['1452328441643245584', '2737003958']	1.5964249710559437e+18		
1596525713997598720	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	1492285936884846593		['611986351']	1.5961710505467617e+18		
1596525713896927233	"These, holier than than thou, people are doing my head in.
1stly, pretending they didn’t break a Covid Lockdown rule at some point raging at Hancock dipping his pen in the company ink.
2ndly, acting like Hancock was making the lockdown rules.
Boris f*cking Johnson was in charge!"	1241805401236045830					
1596525714219466752	China’s COVID storm https://t.co/wrRyhJ3xNR	1490057525001170948					
1596525714282811392	“Chestfeed” “six feet away from your baby”. Bunch of sense this infographic makes 😂😂 https://t.co/VOrtyPXOQn	1585986058356805632				1.5961884750403666e+18	
