tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	replied_to	quoted
1596551456118784003	"Back in September 2021, we flew one one of the very first post-Covid international flights on @British_Airways new A350-1000 to Dubai. Here's our experience!

#BritishAirways #BA #Dubai #Heathrow #DXB

https://t.co/8C3Wjz8HKT"	1558252642886774784		['18332190']			
1596551456454504449	"RT @PoliBard: LOL, and the hits keep coming - ""VACCINES WORK!""

We all heard Sutton say they aren't working, champ."	17500506		['989620905641885696']	1.5964763861720556e+18		
1596551456613879809	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1552818812809973761		['806344552718045184']	1.5962870273011876e+18		
1596551456886341634	RT @_Janey_J: ‘In early 2020 after the lockdown, people were being admitted to hospital and dying in large numbers - I think they were bein…	1273537985380827137		['1538833303863713796']	1.5964949489245512e+18		
1596551457339510784	RT @WritesBright: The government has written off £8.7 billion in PPE that can't be used or was bought at inflated prices – almost exactly t…	314887585		['2737003958']	1.5964935147619656e+18		
1596551458140393472	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1511361093003841540		['78523300']	1.5965153365722767e+18		
1596551457171705858	@realChasDarwin You think you injected a live virus for COVID. You’ve shown you don’t understand this topic. https://t.co/jNnDiqj3Qg https://t.co/P6JaV7Z7HV	748030722	7.605523125196636e+17	['760552312519663618']		1.5965511287828972e+18	
1596551458446606343	RT @_Janey_J: ‘In early 2020 after the lockdown, people were being admitted to hospital and dying in large numbers - I think they were bein…	24924077		['1538833303863713796']	1.5964949489245512e+18		
1596551458631065600	"@AshishKJha46 @ashishkjha IF YOU ARE UP TO DATE ON YOUR COVID VACCINES - YOU CAN STILL GET COVID - PLUS -
SINCE the #COVID19 VACCINES:
300% increase in miscarriages
300% increase in cancers
1000% increase in neurological diseases

SEE WHAT'S in the #mRNA VACCINES?: ""#DiedSuddenly!""
https://t.co/22VflG2TNv"	246993396	1.5118117172270735e+18	['1511811717227073541', '39416218']		1.5954697020166963e+18	
1596551459222556672	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1585764802537947140		['1552407495255199745']	1.5964351920208773e+18		
1596551459461791744	"RT @irena_korosec: #DiedSuddenly 
#mRNA 
""Whether the vaccine was intentionally screwed up or it's a mistake, that's not for me to determin…"	1343403295033987072		['1518939704317644803']	1.5947189115256914e+18		
1596551460170661888	RT @canindependent: Watch: Prominent Virologist Dr. A. Oveta Fuller, who advocated for emergency use authorization of three Covid vaccines,…	1588144317050376192		['1394395072309903361']	1.5948002134488515e+18		
1596551460510396416	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1430649440063299584		['3406938525']	1.5965374492489564e+18		
1596551460564570112	RT @GuntherEagleman: It. Was. Never. A. Vaccine.	1485740176169226244		['1355721251180961792']	1.5965189075187794e+18		
