tweet_id	text	author_id	in_reply_to_user_id	replied_to	retweeted	mentions	quoted
1596540650287427587	We have yet to see all the bad debt that was issued during #Covid to ripple through and be exposed similar to #ftx. This has yet to happen in the stock market and will soon begin. Crypto is under no regulations therefore fraud is more blatant. Where regulators are they can hide.	1483747054971240454	1.4837470549712404e+18	1.5965403654308905e+18			
1596540650329366528	"RT @RealJamesWoods: “Chestfeed” 

This is from an actual Department of Health. #Madness"	1594801214994137089			1.5965166241938145e+18	['78523300']	
1596540651100930049	RT @mblehrhoff: @MikeSington When you sell your soul to the stable genius who wanted Americans to inject themselves with Lysol - and told u…	28470146			1.596497403225383e+18	['733039446547791872', '2234760798']	
1596540651213946880	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	91870534			1.5962501084331459e+18	['914588454']	
1596540651788972034	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	857695560404480001			1.5965374492489564e+18	['3406938525']	
1596540652611067904	RT @42soho: I'd love to know who I can sue for the loss of 2 precious years of my life due to the gross negligence that has been direct tow…	1516544017			1.5958594061256868e+18	['4455626236']	
1596540652590108672	@JillFilipovic Before our son, I remember LOLing at stuff like “STFU, Parents” - and I honestly think that so many of those situations/comments are extreme (I get it). Now, being a parent and going through the pandemic has shown over and over how many folks don’t consider children to be people.	98229458	98229458.0	1.5964919278554563e+18		['16378093']	
1596540652967587840	"RT @BrexitFails: People calling @SangitaMyska to defend Matt Hancock and then going on to say they broke the rules too.

What a bloody surp…"	18727283			1.5965387801265644e+18	['1405773316284059648', '18727283']	
1596540653877329921	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1427094119701127170			1.5964351920208773e+18	['1552407495255199745']	
1596540653529288704	The most important lesson I learned from the pandemic was to never name a pet after a political figure (e.g., Andrew Cuomo, the name of my cat) because they will inevitably become a disgraced political figure one day &amp; you will have to make up a reason why you named them that. https://t.co/zbIEvBWfDM	4919876231					
1596540653852581893	@OccupyDemocrats So Obama and Biden meeting with the Castro regime and the dictators of Venezuela and not holding China accountable for the COVID virus and is in bed with them makes it ok. Please stop the nonsense.	1361789916414418948	878284831.0	1.5962587329164861e+18		['878284831']	
1596540654926299137	RT @JoJoFromJerz: They didn’t care when he mocked a disabled man, bragged about sexual assault, lied about a pandemic, incited an insurrect…	580087447			1.596539673190359e+18	['818893114979061761']	
1596540655094075399	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	18948741			1.5965374492489564e+18	['3406938525']	
1596540655106666496	"RT @johnrackham82: COVID was a scam to transfer wealth from you to the WEF and its partners. 

Once you understand that, you know a lot."	1469706291052437515			1.5965050554607493e+18	['1552067520575799298']	
1596540654888407041	"RT @StarshipAlves: See, I told you. All that vaccine passport stuff is breakable.
China: 🇨🇳"	1384908442087923712			1.596538265481646e+18	['18302779']	
1596540655614017537	"Striking to hear #ToryMPs blaming the #CostOfLivingCrisis on #Putin
The economy was in a bad way for years &amp; has been mismanaged.
There was no plan for global crisis such as covid, so a plan B for the economy wasn’t there either. #ToryCorruption"	1388426754394628097					
1596540656377552896	RT @Jim5143: @WhiteHouse The wording in this tweet is all wrong: It should read, get your updated covid vaccine even though it doesn't work…	4855687055			1.5963356091315528e+18	['703726198191427588', '1323730225067339784']	
1596540656654032896	RT @GuntherEagleman: It. Was. Never. A. Vaccine.	1519663911783436288			1.5965189075187794e+18	['1355721251180961792']	
1596540656683405312	"RT @songpinganq: JUST IN - Life in China 🇨🇳 now.

Citizens lining up to take daily routine COVID test under police watching, who is carryin…"	1134549342138916865			1.596538029115859e+18	['1374317368361447434']	
1596540657010475010	RT @DelhiIocl: On 28th day of the marathon at Retail Outlet M/s Bhagwan Fuels,Nuh, @IndianOilcl team under the guidance of @Bohrashyam2, ED…	746756911513604097			1.5965050994166743e+18	['1040454661319413760', '2597794454', '4761441377']	
1596540657157300225	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	2284143994			1.596239466779226e+18	['19638752']	
1596540657954394112	"They need new material, their aggrieved thug routine does nothing to help the economy and reduce inflation. 

#RedWaveFakeNews 
#SeditionHasConsequences
#EspionageAct 
#COVID19 
#IRS #AlCapone 
#TrumpCrimeFamily https://t.co/Tit2GBFvBG https://t.co/m3bNZhH78p"	196802928					1.5964994560477962e+18
1596540659317481472	RT @Bbmorg: The allegation is that Michelle Mone secretly received £29M for lobbying Gov to pay a company to produce PPE - most of which wa…	121517017			1.5964921178574152e+18	['269997972']	
1596540660257288192	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	1514587072887078913			1.5965221787022991e+18	['78523300']	
1596540660990910465	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	1586422808619503620			1.5965221787022991e+18	['78523300']	
1596540661242667008	"RT @CastlesInSpace: CiS099
Dean Honer and The Supreme Vagabond Craftsman 
""FROGMAN""
02.12.2022

""The Frogman became unnervingly prescient w…"	854968200408301568			1.596540546495185e+18	['2780125949']	
1596540661473370117	RT @PeacockFlu: Over the past few months something interesting has happened with the evolution of SARS-CoV-2 - rather than discrete clonal(…	1458646297322434563			1.5964926725538693e+18	['441328915']	
1596540661582422019	Contradictory COVID-19 Control Policies Cause Chaos Across China as Cases Surge https://t.co/sZX05vVGyQ	928594859639717890					
1596540661599191040	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	1542104108378853383			1.5964504342854738e+18	['900669223122472960']	
