tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596423746017009664	Is @marydejevsky now a satirist or is she suffering from late COVID? https://t.co/Hm1HXo9e1M	1572532883243384832		1.5960841017101967e+18	['2458011600']		
1596423746403045376	RT @bmj_latest: Covid-19 vaccines and drugs were developed at “warp speed” and now experts are concerned that the US Food and Drug Administ…	1589551690746937344			['16949344']	1.5931655463584195e+18	
1596423746830704640	RT @Zero_4: Astonishing that this government can pull billions upon billions from the back of the sofa to throw at a failed Test &amp; Trace sy…	402026873			['19674092']	1.596083351081083e+18	
1596423746830598144	RT @stewined: Just a wee reminder RE covid and the cost of greed crisis that we're all in this together. And this one's up to her neck in i…	1275662160			['351792715']	1.596272644336554e+18	
1596423748319674369	RT @PickardJE: - the @ft today asked both Tory peer Baroness Michelle Mone and her billionaire husband Douglas Barrowman whether any UK tax…	1409861897155981313			['69080476', '18949452']	1.5962523413840118e+18	
1596423748357423105	"RT @lingardenisle: Good morning Midnight Club! 

No money for pay increases for working people but plenty thrown away during #Covid for cro…"	939789092006563840			['2202063265']	1.5962930579257508e+18	
1596423749321994240	RT @RobertKennedyJr: Nike and Washington State University are two of the latest employers to face lawsuits from employees who lost their jo…	1519075460650606594			['337808606']	1.59483165293688e+18	
1596423751175905280	RT @MRobertsQLD: Here comes the truth …	1158306431763910656			['762470063261704192']	1.5961221196534047e+18	
1596423753134579713	"RT @CounsellingSam: We aren't a nation of strikers.
We are a nation of hard workers.
The Royal College of Nurses have no choice.
Many of th…"	3377883579			['1291302591184461824']	1.5964236054660751e+18	
1596423753189429248	RT @milinsathylee: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return…	4915475120			['326802713']	1.596421012517974e+18	
1596423753428307968	RT @_TuyisengeEpiph: World bank research showed that gender-based violence against women and girls ,is a global pandemic that affects 1 in…	876801556481527808			['722424513812631553']	1.5964211382041477e+18	
1596423753764057088	@ConspiraProphet @Arkem_Ninja @ckelvidge @BarbLarochelle @ColetteMandin Lol vaccines don’t prevent if they do great. However, that isn’t nor has it even been the principle of a vaccine. Vaccines mitigate the risk and severity should you get sick. Please for the love of god educate yourself.	1551435677920858114	1.5711680039321682e+18		['1571168003932168196', '637334851', '1246836782', '65566588', '636649732']		1.5964120474951352e+18
1596423754430795777	RT @Resist_05: Vaccine Passports,Digital ID and CBDC support the same functionality as the Chinese Social Credit System… https://t.co/zPaO2…	1119695227			['1430497892314218502']	1.5957188887630438e+18	
1596423754007334913	"In the US, exists a law of ""Vaccine Passport Prevention Act"". https://t.co/69nVjLGo0i"	1256539419303186432	1.2565394193031864e+18				1.596421958539055e+18
1596423756498587649	@AshishKJha46 That's odd, WHO and central banks, to name 2, see it different, and reality is very different. https://t.co/W2LAYRbxic	369393877	1.5118117172270735e+18		['1511811717227073541']		1.595469707401986e+18
1596423756800745472	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	1450512241451798531			['1480605339963863046']	1.596224436213932e+18	
1596423757190819841	RT @DrJBhattacharya: The 9th circuit's irrational ruling ignores the scientific fact that the vax does not stop disease transmission. Even…	961301215270219776			['1427361863830949908']	1.5963901164228444e+18	
1596423757358419969	"RT @CounsellingSam: We aren't a nation of strikers.
We are a nation of hard workers.
The Royal College of Nurses have no choice.
Many of th…"	852793528014970880			['1291302591184461824']	1.5964236054660751e+18	
1596423758746505216	"RT @I_Am_JohnCullen: @KelleyKga ""Influenza deaths for all ages plummeted because the influenza virus was disrupted by Covid""

Untrue.

Infl…"	964642934665572352			['1448959521372585992', '1281312463']	1.584887535876309e+18	
