tweet_id	text	author_id	in_reply_to_user_id	quoted	retweeted	mentions	replied_to
1596516721384648704	C U Next Tuesday 👿👿👿💩💩💩 https://t.co/ATnazUUPVm	1519055665175613440		1.5962571726395802e+18			
1596516721640472577	RT @elizavetaka: I would like to ask you to RT this. It’s something which just happened to my 41yo friend back in LA. Healthy, dynamic pers…	1341077993515606016			1.596387310920405e+18	['16060054']	
1596516721657057280	"RT @jafloyd89: Screw your pandemic amnesty. I want justice!

Pandemic Amnesty.... Well, after the trials, we can talk. https://t.co/tobRFpa…"	1594333875710427136			1.5962796183021036e+18	['723054200']	
1596516721694842884	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	547748646			1.596239466779226e+18	['19638752']	
1596516721791094784	RT @CUBAGWYNFOR: Has the covid inquiry started?	2271897385			1.5964957241996739e+18	['220917227']	
1596516721799880704	RT @thevivafrei: They want to maintain the narrative that the shot is somehow still useful in preventing Covid. It may cause other symptoms…	1351033415412441088			1.5965161890183946e+18	['96906231']	
1596516721719853057	RT @roller2426: Covid or Flu.. ahhh.. doesn't matter. https://t.co/b449l58kvw	1031079093847175168			1.596375035736109e+18	['1547146050859053056']	
1596516722114457603	RT @bemy10velyjay: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the retur…	973066895233507328			1.5964106757602222e+18	['731900980862705664']	
1596516722403463168	RT @AlMorrison14: Did anyone pick up the pathetic Struan Stevensons unchallenged moaning about a £20m fund for independence that could be u…	2846587978			1.5964305785382257e+18	['824883627041304576']	
1596516721560621060	@EoferwicOik @CharlotteEmmaUK @Schofe @hollywills @thismorning @ITV So you’re saying there ARE microchips in vaccines? Why bother? Everyone has a cellphone. You don’t think they have all of your information off of that?! https://t.co/5pwLlv4OdL	158601910	8.713094290100511e+17			['871309429010051072', '2773644907', '18953259', '20508222', '19291952', '86925202']	1.5964834584819139e+18
1596516722210578432	Tune In Covid Flow Freestyle by #dreezydreezy Live ON We Are The Culture https://t.co/LRsXEo5dK2 https://t.co/LILnzO69FU	1477326480401125386					
1596516723599245312	@mrshhjones @GovWhitmer Nah they were going to fail before COVID!	435950534	8.006954008898642e+17			['800695400889864192', '102071743']	1.5965141224593244e+18
1596516724089663488	@ehbuhneeee @RobertM78455424 @TheView You do know there are other illnesses BESIDES covid…right? The flu and colds are still around	1596488684605276160	105312563.0			['105312563', '1573280045153636352', '21258337']	1.5948430552739553e+18
1596516724660391936	@Almaghrebiyya @idkleaveit There is everything, in western is a personal choice. If a woman wants to live in a traditional family role dedicated exclusively to take care of her family, she can do it, some women prefer to be a housewife, others work part time or from home, some women work full time...	1526738490418991109	1.1876523965010985e+18			['1187652396501098498', '1531416483879866369']	1.5963871269079163e+18
1596516725121769472	RT @FoxNews: Court rejects San Diego school district's COVID vaccine mandate https://t.co/Fwlo8pRzpV	1575411759745212417			1.59617945448917e+18	['1367531']	
1596516725675429888	China's COVID storm https://t.co/bpIBIJZ8EB	1205963854976450561					
1596516725813542924	RT @JamesMelville: “It’s pretty clear young people don’t get sick from the disease very often…we probably, if we knew what we know today, w…	1029386279933423617			1.5964283683914793e+18	['20675681']	
1596516726426017792	Contemptor Dreadnoughts are probably the biggest litmus for this, since they a) have an existing Codex datasheet, b) based on an older plastic HH model that doesn't exist, c) which has been replaced by a new plastic HH model with loads more options. https://t.co/cHydC2Reut	336186421		1.5951876946234163e+18			
1596516726539157511	RT @thevivafrei: They want to maintain the narrative that the shot is somehow still useful in preventing Covid. It may cause other symptoms…	1519052301633269761			1.5965161890183946e+18	['96906231']	
1596516726820474880	RT @YouAreLobbyLud: Right. And when there is great uncertainty, and the downside risk is high, then the correct course of action is the PRE…	1164864823882067968			1.596366743680602e+18	['1238949674989416449']	
1596516727994863616	"RT @Texas_Made956: 100 mil Chinese now in ""Quarantine camps""
US models Coming soon
For your saftey🥴 https://t.co/udTKpBvJKx"	1592641889819320323			1.5963464154956431e+18	['1444879139371094020']	
