tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596443336163745792	"This is the experience of so many people at risk

Why don't you care about so many vulnerable Australians @AlboMP @AustralianLabor?

Over 13,000 dead just this year, and how many with permanent disability? https://t.co/JANWHBf1NA"	118879642		1.593687517341311e+18	['254515782', '95766807']		
1596443336587767808	RT @OliviaSerraNu: “Misinformation” is a tool for silencing political adversaries. Don’t forget that mentioning adverse vaccine effects or…	825629513237274626			['277997312']	1.5957905731595674e+18	
1596443336902344704	"RT @guyverhofstadt: Everyone went through the pandemic &amp; goes through the war in Ukraine. 

Ireland is the best, UK worst performer… I wond…"	444928146			['856010760']	1.5953679300275118e+18	
1596443337556656128	RT @VPrasadMDMPH: @pash22 @flakebarmer @RichardLehman1 @raj_mehta @TomPMarshall There is not even credible data that COVID has complication…	2981917840			['1194962714', '28824136', '183891718', '399689183', '32283096', '887332064084799488']	1.5963548749453804e+18	
1596443339318083591	"RT @NewMillPaul: Did I tell you about the time my son failed his driving test for the second time?

He was really upset, so trying to be a…"	191957118			['1160306562663165962']	1.5958698356233748e+18	
1596443339867541504	RT @SueSuezep: David Conn is the Guardian's investigations correspondent. Without his investigation the fact that Tory peer Michelle Mone s…	27841516			['1539378523']	1.5964390465319977e+18	
1596443340341481472	"RT @nvmuk: 🎉It's our 4th Birthday🥳⁠
⁠
A lot has happened in the 4 years since we booted up in the heart of #Sheffield
⁠
For nearly half tha…"	842461106			['21489334']	1.5957387082921083e+18	
1596443340622663681	RT @GeorgeBludger: Hey Cookers, we rigged the election! Through the vaccine chips we injected everyone with we remote controlled their vote…	2412101436			['317532503']	1.5964388475664015e+18	
1596443341084065792	RT @SportsBetGoatt: Been feeling real sick the last few days going to take a Covid test later , I hope I don't got it again , it got me rea…	1527087059164270592			['1217642220725186565']	1.5964431254465126e+18	
1596443341297688579	RT @fascinatorfun: And where did Rebecca (Bec)’s slice of the PPE profits go?  She took over her Mum’s tanning business, but also models Ba…	1528403474123218945			['282914879']	1.5962925869137715e+18	
1596443341679661059	RT @respect65: I am far more terrified of what my government, will do next than I am from covid, the flu or climate-change, and so should y…	2194741488			['221710101']	1.59621603530863e+18	
1596443341918736389	"@Peter_Fitz The people predicting a conservative victory were also the people moaning and groaning about sensible precautions during a pandemic. 

That's what happens when you mistake what you WANT to happen for what will happen."	154071817	183770461.0		['183770461']		1.5964416979777167e+18
1596443343227322368	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	2886664089			['914588454']	1.5962501084331459e+18	
1596443343130705927	"@realMattToomer They're public sector workers, not public sector slaves.
Maybe be more angry at £37 billion for track and trace or the £29 million skimmed off of a PPE contract for useless goods by Mone.

But thanks for reminding me why I'm glad not to be in ambulance service anymore."	1035628947969597452	1.3312517104304701e+18		['1331251710430470153']		1.5961249919295242e+18
1596443345928130560	"@NickyPappy @CoffeeandNFTss @noam_katan @andreiponi @Helloimmorgan You’re analysis is flawed.
That isn’t what I’m saying.
The world is different now and Covid proved it.
Access to local officials for information was on social media only.
I’m not mad that you don’t understand because you’ve never thought about it (clearly) but maybe think now?."	1268323559685799937	1.3484842704325222e+18		['1348484270432522241', '1282064806053400581', '935891380068667392', '337389753', '128463721']		1.5964412744200602e+18
1596443346074972161	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	99576230			['124461963']	1.5962593752319508e+18	
