tweet_id	text	author_id	in_reply_to_user_id	quoted	retweeted	mentions	replied_to
1596463650268540928	Side effects of vaccine #antivax https://t.co/4Q8xRAuAeN	1596112040044552192		1.5960955237985362e+18			
1596463650747068417	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	728745218			1.5959077993047654e+18	['1108431749820882947']	
1596463652626132998	RT @BradleyCarl256: Ugandans in uganda stopped making sextapes now it's ugandans abroad.. this is now a pandemic😂	864261838665654272			1.5963959072177644e+18	['1560360860119334914']	
1596463653284634624	"The imperial long covid study is a great example. They took self reported LC sufferers, asked about their symptoms, and grouped these into a lung group and a fatigue group.
But if you’re not a clinician, you may not know the difference between tiredness and severe fatigue. https://t.co/NDPim3ZKXV"	1345169719	1345169719.0				1.5964636443545723e+18
1596463654865625088	RT @crdefenders: Day 2 of the Ninth Regional Rule of Law Forum for South East Europe: reflecting on key lessons learned during the pandemic…	1243098610591510529			1.5964634298117857e+18	['317103478']	
1596463654907834369	@Juliezacca3 @9NewsAUS Why would we go into lockdown again?	3254104273	1.2077258331687035e+18			['1207725833168703488', '22993014']	1.5964600821032264e+18
1596463655402450944	RT @TWENTYF0URTH: 🐣: Ping's gotta go. I hope everyone go back home safe. Please beware of the rain. it's raining everyday, you may get sick…	1427582055559221253			1.5964378053993595e+18	['1554405501471191040']	
1596463656539037696	Normal life is over in the UK.  Am going to give my children and grandchildren a special Christmas as really think it will be their last. https://t.co/uUI8irKlo3	153402106		1.5964618245093704e+18			
1596463658183585794	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	2236377279			1.5962501084331459e+18	['914588454']	
1596463658691100672	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	103876566			1.5964504342854738e+18	['900669223122472960']	
1596463658699485185	RT @jltjavier: Got to steal a few portraits of Belle Mariano and Donny Pangilinan after the premiere of #AnInconvenientLove a few nights ag…	1427130079755128832			1.596456396484391e+18	['39937594']	
1596463659517100035	"RT @zoeharcombe: The origin of SARS-CoV-2 matters. A lot. 
We need to fully understand what happened to ensure it doesn't happen again.
htt…"	1463113079156207616			1.5960871968132628e+18	['30623732']	
1596463659815170048	RT @JonesHowdareyou: Disappointing to hear Ben Knight on ABC warking on about how Daniel Andrews is hated b/c of how he handled the pandemi…	1919378978			1.596394333175173e+18	['198296897']	
1596463659911639041	"RT @FurnessColin: Thank you, City of Burlington, for temporary masking for municipal workers. 

Same at a health club near me &amp; I'm hoping…"	1490471515439218688			1.5962688004750172e+18	['1321666042784043008']	
1596463661156950016	RT @Nurledge: Pure propaganda -- even plugging nano-lipid particles, I'd like to think in the future writing something like this will be a…	1668450684			1.596460230116008e+18	['1117935575674134529']	
1596463661865996288	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	126695224			1.5959077993047654e+18	['1108431749820882947']	
1596463661966823424	RT @jilicious: Covid-19 was LEAKED from a lab, Lancet wouldn’t publish due to it “not being in the public interest”. Reality is it wasn’t i…	480660323			1.5962453197420216e+18	['19200580']	
