tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596461573933273090	Great to see @CamCavendish exploring this critical issue of economic inactivity in today’s @FT, drawing on our work with @racheljanetwolf @SchwitzerEd @ScottCorfe @megcprice https://t.co/mHK80MkFyD	257387958		1.5964300432739205e+18	['292907121', '18949452', '1074546476', '1423562799297568774', '1285500360', '1136195652877258752']		
1596461574557995008	RT @PaulssonChris: @unitetheunion Nurses don't deserve a wage increase - nurses jabbed people with a very dangerous jab which delivers spik…	1525495342325805056			['1553043086632173570', '20593641']	1.5948684532147487e+18	
1596461574818078721	RT @innmichel1: Absolute grazy!	978626180			['2598168486']	1.5963495320399626e+18	
1596461575250280448	@dmuthuk all due to fake Chinese vaccines 😂	1257219997744549888	375369317.0		['375369317']		1.5963789035802665e+18
1596461576395329536	ALP rep on ABC is giving me the shits.  She's trying to explain that the current Covid policies are enough.	1489951					
1596461576940179456	"RT @hugh_mankind: 😲 mRNA Everywhere, Including Breast Milk and in Various Secretions: We Don't Know If or When It Ever Leaves the Body

""We…"	1085928411485388800			['256057148']	1.5944527202362122e+18	
1596461577900724224	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	29105281			['124461963']	1.5962593752319508e+18	
1596461578056241152	RT @JamesMelville: “It’s pretty clear young people don’t get sick from the disease very often…we probably, if we knew what we know today, w…	1021094507553714177			['20675681']	1.5964283683914793e+18	
1596461578102411264	The bottom fell out of her knicker business ? https://t.co/RZOykT1crW	2647885584		1.5964470231163617e+18			
1596461577972371456	RT @PaulLewis: Michelle Mone told HSBC that she and her husband “advised” ministers on procurement and complained that the freeze on their…	2810138524			['27676108']	1.5964481888899932e+18	
1596461578353778688	RT @CWUnews: WTF. Honestly, some of the Royal Mail managers need to have a long hard look in the Mirror.	118044364			['317691569']	1.5961108554305004e+18	
1596461578521808898	brilliant thread! https://t.co/KCpKCQXLy6	944128278037610496		1.5962430017347502e+18			
1596461579847204864	RT @catllc: @1goodtern I know someone who has had covid 2x, whooping cough 2x and flu. All within the last 9 months.	1249739746441601024			['1403277871', '960817018193764352']	1.5964349301789573e+18	
1596461580786466818	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	2970252568			['1552407495255199745']	1.5964351920208773e+18	
1596461581306843138	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	2891664787			['19638752']	1.596239466779226e+18	
1596461581550112773	"RT @danaparish: My friend’s mom —74 years old— has Covid &amp; MDs will not Rx Paxlovid for her because “it’s not that severe (yet).” 

I hones…"	1129161426830888960			['89243448']	1.5963733192294564e+18	
1596461581604646918	RT @AmeliaBee7: Might be worth reminding the Dan haters that, if Morrison had done his job (the one he was elected to do) and ordered enoug…	3467641215			['3071275561']	1.5961231227253187e+18	
1596461581667536896	"RT @MediaAnalystOz: The media refuses to accept that many Victorians *began liking* Daniel Andrews during the COVID lockdown years

He save…"	4837928815			['1382912376597479427']	1.596409601376678e+18	
1596461582384783360	"RT @docrussjackson: UPDATE: 

#Brexit has cost us £200 billion, so far, &amp; thanks to our free-market obsessed Govt, #coronavirus a further £…"	1580990436482682881			['2813049204']	1.3679312618394378e+18	
