tweet_id	text	author_id	in_reply_to_user_id	mentions	replied_to	retweeted	quoted
1596521123357011969	More vaccinated deaths than unvaccinated deaths from covid (US) https://t.co/tBfSx54xMY via @YouTube	1162976554961559554		['10228272']			
1596521123579330560	@Sunnydaysahea @JamesApps3 Statement he had seen a rise in sudden deaths clots etc. Now nobody knows what bodies he has had through his doors . However the   required medical stats show NO rise in sudden deaths or clots !!! Infact it's behind the five yr average . As such we have one link COVID came	36510981	1.482346911994626e+18	['1482346911994626049', '743919975400890368']	1.5959120493723034e+18		
1596521123881287680	@har26606511 @Denlesks @RealJamesWoods You need a new pharmacist,  you can get covid every few months with the new variants,  no immunity with other variants .	431720535	1.452387859332313e+18	['1452387859332313101', '2703181339', '78523300']	1.596516647988347e+18		
1596521124124585984	RT @thevivafrei: Virologist Dr. A Oveta Fuller, who was “instrumental in the emergency authorization of the COVID-19 vaccine” dies after “b…	43637720		['96906231']		1.5965126998607913e+18	
1596521124770500610	RT @1goodtern: Our government chose to deliberately and methodically infect as many children with SARS-CoV-2 as possible as many times as p…	346299251		['960817018193764352']		1.5964510133678449e+18	
1596521124908744704	"RT @uytimes: (1): A large scale protest broke out in Urumqi against the strict lockdown following the death of 44 Uyghurs in a fire. 
Accor…"	831529239753134080		['1277982133772906504']		1.5961921025550828e+18	
1596521124749139972	Our ONLINE chat user just found 32 Mortgage #Rates for £200,000 over 25 years - view them here: https://t.co/YBQsu6QKte	57356654					
1596521125257031682	"RT @JamesBradleyCA: As of August, almost 60% of Covid deaths were vaccinated people PER CDC.

Can we please stop it with the constant tv ad…"	1300226793748615169		['1112724144427139072']		1.5961196852122993e+18	
1596521125609377792	"RT @songpinganq: JUST IN - Police in hazmat suits fired a live round at the COVID protesters?
Sorry, l am not a gun expert. https://t.co/Id…"	2381944916		['1374317368361447434']		1.5962870497027727e+18	
1596521125667741696	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	17667206		['1626294277']		1.5963771536956703e+18	
1596521125718392833	"@nailer76 @gorskon Yes actually. If you knew anything about the history of vaccines you'd know *most* vaccines don't induce sterilising immunity preventing you catching it.

These vaccines absolutely do cut transmission."	1377272365	1.4106701960172175e+18	['1410670196017217543', '85227160']	1.5965185627594097e+18		
1596521126049746944	"RT @RealJamesWoods: “Chestfeed” 

This is from an actual Department of Health. #Madness"	784202405193875456		['78523300']		1.5965166241938145e+18	
1596521127836545026	"RT @sailorrooscout: Them: The COVID-19 vaccines don’t work. The majority of hospitalizations/deaths/infections are fully vaccinated. 

Me:…"	59514829		['3140868280']		1.5961740736120914e+18	
1596521128025272320	RT @terrychristian: Negative effect of Btexit even 3 years ago pre Covid 19 pre Ukraine war. Even more money has since disappeared from UK…	589083524		['18063173']		1.5964750835220152e+18	
1596521128163684354	@RealJamesWoods It should have always been a choice. Have you seen the Died Suddenly documentary? Have a barf bucket near you. Myocarditis and blood clots. Horrific disgusting blood clots. The vaccine is dangerous.	1476093250096316420	78523300.0	['78523300']	1.5965153365722767e+18		
1596521128218230784	@schultzfoo Lol because I call you a fascist I've got issues? Do you agree that forced masking and vaccine mandates were a type of fascism?	1556689957531652096	389062428.0	['389062428']	1.5963564339056026e+18		
1596521128910278658	Well, all we just REALLY know at this point is that this is why each and every single person out there that is STILL eligible for those vaccine and booster shots should just go out there and get it done RIGHT NOW as we are STILL facing a looming threat of just yet another....... https://t.co/L8YGnA98pf	1060360467519078403					1.5964738448473457e+18
1596521128721145857	"~Black Friday, Cyber Monday divisions blur as shopping habits shift~
https://t.co/TJmR7U21nb
#News #Information #Business #Travel #Food #Sports #Cricket #Student #Health #Infotech #WFH #Marketing
 
    Breadcrumb Trail Links   PMN Retail &amp; Marketing   PMN Personal Tech   P... https://t.co/uAfXsEfTMX"	1571532426748506112					
1596521130650931200	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	1066773266822586368		['900669223122472960']		1.5964504342854738e+18	
1596521132177649664	RT @CanadaFreedom18: No one has spread more covid disinformation than Trudeau. Till this day he claims that the mRNA injection stops you fr…	1260003199		['1481725971111809029']		1.5962356092108636e+18	
1596521133117173760	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	586195164		['78523300']		1.5965153365722767e+18	
1596521133410750469	RT @BBolander: walgreens vaccine webpage giving me fucking riddles when all i want is a booster https://t.co/TqP6Caqqkh	167162056		['84966500']		1.5962159150788977e+18	
1596521133859377152	RT @_Janey_J: ‘In early 2020 after the lockdown, people were being admitted to hospital and dying in large numbers - I think they were bein…	843893009292955648		['1538833303863713796']		1.5964949489245512e+18	
1596521134153175042	"RT @h0memadetweets: ""We will abolish every Biden Covid mandate, and rehire every patriot who was fired from our military with an apology an…"	1373022567708119044		['436076121']		1.596389236969599e+18	
1596521135042367489	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	262902044		['1552407495255199745']		1.5964351920208773e+18	
1596521134362886144	@DaRealMiniToon It going to be really sad that piggy is going to end but there is still one more update and I will play it one more time and minitoon you have been an amazing and awesome man and have made people happy during the pandemic all this years. (1/2)	1517892447103193088	1.2367576894110638e+18	['1236757689411063808']	1.5960022956109988e+18		
1596521135562444800	If you ever wondered why Ayn Rand was a blow hard about altruism? Because of people like this.. https://t.co/nzBgf2lqV6 https://t.co/6ft2PxoWng	418350569					1.5783884788611154e+18
1596521136367751169	"RT @hugh_mankind: Australia Quietly Recommends AGAINST ""Updated"" C19 Vaccines

Health Minister Mark Butler said the Australian Advisory Gro…"	1083806791970914305		['256057148']		1.5958830924719555e+18	
1596521136270938112	Less-than-deadly COVID-19 surge this winter.  OK?  This is STILL a whole motherfucking lot of serious business, man.  I don't want ANYONE out there to feel sorry for themselves for not taking those shots just sooner rather than later when they find themselves......	1060360467519078403	1.0603604675190784e+18		1.5965211289102787e+18		
1596521136367759362	RT @RepThomasMassie: End your autocratic vaccine mandates on front line workers.	1509594465647923201		['975200486']		1.5964569439329567e+18	
1596521137722511360	RT @PierreKory: More vaccine commercials masquerading as news stories. They will never stop. Only good thing is how many people can spot th…	1153407767924957184		['2163723997']		1.5961443547748884e+18	
