tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596462878336626689	What does it say about Tory incompetence that Sunak says the Govt cannot afford to bridge the 20% deficit between the real pay of nurses in 2010 and now? Where has the money gone? (Please don’t say COVID. Brexit has cost country twice that. Not to mention plain incompetence.) https://t.co/RUsBGYSm65	221347104		1.596051143607685e+18			
1596462880890966018	@SKD1884 Covid’s a runner here. A few other symptoms but so mild you think you’re just a bit under the weather so don’t even bother testing, but pissing 30 times a day? Seen a few say that who had it recently.	228706018	1.3355669338324419e+18		1.5964576859560591e+18	['1335566933832441862']	
1596462882224734208	"RT @SheffieldUnited: From humble beginnings to the biggest stage. 

The Senegalese striker takes us to the park he trained at during lockdo…"	1594572183237451779				['63463538']	1.596428548813648e+18
1596462882325078016	RT @GeorgeBludger: Hey Cookers, we rigged the election! Through the vaccine chips we injected everyone with we remote controlled their vote…	1213394005787983872				['317532503']	1.5964388475664015e+18
1596462882400542720	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1520720663484510208				['21947445']	1.5962571726395802e+18
1596462883117883398	"RT @prof_freedom: 10 Minutes Covid Madness.
Never forget. 
Please retweet to hell. 
Thank you 🙏 https://t.co/ioWOiuEga7"	1105941085526855680				['1252542024299012097']	1.5288232109632635e+18
1596462883323494402	"Corona - I Don't Wanna be A Star (Lee Marrow E.U.R.O Radio Edit)

💙👌🙏💙 https://t.co/yX2G9GRDtJ"	1458497538680623114					
1596462882421891073	"@AshishKJha46 I've had 000 shots...
COVID mRNA experimental
CRISP R gene mutation 🧬🧬

And I'll never get any COVID
Bill Gates 💉

I say vaccines kill people
0 days to 6 years !!!
⚰️⚰️⚰️⚰️⚰️⚰️⚰️ Dead !!! https://t.co/fqIipdpEFp"	1531714732742303749	1.5118117172270735e+18		1.5954697020166963e+18	['1511811717227073541']	
1596462886268055552	"RT @DeghiBear: @Xx17965797N Supposedly, you can:

1. Have this virus and have a wide range of symptoms 

2. Don't have this virus but have…"	1643184570				['295180545', '1552407495255199745']	1.596455688280367e+18
1596462886666149888	RT @jltjavier: Got to steal a few portraits of Belle Mariano and Donny Pangilinan after the premiere of #AnInconvenientLove a few nights ag…	1463808013421010947				['39937594']	1.596456396484391e+18
1596462887320653826	"RT @songpinganq: CHINA, Xinjiang Province.

A massive COVID quarantine camp about to finish its construction.
It has more than 10, 000 quar…"	1518670121866338304				['1374317368361447434']	1.5771970431391089e+18
1596462887425675265	RT @BobWilk73230025: If you need a jab to be protected against the virus, and a jab to boost it, and another three jabs to boost those, but…	1541333085152616450				['1528966033284993026']	1.5963707276949176e+18
1596462887681548291	RT @alextopol: Sorry but a man dressed up as a woman wanting to read books to little kids about boys and girls dressing up as each other is…	1471567911986900996				['40622802']	1.59642779322667e+18
1596462887736074240	RT @Janebon34813396: Vaccines delivered by chemtrails in Australia 😳🤢 https://t.co/iyRv2BqFGr	1307257018131140620				['1445114742943764486']	1.5960233713718764e+18
