tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596504197666836480	"@CaptJamyl SMEs
https://t.co/Gba9ZJRRpu"	1023022824330588160	9.676985135041536e+17	1.5950560006920233e+18	1.5964837708862587e+18	['967698513504153600']	
1596504197855608834	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	1349372148436135936				['914588454']	1.5962501084331459e+18
1596504198257860608	@JaimyRM Just got tested positive for covid	1377946587968589827	1.527117495886291e+18		1.5963752116116726e+18	['1527117495886290946']	
1596504199034200065	"RT @AlexBerenson: Also, if you are NOT up to date on your vaccines

And you do zilch if infected 

Your chances of surviving COVID (why the…"	347269879				['87679233']	1.5964958886369894e+18
1596504199197773827	RT @petertherin4: @KieronMoyles Be carful what leftie conspiracy theories you spout, there’s an inquiry on going atm and I’m sure the facts…	1516014074				['1383357110285529092', '124461963']	1.5964313303755162e+18
1596504200417976321	RT @ScottAdamsSays: Unlike American oil that causes climate change, this Venezuelan oil is green as can be. Some say it cures Covid when ru…	898651141				['2853461537']	1.5961514703025848e+18
1596504201248415744	A new study suggests that around one in eight older Canadian adults experienced depression for the first time during the pandemic. https://t.co/2Cc9yvTbuz	1199697403181518848					
1596504201508827139	@WhiteHouse Or take the blindfolds off and do a little research https://t.co/DKT1MyaAUG	1421258695732826115	1.3237302250673398e+18	1.596242318792614e+18	1.596232279562625e+18	['1323730225067339784']	
1596504201114583042	Hey TO! Heading out this weekend? Pop by one of our mobile vaccination clinics for a #COVID19 booster dose or #flu vaccine. We'll be at the following locations today – more info: https://t.co/LVKdIsyjjj https://t.co/bnQGQUMMj1	22562961					
1596504202896809985	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	778635981058547714				['19638752']	1.596239466779226e+18
1596504203576369152	RT @terrychristian: US Wall street financial experts pointing out brexit as the reason for the weak pound , not Covid or Ukraine https://t.…	242486234				['18063173']	1.596475356696961e+18
1596504203945451520	These people are insane!  They are willing to go to the most illogical extreme!  I’m guessing it won’t be long before the un-vaxxed start disappearing…. https://t.co/bdBN4Fb8B2	1498339171907379200					
1596504205207945218	@lab_1918 @SciSenseii @hodgetwins So you have no issues with the documentary that is claiming people are dying from the vaccine yet the people they claim to have died aren't dead and some weren't even vaxxed? Facts over feelings. You're being duped.	64640355	1.591818893416448e+18		1.5963317956031365e+18	['1591818893416448000', '1559235685722140672', '18584875']	
