tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596447358874976257	@SecretaryPete You are a member of Klaus Schwab's young leaders program. YOU ARE SHABBOS GOY. Below are links detailing the bioweapons program that underpins the AshkeNAZI J€₩ Covid narrative https://t.co/S1K1vvilzk https://t.co/z9ElO9UB7l	3236489029	1.3569585476035133e+18	1.5964171577009316e+18	1.5948428150661816e+18	['1356958547603513346']	
1596447361034764289	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	1016308675				['28197128']	1.5962430017347502e+18
1596447363803086848	RT @Dylan_Housman: NEW: Emails reveal Fauci and associates were deeply concerned about COVID escaping from the Wuhan lab they had funded in…	3059366003				['2193399722']	1.5963047709142262e+18
1596447364101058560	"RT @sinrrrun: People keep forgetting medical professional that man the PPVs = reduce of medical professional in hospital/clinic setting 

D…"	1011210019				['258017371']	1.5963741714997617e+18
1596447365527134208	RT @TheJikky: Oh wow the @ABSStats are so embarrassed by the massive increase in deaths associated with the COVID vaccine rollout they have…	1094535902267953152				['1587714804004794368', '172532664']	1.596351684179284e+18
1596447365799759878	RT @mojonewsau: The tourism and entertainment sectors have undoubtedly taken a hit post covid. @ConorFowler5 takes a look at how the events…	42339465				['266991340', '1369826552297353217']	1.5964458570369638e+18
1596447365887852544	RT @songpinganq: BREAKING: People in Beijing taking to the streets and chanting: ''Say no to COVID test, yes to freedom!...'' https://t.co/…	70351584				['1374317368361447434']	1.5964290397487432e+18
1596447365887467520	Heads Up: A mask makes you feel less impotent. #COVIDIsAirborne #SexyMask #StopTheDrops #FaceCondom #SnotStopper #ShaverSaver #CoughCamo #StoryIdea #MedTwitter #Urology #OBGYN #CovidNotYourWife #CovidBeYoLife https://t.co/0mIY7WZzEI	770765728228126720		1.5963232734402068e+18			
1596447366407770113	"RT @kentish_made: If the following has really pissed you 
off this week then I think we should be friends.
1. Michelle Mone and the great P…"	354411202				['2980435755']	1.595911876541563e+18
1596447366705561601	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	216457797				['28197128']	1.5962430017347502e+18
1596447367058067461	RT @MeddygLou: 26/ More on the brain: MRI changes show more generalised shrinking of the whole brain - something which happens normally wit…	15523288				['577500383']	1.5851564245226824e+18
1596447367187689472	"HIRING Online Surveys - Work From Home 
 🤑 Training Course 🤑 #remoteworking #officespace https://t.co/L7bn0yqBYY"	1556377428976623616					
1596447367691399168	RT @WhoWeAreNowUSA: This is all so true — “Desperate covid #longhaulers turn to costly, unproven treatments.” For my family’s loved one, th…	463162523				['1519161622077624327']	1.5963284942749082e+18
1596447367695593472	"Top story: @hiha_awards: 'The award winner for the COVID 19 responder-individual is Ssekajja Christine Wiltshire 

@MinofHealthUG
@WHOUganda 
@XtraordinaryMe1

#rebuild #innovation #creativity
#HIHAEVENT2022 ' https://t.co/3LqQaunLHd, see more https://t.co/8L0BRrl6fz"	19642373				['1226755177522368512', '2882328382', '2599562040', '1181273653868150784']	
1596447368420786176	"RT @AngelaRayner: The Tories have written off £10bn of your money on unusable PPE.

The storage of inadequate items is still costing you £7…"	1593580536919908355				['222748037']	1.5960599267530834e+18
1596447368546684929	RT @Jasper_Nuyens: @YouAreLobbyLud @CrabbBrendan Wearing a good mask indoors is an act of love to protect everyone from dangerous effects o…	1425742000867868676				['15538243', '1238949674989416449', '2341433004']	1.5964461823180022e+18
1596447370077782016	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	995405426375254017				['914588454']	1.5962501084331459e+18
1596447370979311616	"""My friends and I have always believed that e-cigarette pneumonia is COVID-19, and now an authority has finally confirmed that our guess is correct.
#COVID19
#COVID-19
#COVID
#Omicron
https://t.co/1y17pCNMHD"""	1583237395989815296					
1596447372699123712	"@lanrehussain @MooAkee @Bario_O Ebola is in a class of its own. I pray it never become epidemic talkless of pandemic. 
In 1982, $2M was made available 2 a 9jan prof. 4 ebola research but he did nothing for 27 years when he wrote that bitter cola is the antidote 4 ebola.
9ja has good surveillance scientists now"	222275348	298338238.0		1.596444780040708e+18	['298338238', '2211862121', '242299055']	
1596447373194301441	That thing dey inside black skin https://t.co/xRfNwR1KlH	169529829		1.5964417908649247e+18			
1596447373773131779	RT @songpinganq: BREAKING: Police in China's Urumqi city firing live rounds at the COVID protesters now! https://t.co/gwb8eyOAc5	1561722392497381377				['1374317368361447434']	1.5962573958143222e+18
1596447375966470144	"RT @david_r_morgan: What I'd do on my first day as Prime Minister.

1. Declare the WEF a terrorist organisation
2. Repeal amnesty for vacci…"	1449786569825689610				['1108431749820882947']	1.596326117668946e+18
1596447378743386112	RT @chasity2222: #NCVIA 1986 #Fauci help implant this bill ZERO liability to all vaccine manufactures research this rabbit hole vaccines ro…	1487231289497370624				['1518995658526633988']	1.5871541110274458e+18
1596447379880017921	"RT @carolvorders: Oct 25 
RISHI SUNAK
I will unite our country not with words, but with action. This government will have integrity, profes…"	1280499288678838273				['175420754']	1.5959050442970235e+18
1596447380131528705	RT @David__Osland: If trade unions were in any way responsible for the waste of hundreds of millions of pounds on defective PPE, you bet th…	27841516				['3407247983']	1.5964444234825318e+18
1596447381041602561	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	571864971				['124461963']	1.5962593752319508e+18
1596447381708763137	RT @BLUEfingers2021: Victorians today have thanked Dan for all his hard work during the pandemic. #ThanksDan ❤️	958622705778966528				['1349523281854881793']	1.5964355131790172e+18
1596447383256461312	"RT @NewMillPaul: Did I tell you about the time my son failed his driving test for the second time?

He was really upset, so trying to be a…"	1082384031168245760				['1160306562663165962']	1.5958698356233748e+18
1596447383822700544	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	26751285				['1549164560204038144']	1.5958477944677827e+18
1596447384443424768	RT @_thesunflower01: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the ret…	1694144438				['1463511215964053516']	1.5964086356761395e+18
1596447384703492096	RT @Ann19851873: @MarcTennant As sad as it is, would these people have passed anyway? Covid or no.  Flu/age/co morbidities accounts for mos…	909560101				['1374497646820220937', '2180874848']	1.5963193962802954e+18
1596447383511973888	Saturday😉😉 #France #musiclover #SalutLesSalauds #recordingstudio #madeinfrance #BreakingNews #free #love #Paris #np #music #guitars #Producers #Musica #radio #Video #news #photo  #WANTED #COVID19  #Pfizer #Raoult #QuelleEpoque #partytime #Perronne #Covid #MotionDeCensure #zob https://t.co/1ab355knom	94229052					
1596447387505115136	RT @JamesRoberts_: Neil has been very clear about this.	852245044157448201				['27036258']	1.5964198317498122e+18
1596447387685457920	"RT @ukiswitheu: Gove's car crash interview about Michelle Mone's PPE

#ToryCorruption https://t.co/M5sH5pgwpT"	3302631917				['1278401163373707267']	1.5957003327509463e+18
1596447387790512129	"RT @Mbridget21: Those who have stood up to Dan Andrews - enjoy a champagne 🍾 for your efforts 

Those who didn't - enjoy buyers remorse 🛍️…"	1369209214132875269				['25056022']	1.5964327643999478e+18
1596447390151905281	RT @leenvervaeke: Chinese netizens filling WeChat with angry messages condemning deadly fire in Urumqi (rescue possibly delayed by covid me…	1411726710				['259242107']	1.5962059466900767e+18
1596447391053406209	RT @Dylan_Housman: NEW: Emails reveal Fauci and associates were deeply concerned about COVID escaping from the Wuhan lab they had funded in…	32609686				['2193399722']	1.5963047709142262e+18
1596447391372218368	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	284294835				['337808606']	1.596242318792614e+18
1596447391905120256	RT @DJ_ULTRAMAGA: An attorney for the FDA said that the agency merely offered suggestions not to take or prescribe ivermectin, deflecting t…	1076709293267783680				['1595599896165457922']	1.5964339553344307e+18
1596447392773152769	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	1399664967557730304				['2382229472']	1.5961965709778248e+18
