tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	quoted	replied_to
1596354290972786689	@AVA_airasia can you please tell us guidelines for flight from LOMBOK to New Delhi via KUL. Do we still need vaccine certificate or RT-PCR test as Govt of India has scrapped Air Suvidha.	510030497	179379726.0	['179379726']			
1596354291983618049	u can test positive up to 90 days after infection, it tests for antigen(?) markers not actual virus https://t.co/AHqeY0v51i	1399660838676361218					
1596354292662796288	RT @DrRHoneyman: My young child got everybody in class to wear a mask after making a simple poster explaining the benefits to us all, after…	965766084849819648		['1296524477770207232']	1.595937666134311e+18		
1596354293346377729	@yoshkapundrick @JaneJohnsonBakr @MonicaGandhi9 There are no differences in bio markers in people who had Covid and those who did not have it, which leads me to a conclusion that it’s mostly psychosomatic.👇 https://t.co/IT66oRCWlK	1334977899573760003	8.525536850369741e+17	['852553685036974080', '181680003', '1255393579507351554']		1.580270812380033e+18	1.5963412754892308e+18
1596354293791162368	RT @DrewPavlou: Innocent Uyghur families burned to death today because China’s insane COVID Zero policies meant all exits to their apartmen…	320703202		['1133510366422392833']	1.5963115729260503e+18		
1596354293988204546	"RT @ChrisWNunn: If your vaccine works only if others also take it, your vaccine does NOT work. 

If your mask works only if others also wea…"	1494435450722959360		['1559343667944587271']	1.5963376801024983e+18		
1596354295339061248	"RT @DevilD0g_: 🤔Sirrka Goebeler of the Finnish Institute for Health &amp; Welfare says Covid deaths OVER REPORTED by 62%

🧓🏻The average covid d…"	3296318473		['1587522565739843585']	1.5962364871624622e+18		
1596354297599610881	RT @UNAIDS: On the International Day for the Elimination of Violence Against Women, UNAIDS is calling on the world to unite to end gender-b…	938787730368204800		['19177501']	1.5960749910530662e+18		
1596354297704611845	"RT @jimmyjames_di: In southern China, residents revolt against COVID-19 controls

https://t.co/y837vvZ0zn"	205371115		['925931504118706176']	1.596348244040495e+18		
1596354298560278529	RT @danielgoyal: So let me get this right. From a £203m PPE contract awarded to a Tory Peer’s business partner, £122m was lost on useless,…	1544848286204534784		['1421835080813666306']	1.5960481016888689e+18		
1596354298878779392	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	2945834340		['833100331']	1.5961151268093993e+18		
1596354299302449153	RT @black__dubIiner: it also makes your vaccination record pretty easy to access if you ever need it for school, work or travel and in most…	28055175		['823384899449212933']	1.596141705761239e+18		
1596354299747094529	RT @familyp1231: #photooftheday #PHOTO #photographer #photographylovers #photography #dog #dogs #dogsoftwitter #workingfromhome #FridayVibe…	21428922		['761922356763701248']	1.5961882289437696e+18		
1596354300506431489	@Kon__K 2…is moronic. It’s clear you’re as dumb as a dish cloth, like most people who vote Labor or Greens, but surely even your tiny intellect can detect there’s a whole lot of grey area between “let it rip” and “lockdown like a raving lunatic &amp; destroy the city” #Vicvotes22 #VicVotes	1124611939517120513	1.1246119395171205e+18	['238575113']			1.5963532909626122e+18
1596354300879380480	Well if you all want to know, I believe I have gotten over covid 19, it was terrible to have but at least because of the vaccines I didn’t have it as bad as it could of been, sadly still have a cough but I think that is the last of the virus I have now, well that I am tired af,	377275176					
1596354303249174528	"RT @Funkytown_01: @Serenityin24 America was doing great under Trump. Booming economically... making a come back after Covid... 

Musk voted…"	1579976278999973889		['1506887575587463169', '1499860649232551942']	1.5963518435204997e+18		
1596354303564091394	RT @LauraMiers: “Wyoming’s rate of 6.0 nursing home resident cases per 100 residents - the third-highest rate in the nation -  is up from t…	388602710		['170280910']	1.596223274845102e+18		
1596354303618600961	RT @thevivafrei: Go to hell, Pete.	1345530501008945153		['96906231']	1.5962907409041572e+18		
1596354303601483777	"@actormanojjoshi A Canadian citizen Akshay Kumar donated 25 crores for COVID relief

An Indian citizen Rana ayyub scammed 1 crores from Indian citizen in the name of COVID relief fund

Nationality is not the criteria of trust, its the intent matters"	1248985643117576194	2409917995.0	['2409917995']			1.596098414286377e+18
1596354303681531904	"RT @Anti__Globalism: Other than believing the relentless gaslighting and fear campaign..

Why would anyone get the so-called ""vaccine""?"	1415126228684713986		['1551015498636070912']	1.596336793762558e+18		
1596354304364929024	RT @B52Malmet: How many different ways can we say people can not wish away a pandemic because they are sick of it?	1262987183570518016		['2876041031']	1.5962812570168566e+18		
1596354304725913601	"RT @tdclancy: @CrabbBrendan On ABC Sydney this morning there was an outcry about 2000 deaths annually due to melanoma. 
How can this be con…"	951748957272600576		['188122471', '2341433004']	1.596285424473092e+18		
1596354304637472768	@AndyBxxx Tysm Andy for all your hard work! Do you see any evolution in the zero-covid policy? Is this really sustainable given that nature is the opponent? Truly admire the effort though. Ty and stay safe.	1568911444556783617	23499976.0	['23499976']			1.5963463720974787e+18
1596354305300340736	"@nb_covid_info Yes, and tonight I came across another indicator that doesn't bode well:  In the last few weeks the % of reinfections is rising in Israel, where they have BQ.* which we have rising here in NB too.  Reinfections are also rising in NZ and Romania.

https://t.co/iBs1l6ylvf"	1198935274186776577	1.4381745821464904e+18	['1438174582146490372']		1.592830665611182e+18	1.596133609995395e+18
1596354305300131840	"@juliefig45 @davegassert @rajna05334161 @SteveOjosAzules @LayahHeilpern That's not what Pfizer said. They said *their* trial didn't look at effects on transmission. But many studies after vaccine roll out *did*, which is what the many statements on reduced transmission were based on. Pfizer's trial was irrelevant to that:
https://t.co/pxvwJWncth"	1429261284466323464	3245489649.0	['3245489649', '81637990', '1404042327941738501', '54435171', '455937214']		1.5818397916114657e+18	1.5963220930496061e+18
1596354305300500480	Did, did you even see what happened across the country with covid? https://t.co/uQG4ULYy54	51274577				1.5958380068494787e+18	
1596354306600583168	@michaelgwaltz Which policies specifically? Perhaps it’s Covid and other factors. What are Republicans doing to help with anything? Nothing, they just whine. GFY	825843680334344193	833673914.0	['833673914']			1.5961824297942016e+18
1596354307175026694	RT @Chesschick01: When was the exact moment you realized COVID was being used to manipulate the population?	34623971		['36134346']	1.596216988145025e+18		
1596354308429467649	@ColetteMandin If you wear a mask inside Costco then you can have a hotdog.. how we mask trained the little one before mask mandates took place .. idk maybe it will work on adults.	1562139919253913600	636649732.0	['636649732']			1.596153334725251e+18
1596354309523791872	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	28055175		['823384899449212933']	1.5961385313022935e+18		
