tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596487069907718146	"#novel coronavirus .UVNPP
https://t.co/NZ3diAS6Fz"	1555205444653957125		1.4107019225296814e+18			
1596487069869670402	@elonmusk @Rainmaker1973 Some government turd will still be pushing Covid shots.	1421879826365964290	44196397.0		1.5964393283388908e+18	['44196397', '177101260']	
1596487070263959552	"Tories run for the hills rather than face Labour over Michelle Mone and PPE
John Crace https://t.co/MO40QYiSuz #bbcaq"	595510017					
1596487070624927746	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	1473389829094268930				['95092020']	1.5964838459933778e+18
1596487070830465027	@loubug @simongrant1 @zippytonto @chrischirp It’s interesting that not one of you mentioned covid sequela. Covid is a vascular disease, it affects the entire body. Organ damage, brain, heart, blood clotting, strokes, even in mild infections and regardless of vaccination status. That is the true horror.	64670356	14952915.0		1.5963016760377754e+18	['14952915', '242865462', '23120043', '84035041']	
1596487071405076481	RT @MartinKulldorff: .@Facebook, @Twitter, @Google's @YouTube and @Microsoft's  @LinkedIn all censored accurate #COVID information from hon…	504397086				['2521469449', '1174426031010152448', '783214', '20536157', '10228272', '74286565', '13058772']	1.595780987635499e+18
1596487072105508866	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	1586829712021667843				['101852818']	1.5961731857830707e+18
1596487072684146689	RT @jan_dubiel: It’s really important we have a clear view of the impact of Covid on children as they start YR	2304548662				['763763238450425856']	1.5964859221783388e+18
1596487073456099329	Yeah … i see if Dan Mullen had left Napier a bad team vs what Willie T and Jimbo left Norvell to work with in covid riddle szn. He had to get his guys in there . Now you seeing fruits  of the labor https://t.co/grJ7zLp5lz	101441429		1.5963754292876616e+18			
1596487072059166720	"It took 2.5 years but finally flight companies (well, at least @Fly_Norwegian) have delivered a solid user experience to sort Covid country-specific travel policies.

To some extent, this should become a default step on every website for international trips. https://t.co/7flkUgYvpv"	9458622				['180295902']	
1596487075150196736	RT @LJPG_23: @NobodyImpawtant I’m in Northcote &amp; seen a bigger presence of Greens corflutes. I’ve always been a Labor voter up until this S…	2835005450				['1275677715048341509', '1413252179817754626']	1.596411095480402e+18
1596487075272036352	"RT @reece_dinsdale: SNOUTS IN THE TROUGH!!!
Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must…"	464966840				['834818979688546308']	1.5964331728829317e+18
1596487075268014080	RT @jenniferzeng97: Students in Nanjing Media College gathered to mourn victims who died during the fire in #Urumqi #Xinjiang, as well the…	1496915596943917056				['2313027666']	1.596482747702313e+18
1596487076756733954	"Think about warnings for mandatory yellow fever vaccine when you book a flight for Kenya or ESTA Application to enter the US. 

Usually these info are buried under optional pages and not part of the purchase funnel. This would such an impactful improvement for customers."	9458622	9458622.0		1.5964870720591667e+18		
1596487076677300226	RT @TrueNorthCentre: The Great Barrington Declaration set out to show the world that a significant number of medical doctors and scientists…	2351670419				['3664109892']	1.5963991021699113e+18
1596487077150932992	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1445803201345769473				['21947445']	1.5962571726395802e+18
1596487077432274950	"RT @DrEliDavid: .@elonmusk, what about reinstating scientists?

🔹@rwmalonemd: co-inventor of mRNA vaccine technology
🔹@P_McCulloughMD: the…"	341353417				['801203059359678464', '44196397', '39844876', '1465347964252180493']	1.5952049593727263e+18
1596487077637640192	@tallyben86 @PintsDrank @james_mccue Amstel &amp; Corona for me, Staropramen and Moretti in.	457564421	351749288.0		1.5964848604238316e+18	['351749288', '1538315524634992642', '49959520']	
1596487078753497090	RT @ScottAdamsSays: Unlike American oil that causes climate change, this Venezuelan oil is green as can be. Some say it cures Covid when ru…	1568401579715198979				['2853461537']	1.5961514703025848e+18
1596487079185334273	"RT @reece_dinsdale: SNOUTS IN THE TROUGH!!!
Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must…"	2312857383				['834818979688546308']	1.5964331728829317e+18
1596487079575289856	RT @GordonGChang: Any ordinary regime could make the adjustments to save itself. #China’s regime, however, is boxed in by three years of #C…	1586442251529502721				['151930383']	1.5963690399028756e+18
1596487079675977728	"RT @gokillingtech: In the same year, Covid deaths were reported at 1,813,188.
Covid = 1,813,188 deaths
Alcohol = 3,000,000
WHERE is the con…"	269090936				['1132508237629140992']	1.5964832514171208e+18
1596487079600746497	Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament and force her to pay back every penny. Agree? Join me and sign the petition now: https://t.co/JzIBg85uml	144482954					
1596487081089716224	RT @bemy10velyjay: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the retur…	1093382614600142849				['731900980862705664']	1.5964106757602222e+18
1596487081274097664	RT @tailorderg: Would see lockdown had its toll on Tyrone's figure. He found an old tank he wore at a party while getting ready to hit the…	1520663947149467650				['3008249864']	1.5964195588350976e+18
1596487081437663233	@mridenhour @Neoavatara Why?  Trump was doing everything we asked him to do before Covid. Why would you give up on a guy that took the arrows from the left being thrown at him for us?  DeSantis meeting with Ryan gives me doubt.	532578047	17858039.0		1.5964846795105649e+18	['17858039', '20729667']	
1596487082587090946	RT @PeterHotez: This coming Wednesday November 30 I will kick off the @ghcfiu @fiustempel global health conference with the opening keynote…	578254480				['593289567', '879765498480791553', '2364323498']	1.5964782532203889e+18
1596487083312680960	RT @ClareCraigPath: Jeremy Hunt giving us all a reminder of the political pressure the vaccine experts were put under to approve these nove…	1405250330590277632				['1302978006441492481']	1.5964754248714486e+18
1596487083677601792	@KieronMoyles Hancock personally introduced Covid-19 into the UK, didn’t seek expert advice just did everything his own way! What is true however, he’s more popular than a has been DJ	1032725885697306625	124461963.0		1.5962593752319508e+18	['124461963']	
1596487084466110466	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	427760524				['28197128']	1.5962430017347502e+18
1596487084411232256	RT @1goodtern: If Covid damages immune systems, you would expect to see an increase in the severity of outcomes of other infections.	929063291531309056				['960817018193764352']	1.5964273252978074e+18
1596487085325660161	RT @boneyardofnames: @christapeterso been studying scifi for most of my life and been studying the effects it had on 'science education' si…	814260175376961536				['4362173596', '292438708']	1.5957782148272865e+18
1596487085560586248	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1324129395955519489				['21947445']	1.5962571726395802e+18
1596487085497761792	When will the tax paying public get a full run down of who supplied this PPE and what they were paid.  We must be entitled to that information as it is the tax payer who is paying for it https://t.co/FH2KqpEG23	474887617		1.5962501084331459e+18			
1596487086080671746	"RT @Eric_Schmitt: In the Fauci depo this week the court reporter sneezed. Fauci wanted her to wear a mask

This is the mentality in Nov 202…"	790027405				['101852818']	1.596193593785475e+18
1596487086903001089	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	315345713				['914588454']	1.5962501084331459e+18
1596487087313797124	RT @shirlpuzz: The Rita Ora pandemic returns https://t.co/KNskObPbo3	1234185391323992072				['1364507794599256064']	1.5964309550023598e+18
