tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596460619796217856	This is a great story, Wish my family in Gairloch were on Twitter @kaz_spence @Greynurseshark1 https://t.co/lVtBpMWWv9	467189990		1.5958698356233748e+18	['469709444', '1550011548675948545']		
1596460620693798912	RT @eyejosh: @JulianE95250219 @jeanid123 The BBC won’t mention this scandal because No 10 instructs the BBC - and No 10 knows that stealing…	18776046			['59305661', '1471933769049378827', '396011927']	1.5963150360995635e+18	
1596460620697980930	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	2355455646			['3407247983']	1.596149201657688e+18	
1596460621708800001	RT @juistheju: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return fli…	163082974			['4743145646']	1.5964192615847936e+18	
1596460622845444096	RT @jainty: The amount of money that Mone is suggested to have received from that PPE company would pay for each of the immune suppressed #…	1351954044235997185			['22478542']	1.5959550608523592e+18	
1596460623248101377	RT @BernieRandall8: 'Lady Mone, a Tory peer, referred PPE MedPro to the Cabinet Office in May 2020, five days before it was even registered…	23254726			['1269967012471717894']	1.5964498557438525e+18	
1596460624753864704	RT @penninevale: #Hancock responsible 4 #Covid VIP lane that gave away £Billions to Tory #cronies. All the cronies should have money clawed…	1142754157721468928			['431503395']	1.5964594684975063e+18	
1596460625596911616	"RT @MyGineration: We are apparently paying £770,000 per day to store unusable PPE.
WHY?
if it's unusable WHY ARE WE STORING IT????"	1673532043			['41312616']	1.5960629175893524e+18	
1596460626355884035	RT @supertanskiii: Michelle, I’m torn. Which is the best shade of lipstick to wear when (allegedly) pocketing £29m of taxpayers money for f…	933224665			['2732180892']	1.596152549840937e+18	
1596460627291095040	The Chinese reportedly let it burn, even as victims were screaming, supposedly because of the COVID lockdown. https://t.co/knt0fqA8dt	27033375		1.596213932821164e+18			
1596460628863918080	RT @CaraMia200: @Zoppy_McZop Meeting w/ #Covidiots cant have helpd. #Victorians were disgusted at #Murdoch politicisatn of #CovidVaccines.…	1573800344			['1573800344', '570410264']	1.5964605841400873e+18	
1596460629904457728	"RT @thephysicsgirl: Anyone who has/researches #longcovid, what would you want the general public to know about your experience/research?

I…"	1129161426830888960			['529126022']	1.596295752820568e+18	
1596460631015981056	RT @jltjavier: Got to steal a few portraits of Belle Mariano and Donny Pangilinan after the premiere of #AnInconvenientLove a few nights ag…	1255839959296012289			['39937594']	1.596456396484391e+18	
