tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	quoted	replied_to
1596407382003044352	Was a pleasure to give a talk at Hong Kong Geography Day hosted by @HKUgeography on my paper with @kayathiea - hostel frictions of backpackers living under lockdown #geogHK	2189641597		['1078103127704780802', '192857360']			
1596407383454281728	RT @ElAmerican_: Dr. Joseph Ladapo to Tucker Carlson: If It Was Known that ‘this Vaccine Would Increase Cardiac Deaths in Young Men by 84%,…	77608151		['1316523898989617153']	1.5962501263554232e+18		
1596407385312354305	"RT @Anti__Globalism: The Globalists want you to forget about the ""American Dream"" -- and our freedoms and economic prosperity ""pre-COVID""..…"	1575411759745212417		['1551015498636070912']	1.596388538127614e+18		
1596407386201268224	And we need to pay for it! https://t.co/ZNXn4dymqj	22668418				1.5962501084331459e+18	
1596407392543166464	"RT @ChirpyChet: @GOV2UK I mean you couldn't make this up:
PPE Medpro declines to say how it would repay millions if told to do so 

For the…"	613479938		['1494799852571607040', '1344256277518692354']	1.5962972708611072e+18		
1596407392962760704	RT @AbduwelA: One of kids who was died in the fire calling “dada, what am I going to do “. The fire in Urumchi killed ten Uyghurs, three of…	1312312066099691520		['1076925599074172928']	1.5961186883688284e+18		
1596407392673366016	"It's is a tragedy all right but this is being taken out of proportion by the western media because it's China and the west wants the 0 covid policy to end ..in fact fire deaths happen everywhere
https://t.co/MysbwcucJC
https://t.co/QLjwgbFCF3
No need 0 covid to have fire deaths https://t.co/42T7LuCMrE"	1441378701782831112				1.5963528364129198e+18	
1596407393444831232	RT @davenewworld_2: @theserfstv I've been going to the library since I was a kid. The pandemic lockdown is the only gap in my life where I…	184265070		['886398296146706432', '846411464885747712']	1.596262846526292e+18		
1596407393503842305	VACCINE-INDUCED TURBO CANCER: T-cell lymphoma can progress rapidly due to mRNA booster shot – https://t.co/tG83oOfpDf https://t.co/xV7jNCneQc	1349306688550133762					
1596407394543628288	"RT @PeterSweden7: ▪️The birthrates have mysteriously collapsed and nobody knows why.

▪️Excess mortality is now higher than during the pand…"	964079268899770368		['707231479047315456']	1.595883267466535e+18		
1596407395517104129	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	1266260057538191362		['28197128']	1.5962430017347502e+18		
1596407396225585152	"RT @griptmedia: A Mayo coroner has said the death of a young boy shortly after reeceiving a Covid-19 vaccine is a matter of ""significant pu…"	1475118024017461252		['1060579035170959360']	1.596099562950652e+18		
1596407396288827392	RT @DrVicFielding: This both-siding false-equivalency of community who did right thing against those who didn’t, also ignores WA Labor elec…	20494945		['139328853']	1.5964036929323377e+18		
1596407396951359492	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	3957103984		['28197128']	1.5962430017347502e+18		
1596407399140978688	RT @GordonGChang: Any ordinary regime could make the adjustments to save itself. #China’s regime, however, is boxed in by three years of #C…	1590233643439439872		['151930383']	1.5963690399028756e+18		
1596407399534850049	RT @ExposingNV: Lol. Anti lockdown group Reignite Democracy starting early with the “fraudulent election” conspiracies #VicVotes2022 https:…	464530974		['1426190049054396416']	1.5963784168274903e+18		
1596407400784797698	RT @mygxeve: i know it seems like the sk gov is coming straight for the boys, but it’s not a reason to in turn be ableist. active duty serv…	1010889377046761472		['1197490396911276035']	1.5961393188292772e+18		
1596407401435271169	RT @DrJBhattacharya: The censorship regime that this @bmj_latest article proposes in the name of pandemic response violates key civil right…	1374639838117367813		['1427361863830949908', '16949344']	1.5958790444444836e+18		
1596407405075607552	@igrPadua @abe22_ @spectatorindex Do you truly believe China gave accurate numbers for covid? Every single country follows almost the exact same exponential pattern... except one. China flatlines and poof covid never existed.	3384311434	3918646468.0	['3918646468', '2269482614', '1626294277']			1.5963784211979674e+18
1596407405407264768	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	1595678150985486337		['101852818']	1.5961731857830707e+18		
1596407406551932928	RT @amandalhu: Had a zoom meeting last night with some other COVID-safe parents and someone remarked in the middle: “Uh so, I have to say,…	746212346666704896		['118166719']	1.5958655620430275e+18		
1596407407437320193	"@lukedepulford hence ensuring zero covid cases/deaths in that area, despite all those unfavourable conditions.

a huge victory for china's zero-covid campaign."	24103060	2279301618.0	['2279301618']			1.5963872801552056e+18
1596407408703700993	"@JolyonMaugham Isn’t it time the National Crime Agency where given the authority to conduct an investigation into all Covid19 government contracts ?

There appears to have been a massive cash grab of tax payer money by many VIPs supported by government ministers if media releases are correct"	490190655	406842374.0	['406842374']			1.596052280989864e+18
1596407409131499521	"RT @awakenindiamov: https://t.co/BQULB7dNah
@yudhi12985 @truthwarriorInd @niswarth
@isidshukla @drchheda @NishaKoiri
Detox please... its no…"	1254618813821222916		['1481509513144717314', '1478041018805018624', '1555143953992650752', '115886011', '70091566', '136397664', '1261209418265485312']	1.5960218403546317e+18		
1596407410016813056	@whatthekasim That's when covid started. Not a coincidence imo	805577666631962625	2215048496.0	['2215048496']			1.5963778191601213e+18
