tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596434416406073344	"@timloughton 

A worthwhile cause for you to pursue perhaps? https://t.co/k20ttk74cH"	876561132756119553	108587399.0	1.5961530268884787e+18	['108587399']		
1596434417320435714	"RT @backtolife_2023: New mNRA vaccine shows promise for universal flu protection
Source: CBC News: The National (Youtube) https://t.co/Bhfr…"	1426535283961569288			['1109532876310302721']	1.5962539207241236e+18	
1596434417563537410	RT @TheRealKeean: Canada's most recent COVID update shows that 80% of Canadians have yet to receive a COVID vaccine in the last six months.…	1519001289132331009			['961134787']	1.596286679387865e+18	
1596434418067210241	"Enter 'measles' and 'rabies'. 

AGAIN, Parents, if you care for your children, say NO. https://t.co/llzEPeyqNF"	1222535265677242371		1.5963420833838776e+18			
1596434418289192960	"@JhaSanjay One found RSS bigger threat than LET. One found Hindu Terrorists. Has to apologise in Supreme Court for his lies.
Another dealt with Covid succesfully. Improved international ranking. No corruption charges
Take your pick, ladies and gentlemen."	4708723813	50943008.0		['50943008']		1.5963946713741025e+18
1596434419556175872	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	63696158			['914588454']	1.5962501084331459e+18	
1596434419778207744	"@afneil @mailplus Civil service not doing the elected government will no worker they throw tomatoes across the room in frustration. Now the majority we are told ""working from home"" it's a bloody mess"	222275138	136004952.0		['136004952', '872051453900328961']		1.5962314506131415e+18
1596434421086920704	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	994363040203202565			['21947445']	1.5962571726395802e+18	
1596434421212762112	PPE Medpro declines to say how it would repay millions if told to do so https://t.co/6WA2oknc4z	1553477453695401990					
1596434422470873089	"RT @as1z_: 2 years ago I was in the darkest place I’d ever been in &amp; was blackmailed out of the closet during the pandemic.

My life did a…"	1088966938603241476			['1316900366223552512']	1.5963023695784878e+18	
1596434423041658880	RT @StreamFor1001: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return…	773444160460296192			['1595329466309672961']	1.5964205189868052e+18	
1596434423331057665	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	1304563790579666944			['3407247983']	1.596149201657688e+18	
1596434423830183936	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	1529851824060219393			['833100331']	1.5961151268093993e+18	
1596434423842762752	RT @SRMHughes: I just published A Clarion Call About Long COVID https://t.co/f1wX7k85k5	2625684244			['523384471']	1.596340942105084e+18	
1596434424232660995	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	1148285146069655554			['101852818']	1.5961731857830707e+18	
1596434424396099585	RT @PaulSul74772845: @ladykate_kate @Diana5662996273 @rachelbaxendale @sumeyyailanbey @DailyMailAU @Channel7 @Channel9 @SkyNews @abcnews Pe…	3159385466			['1350274354240606208', '1263000078500761600', '1294745777407791104', '59660769', '515330012', '1960878613', '1093638847', '248568377', '7587032', '2768501']	1.596387377718911e+18	
1596434424635084800	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	14383675			['28197128']	1.5962430017347502e+18	
1596434425293803520	RT @JamesMelville: “It’s pretty clear young people don’t get sick from the disease very often…we probably, if we knew what we know today, w…	1054901143304790016			['20675681']	1.5964283683914793e+18	
1596434425499496448	RT @supertanskiii: Michelle, I’m torn. Which is the best shade of lipstick to wear when (allegedly) pocketing £29m of taxpayers money for f…	1019208652664770560			['2732180892']	1.596152549840937e+18	
