tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	replied_to	retweeted
1596533682881417225	Yay! Shawn's Cavalcade of Christmas Trees is back! https://t.co/ShQyNbfh0p	107886768		1.5963294984795832e+18			
1596533683070111744	If #liberals get their way, w/help from @FBI standing down on every known, pre-planned mass shooting to help push the “gun ban” narrative, this is how we’ll be living in America. Why do you think they’ve renamed places w/names of &amp; removed statues of our founding fathers? https://t.co/nwzZFhKojY	1511916148463489033		1.4801575174852035e+18	['17629860']		
1596533683422380036	@MrMarkEThomas @danielgoyal I suspect none of these people even know what the term PPE actually means.	91646329	2414682894.0		['2414682894', '1421835080813666306']	1.596528084685054e+18	
1596533683766562816	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1151249485			['337808606']		1.596242318792614e+18
1596533684017979393	RT @DrEliDavid: .@elonmusk, here's a list of top scientists suspended under the previous regime 👇	1166393718586277888			['801203059359678464', '44196397']		1.5965038312646984e+18
1596533684328628226	Anatomy of the PPE Procurement Scandal – Byline Times https://t.co/391qvq8ABB	251241037					
1596533684433088512	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	1086087914105106432			['833100331']		1.5961151268093993e+18
1596533686413168640	What have they done? #PfizerLiedPeopleDied #mRNA #myocarditis #Cardiology https://t.co/o4rZxooK6B	1544299883011739648		1.5962239475359703e+18			
1596533686685474816	"RT @TaNaishaJ: ""Soumya Swaminathan says the agency should have acknowledged #aerosol #transmission “much earlier” but is proud of work on #…"	1395389667059634182			['782313907']		1.5964976142495375e+18
1596533686853599233	RT @a_lil_bow: @shesinscrubs It’s insanely unethical for hospitals to not require masks during an ongoing pandemic. I’m so sorry ❤️	1268923514402324487			['1266478962940628992', '629841305']		1.596361098701439e+18
1596533687885389825	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1466111010134233092			['78523300']		1.5965153365722767e+18
1596533688044584961	"RT @hicksyalex: Petition: Launch a Public Inquiry into the approval process for covid-19 vaccines https://t.co/uR2rKm6PrI
4k, 40% to a gove…"	533679097			['1347792909312139266']		1.59646351826577e+18
1596533688468090880	"@Ketmend Joe I consider you a friend, but you are so off base here it's not even funny. I did a deep dive into vaxes long before covid. What I learned ismind-blowing. It is definitely ""centralized"" &amp; the evidence is overwhelming. Re CV &gt;more deaths among jabbed, myocarditis^^^."	325403700	8.725854599640678e+17		['872585459964067840']	1.5965215715729203e+18	
1596533689349201926	RT @MayorBowser: Residents have access to free KN95 masks, flu shots, vaccinations, boosters, take-home rapid antigen tests as well as a ne…	44702378			['976542720']		1.5964458545417093e+18
1596533689965428738	"@abcnews But Fremantle doesn't want them either.
Quarantine the plague ship, don't introduce even more virus for Xmas."	1112183338926661632	2768501.0		['2768501']	1.596491055557333e+18	
1596533690716545025	RT @USATRUMPMAN1: That was a waste of money since our govt was the spreader of misinformation	25492745			['1263604554110832645']		1.5965317411493315e+18
1596533690871709697	@HexieHex @bs_tolerance_0 @DiedSuddenly_ Really don't get your point. Your paper says the vaccine is safer than getting a Covid infection.	18838073	3133963079.0		['3133963079', '1078396735', '1577761560394665984']	1.5965251133309624e+18	
1596533691307929604	"RT @DrJohnB2: Association between COVID-19 vaccination and bullous pemphigoid: https://t.co/2c0z9l0Jyh

""The exact pathogenesis of bullous…"	1422234626227982338			['1400013985202704385']		1.5965324664366244e+18
1596533691815108608	RT @BenMazer: There seems to be a real increase in pediatric type 1 diabetes during the pandemic. The results illustrate a few important po…	247869059			['100102221']		1.5946973467510374e+18
1596533692775952386	"@JVER2ME I will:

Not wear a mask, unless I’m performing surgery,
Not pay for a single solitary implement of war,
Not have a conversation about climate without the word: chemtrails.

Evil thrives on both sides of the information lies."	164489087	900113336.0		['900113336']	1.596194579858223e+18	
1596533692939501573	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	107397918			['78523300']		1.5965153365722767e+18
1596533693514125312	RT @ItsAirplaneJane: Straight from the #WashingtonPost	1596352984383905792			['3041863823']		1.5958411255455457e+18
1596533693773914113	"RT @johnrackham82: COVID was a scam to transfer wealth from you to the WEF and its partners. 

Once you understand that, you know a lot."	1359193453368909825			['1552067520575799298']		1.5965050554607493e+18
1596533693853880322	RT @twoeoz: @PatsKarvelas When other Liberal state premiers and The Liberal Prime Minister hid the pandemic from the public  Dan Andrews ap…	2150740658			['258730399', '95091601']		1.5962418525664256e+18
1596533694109712384	@Tiiii69 It was a pre-pandemic visit to Tubingen that started me thinking about this. (And dreaming of a similar scheme here.) As I recall, the Green group had control of the council. There were free buses on Saturdays and a gloriously low speed limit for motor vehicles.	2314324058	1.5146468589326295e+18		['1514646858932629510']	1.5965203374619075e+18	
1596533694293897216	@RepAndyBiggsAZ How could you and Republicans support Trump as a President? Trump says coronavirus 'bailouts' for blue states are unfair to Republicans!! https://t.co/juLdNDCFQi	35080292	8.166526166251684e+17		['816652616625168388']	1.5965280128368845e+18	
1596533694667231232	RT @Its_CineHub: In Delhi-NCR #Drishyam2 is having 150+ fast filling shows on its second saturday which is nearly 4 times more than #Bhediy…	762871449581268993			['770259414133551104']		1.596409181636264e+18
1596533694843559936	RT @roller2426: Covid or Flu.. ahhh.. doesn't matter. https://t.co/b449l58kvw	1509295521130815495			['1547146050859053056']		1.596375035736109e+18
1596533695267364864	@BernieSpofforth I really think covid is all about population control	1469142169621610497	7.551356784223273e+17		['755135678422327296']	1.5960426335535186e+18	
1596533695334477824	"RT @POTUS: Two years ago, we couldn’t even safely celebrate Thanksgiving with large family gatherings. 

Now we can – that’s progress. Let’…"	575590882			['1349149096909668363']		1.5948166758237225e+18
1596533695607103489	"RT @RealJamesWoods: “Chestfeed” 

This is from an actual Department of Health. #Madness"	1269797417911644160			['78523300']		1.5965166241938145e+18
1596533695795662850	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	161729891			['2382229472']		1.5961965709778248e+18
