tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596438729383550976	The mass formation psychosis in response to the manufactured Covid event makes it easy to see how the rise of Nazism in Germany happened. https://t.co/HxdnYKGTOL	93871532		1.595967682993705e+18			
1596438730604433408	@leoniedelt Have you seen the internment camps built in China for Covid recently. It’s alarming	1023643742631350272	25108214.0		1.5962198995209134e+18	['25108214']	
1596438731069984770	"RT @R_H_Ebright: ""For about a year, scientists who..secretly thought that the virus..escaped from a lab..colluded in telling the media..thi…"	777551368953458688				['47791337']	1.5962841221120737e+18
1596438731757592578	@LouisWalshXFact Multimillionaire Tory shill. Where were you when they were siphoning off billions during Covid? Hear some truths before you attack the workers over the government who created the £50bn black hole. https://t.co/LHURUMrWhs	829203223533727744	914193048.0	1.5957581359726019e+18	1.59643498979695e+18	['914193048']	
1596438732139565057	Ofc I get covid right before my trip to Qatar…. Surely it goes away by the Saudi v Mexico game	705991303914397696					
1596438732940673024	"RT @prajwaldza: No more #facemasks in #NammaMetro.

#Bengalureans can now travel in the metro without wearing a protective face mask as it…"	991206985587621888				['136533120']	1.596420012713349e+18
1596438733242392576	RT @SkyNewsThompson: After calling an ambulance they were able to get Yusuf admitted to @SheffChildrens where they say he received exemplar…	50977327				['220038090', '370728345']	1.596267617299628e+18
1596438733422825472	RT @JoeBrolly1993: Tory peer Baroness Mone &amp; her husband suspected by HSBC of “attempting to conceal the true origins of the funds through…	1078270269708529664				['1209336942']	1.5963815082891878e+18
1596438733695647745	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	201604155				['124461963']	1.5962593752319508e+18
1596438735016501248	"RT @ImperialMed: ❓ What does this winter hold for #COVID19, #flu, and other seasonal viruses?

Professor @Azeem_Majeed gives a low-down of…"	1396575560				['365941621', '1396575560']	1.5964367306005586e+18
1596438735842791424	"The mainstream media must be feeling REALLY fucking silly now.

They should have realised by now attacking Victoria about their pandemic response is a BAD IDEA. We all know where it came from - NSW.

That's the second time now you've been told.

#auspol #VicVotes2022 #VicVotes"	714385884368363520					
1596438736044457984	RT @g_gosden: The taxpayer would have saved £8billion had UK Govt used public heath authorities &amp; councils for PPE - as in Labour Wales whe…	1303741215519780867				['1010384732759252997']	1.5957841151938724e+18
1596438736338038786	RT @MarylouiseMcla1: Vaccinations not enough. “vaccinations have been highly effective at reducing severe disease &amp; deaths, they are much l…	255805105				['4606813693']	1.5956060420079944e+18
1596438738061885441	RT @songpinganq: BREAKING: People in Beijing taking to the streets and chanting: ''Say no to COVID test, yes to freedom!...'' https://t.co/…	1423192956861915136				['1374317368361447434']	1.5964290397487432e+18
1596438739286376448	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	1040639275				['3407247983']	1.596149201657688e+18
1596438739420868608	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	28763421				['28197128']	1.5962430017347502e+18
1596438740293091329	RT @BradleyCarl256: Ugandans in uganda stopped making sextapes now it's ugandans abroad.. this is now a pandemic😂	901426274517872641				['1560360860119334914']	1.5963959072177644e+18
1596438740293283840	"RT @NewsHour: New COVID-19 cases and deaths are up from two weeks earlier. 

Yet, a fifth of the U.S. population hasn’t been vaccinated, mo…"	18051188				['14437914']	1.5962624775533486e+18
1596438740708491265	RT @Burning81970838: #r4today - Another day and still no mention of Tory peer Michelle Mone reportedly pocketing £29m of public money for u…	2999478886				['1549432730387202052']	1.5964079160637645e+18
1596438741605928967	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	714873542261743616				['833100331']	1.5961151268093993e+18
1596438745141882881	RT @rayconnolly: Just after I went into a coma in ICU with Covid in spring 2020 an Isle of Man couple got a grant from the govt to make PPE…	1440667905222320128				['19111511']	1.5958215992189747e+18
1596438745255141376	RT @kevinhaddad08: Since they’ve acknowledged already that the Wuhan Virus is killing more vaccinated people than the unvaccinated why are…	1434673301071163398				['267595237']	1.5958788508392038e+18
1596438745259028480	RT @MichaelPascoe01: Michael Pascoe: From COVID to carbon, the hard truth is that we've collectively given up - we don't want to hear it |…	1095601710913843201				['2235731509']	1.5962579498902487e+18
