tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to	quoted
1596440787583397891	"RT @IndoPac_Info: #Guangzhou, #China, anti covid protesters clash with police

People are fighting against covid lockdowns and restrictions…"	1294123368921223169		1.596064638155694e+18	['844136511079559168']		
1596440787532713984	Made a coffee. Thinking. Social Welfare gift hamper. Again I have a bit family. There are foods I would like you to eat occasionally for similar to vaccine/vitamin/DNA boosters. FOOD STAMPS. Oh the evil beer i think I'm grand with have definitely chestnut also peach &amp; apricot.	1586669103963570179					
1596440788174770177	RT @SueSuezep: David Conn is the Guardian's investigations correspondent. Without his investigation the fact that Tory peer Michelle Mone s…	23254726		1.5964390465319977e+18	['1539378523']		
1596440788971720704	"@SacFilmRoom WATCH THIS AND SHARE IT WITH EVERYONE PLEASE 

I AM NOT AN ANTI-VAXXER. 

I HAVE HAD 2 COVID SHOTS. 

NOW THIS IS HAPPENING…

#VaccineSideEffects #vaccineinjuries #CovidVaccine #COVID19 #vaccine #vax #pfizer #Moderna #johnson #jab #vaccinedamage #mRNA 
https://t.co/0gi8WXqelM w"	1287943626413101058	1.4929375627085292e+18		['1492937562708529152']	1.5964059318556058e+18	
1596440789697335297	RT @ABrokenBattery: Highlights Baroness Brinton speaking at the Long Covid debate in the House of Lords 17 Nov 2022. She describes a study…	1186657074253631489		1.5957179181589832e+18	['904701759058305024']		
1596440789932208133	RT @EckerleIsabella: Findings like this are exactly the reason why I have always argued that children too deserve protection from a new vir…	2761671067		1.5957445539984712e+18	['2715046843']		
1596440790162870272	"Hey Jerk:
100% of YOUR TIME should be spent averting the rail strike!!!!! https://t.co/MWbvcbTwE5"	1102220454901760000					1.5954992710250045e+18
1596440790011588608	"The Very BEST Medical Care Free to Workers and Families in a New Single Tiered Public Health Service When YOU Need It 

No Private Medical insurance Required 

VOTE Sinn Féin YOUR Number 1 https://t.co/E5WNd9EwaP"	1473352410483642378					
1596440791605542912	RT @SueSuezep: David Conn is the Guardian's investigations correspondent. Without his investigation the fact that Tory peer Michelle Mone s…	1100846148		1.5964390465319977e+18	['1539378523']		
1596440793392508929	"RT @LGalloway77: Good morning everyone 😃
Our country is in crisis.
Our people, workers, children, services, health care, and communities br…"	1513124240702251013		1.5963946460996116e+18	['2956836471']		
1596440794386161664	"@FhtagnPhnglui @RedStrider2099 @Sargon_of_Akkad will never happen...too many authoritarians and morons in ""liberal"" countries all over the world lol...also if the covid bs policies doesn´t wake u up...nothing will...if a bioweapon attack happens in the future it will be 100x crazier"	449834203	1.5951987651738747e+18		['1595198765173874688', '1552792775363534848', '2472399354']	1.5962858226509742e+18	
1596440795174903808	RT @JamesMelville: “It’s pretty clear young people don’t get sick from the disease very often…we probably, if we knew what we know today, w…	1492241734985818117		1.5964283683914793e+18	['20675681']		
1596440795111837697	"This  person they call a “baroness” is a British legislator who cannot be removed by the will of the people. Such is British democracy.

#AbolishTheLords

https://t.co/S48N35sVaG"	531519097					
1596440795564847104	"RT @AnTheFacts: 🔥 PROMINENT DOCTORS LAUNCH LAWSUIT against the FDA over suppression of ivermectin to treat COVID

🔥Attorney for the FDA sai…"	3070597520		1.5961665577467617e+18	['1394656148884701185']		
1596440795804229632	RT @JolyonMaugham: The evidence is starting to emerge - there will be much, much more - of huge undisclosed financial benefit to Tory Peers…	293101155		1.595495464148865e+18	['406842374']		
1596440795862765568	@dross144 @laralogan Like all the apologies we got about Russian collusion and the vaccine works..	956144358096605185	1367750060.0		['1367750060', '1098091506886471680']	1.596219355989414e+18	
1596440795875528705	Men who think being a great dad is all about the money should read this thread. Show up for your kids!! https://t.co/PVhdbYCOQP	93706012					1.5958698356233748e+18
1596440796462723073	"RT @TPostMillennial: FLASHBACK: Trudeau referred to Canadians opposed to his government's Covid-19 policies as members of ""anti-vax mobs"" w…"	1369972439262887942		1.59630243766451e+18	['896731633704947712']		
