tweet_id	text	author_id	in_reply_to_user_id	replied_to	retweeted	mentions	quoted
1596499334371364864	My community in changping has never lockdown not even in 2020 when there were cases reported for the first time, nonetheless this Monday they closed down all businesses in the community and yesterday we were told our community was going to completely locked up	1159320907212607488	1.1593209072126075e+18	1.596498618839888e+18			
1596499335784849409	"RT @IamBrookJackson: Dr. Malone: Ron Johnson’s COVID-19 Hearings Will Decimate COVID-19 Lies And Manipulation 
https://t.co/1EVlhQUDm9"	168518751			1.596387504554668e+18	['1439405246518906881']	
1596499335927431168	"RT @wsbgnl: “Protests are rising as China enacts more lockdowns and quarantines”

“The…workers were lashing out about…failure to properly i…"	1233629388131880961			1.596489855298863e+18	['1143908639876485120']	
1596499335889719298	Yeah, of course I would - like taking a vaccine. https://t.co/Js17Zk2Pja	259178724					1.596495705274667e+18
1596499337269620738	RT @BohemianAtmosp1: Why do people believe vaccine passports are dead in the water? Due to the vaccine not stopping transmission? We knew t…	1142710033			1.5944204374713672e+18	['1432116082157006853']	
1596499337525297154	RT @Bosco2baba: @AJAYIOP63420668 @FS_Yusuf_ You need to wear a nose mask over your brain so that you don't infect others with your thinking…	1523709253617340419			1.5964561480935055e+18	['515946566', '1484826495298281479', '468685040']	
1596499337650978817	RT @AinsworthKeith: “Authority switch their Covid pass to code yellow” restricting movement. When all currency is digital they can just tur…	820593290219311104			1.5964982884879442e+18	['2176476241']	
1596499338401927169	"@UKSFO @actionfrauduk good question??
Cc @JolyonMaugham @GoodLawProject https://t.co/FvgICFz8vE"	1518870095476498437	8.977643403082916e+17			['897764340308291584', '174263807', '406842374', '818455148271964160']	1.59647296820856e+18
1596499338532093952	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	1519581595866435584			1.5961151268093993e+18	['833100331']	
1596499339500814341	RT @FoxNews: Vaccinated Americans a majority of COVID deaths for first time in August: analysis https://t.co/Yu1koLlYgl	1485277207022952451			1.5955528145621852e+18	['1367531']	
1596499339681169411	RT @Justaranch: Remember the Christmas holidays where families were storing their loved one in refrigerator trucks and burning bodies in ma…	271612837			1.5963552097139098e+18	['779766160774443009']	
1596499339719086080	I got covid on my birthday https://t.co/USxO61MVet	946717236080676864					1.5957682546387272e+18
1596499341602181122	"RT @TuttingM: Honest Q:

I spend a LOT of time with teens as I have a few here. Teens need counterculture. They are meant to rebel. All the…"	1456590427210010626			1.5964742990277837e+18	['1342148125260193796']	
1596499341702795264	"@Blacksox17 @TheoFleury14 Everyone who got the vaccine so they could enjoy their freedoms to work, travel or eat in a restaurant was forced to get the vaccine
What you call an occupation was a non-violent protest. PM didn't like being challenged so mobilized media, justice system and police to put it down"	1187661398	23318393.0	1.596374225962795e+18		['23318393', '73299652']	
1596499341912739840	RT @jovip7430: I tried to explain to an extended family member (gently &amp; respectfully) that covid can cause immune systemissues after she c…	1499273948181237762			1.5959683609905398e+18	['1349728983336837120']	
1596499342705106944	RT @RepThomasMassie: End your autocratic vaccine mandates on front line workers.	1565708234987536384			1.5964569439329567e+18	['975200486']	
1596499342822584321	"RT @JamesfWells: ""There is now bulletproof evidence that the injected spikes are causing inflammation and damage to the walls of the smalle…"	1462222313710100488			1.5927764082749604e+18	['738707750570602496']	
1596499343779196929	RT @karol: It's almost 2023 and we still need to be explaining this to people.	1594046470185000963			1.5961563666827182e+18	['17847906']	
1596499343921627136	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	1431222852955557899			1.5964838459933778e+18	['95092020']	
1596499343091335169	"📛 Russian Ministry of Defense talks about the creation at Boston University of a variant of COVID - 19 that causes the death of 80% of laboratory animals

Follow @ sputnikbrasil https://t.co/NgAAxosbMv"	383412949					
1596499344009887744	RT @TomFitton: Court rejects San Diego school district's COVID vaccine mandate https://t.co/3EruGFXZbM #FoxNews	2728086690			1.596239833432744e+18	['18266688']	
1596499344945184773	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	4900801590			1.596242318792614e+18	['337808606']	
1596499345267773440	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1244723213889929217			1.5962870273011876e+18	['806344552718045184']	
1596499346320551938	"⠀  ⬛⬛⬛
⠀  ⬛⬛⬛
⠀  ⬛⬛⬛
⠀  ⬛⬛⬛
⠀  👨‍⚕️👨‍⚕️👨‍⚕️ 
⬛⬛⬛⬛⬛
the hat of man health worker"	1183091385043505152					
1596499346836815874	RT @davidminpdx: Given his priorities, someone should probably tell this guy that more people have died of COVID this year alone than have…	73953084			1.5962060204976497e+18	['540435194']	
1596499347004608512	@Kandee90z My staff could make their choice to be jabbed or not, wear a mask or not. There was no judgement either way. No questions asked. Your body, your choice.	1431065187730305026	1.5252733038915502e+18	1.5964776403615089e+18		['1525273303891550208']	
1596499347432034304	RT @bostonrex: Hay full COVID chamo	1221859457879154689			1.5963484254441513e+18	['51965655']	
1596499347478282240	RT @WritesBright: Billions of pounds wasted on dud equipment, funnelled into the pockets of Tory donors, with PPE now costing millions a da…	1097160658666311686			1.5961408381653975e+18	['2737003958']	
1596499348271120386	"@PanteraMaximus @rpeter99 @EricMMatheny The liberals on this chain are claiming “they never said getting the vaccine would stop Covid, save your life, or prevent the spread.

Here is your proof; YES THEY DID LIE TO YOU!

YOU LIVE A LIE"	3028075787	762678266.0	1.5964276066555863e+18		['762678266', '26853182', '2730264319']	
1596499349902692355	"RT @joshg99: @drcole12 That reminds me of this headline from Feb 2021 of a woman dying 15 minutes after her first dose: ""CA woman, 78, gets…"	1533270964271726592			1.5964469319241564e+18	['97982011', '1375490702373646336']	
1596499350037106688	@RichardGCorbett Actually your bar chart disproves your point - Covid and Chips (global shortage) have impacting global car manufacturing (just ask the Germans). JLR has strong order books and sales are climbing, unfortunately there are longer lead times chiefly due to semi-conductors. 🇬🇧	192696322	1347250338.0	1.5962724254102528e+18		['1347250338']	
1596499350393622528	RT @Herronisland: And, alas, storming the Capitol was just one of many horrible, horrible things for which the orange turd was responsible…	928558440116453376			1.5964692946692547e+18	['21519512']	
1596499352389812225	"One more bit of evidence that your government is targeting YOU because they don’t like YOUR ideas. 

https://t.co/LbLdOpTcIp"	473558316					
1596499352725630976	RT @OxfordJournals: In this live Oxford Open Immunology webinar, attendees will hear from leading medical experts, Akiko Iwasaki @VirusesIm…	1202362160			1.5960743612653445e+18	['41569866']	
1596499352830509056	"RT @Texas_Made956: 100 mil Chinese now in ""Quarantine camps""
US models Coming soon
For your saftey🥴 https://t.co/udTKpBvJKx"	31667040			1.5963464154956431e+18	['1444879139371094020']	
1596499352616599553	"@startingvbasket @MrJerryGoode Possibly

https://t.co/UMkIAraom3"	1411339937572528129	1.0498659338737951e+18	1.5964312657243873e+18		['1049865933873795074', '821751272004993025']	1.5764088822302351e+18
1596499353077944320	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	285104989			1.5958477944677827e+18	['1549164560204038144']	
1596499353224744965	RT @TrueNorthCentre: The Great Barrington Declaration set out to show the world that a significant number of medical doctors and scientists…	2328080478			1.5963991021699113e+18	['3664109892']	
1596499353413488641	RT @Ginger_Weegie: @RaggedTP @ecossian It's worse than this. It was her husband, not an associate and he got £65million, of which he passed…	1351638806013894658			1.5961944321178706e+18	['1519682366519791618', '939673452763639811', '1524070367962316800']	
1596499353656492032	RT @steve_hanke: In Ürümqi, capital of the Xinjiang Uyghur, 10 people BURNED ALIVE in a high-rise fire. Due to China’s COMMUNIST lock down…	1402634838163734530			1.5963208361427272e+18	['863527548']	
1596499353799360512	So COVID flare up, got it https://t.co/GtM2NS4xdt	2734254316					1.5960955237985362e+18
1596499354159910913	RT @jilevin: White House battles pandemic fatigue in vaccine push via thehill https://t.co/K5fVRwjIMa https://t.co/frSw9zgW5I	1529175434109280262			1.5964992282259456e+18	['24733117']	
1596499354273341441	RT @GeorgeBludger: Hey Cookers, we rigged the election! Through the vaccine chips we injected everyone with we remote controlled their vote…	612494885			1.5964388475664015e+18	['317532503']	
1596499355120566274	Hope the sounds would not be the firing sounds. https://t.co/BdtbITKVcD	1466852006552031232					1.5962573958143222e+18
1596499355602939904	RT @TracyWesterman: I’m not a Victorian; but I was in awe of Dan Andrews turning up for 132 pressers in a row during the worst days of the…	27840840			1.5964769938724905e+18	['376076845']	
1596499355829436416	RT @RachelSmethers: LEAKED: The Conservative politicians who referred companies to the PPE 'VIP lane'. No wonder they wanted to keep this c…	443147793			1.5959224802454774e+18	['3077557533']	
1596499357062336513	RT @ztisdale: Did the thought ever cross Trudeau's mind to end the unethical vaccine mandates?	3619664722			1.5961909278693253e+18	['50800784']	
1596499357519740929	RT @dragonspogma: the girl who predicted covid by tapping into astral leylines clocking into orbit duty... the game is about to change	30995957			1.5964478962616074e+18	['1117927468483207170']	
1596499357813329928	"RT @Jerry_grey2002: Many people disagree with the Covid Zero policy, I wish we didn't need it but we do

If you disagree, there are 2 optio…"	312036661			1.5964495154683085e+18	['4359648797']	
1596499357284667393	"RT @NMBewitched: It is with a heavy heart &amp; great sadness, I share Mulan lost her battle with Pneumonia
Just a puppy, only 1yr of life
At A…"	2717961075			1.5963163690451886e+18	['939208429394051072']	
1596499358748676096	"RT @BladeoftheS: PPE Medpro was worth £100 when it was given a £200,000,000 contract to purchase PPE.

Nothing at all dodgy about that."	3950928695			1.5962324577617265e+18	['1455903807389458436']	
1596499358853533697	RT @natively_: Home from work #goodmorning https://t.co/N3rScQSu8C	1265101444526587904			1.5964913371085414e+18	['811752560986099712']	
1596499360711593984	RT @_Janey_J: ‘In early 2020 after the lockdown, people were being admitted to hospital and dying in large numbers - I think they were bein…	1488154031273168897			1.5964949489245512e+18	['1538833303863713796']	
1596499360971640834	RT @danielmgmoylan: This is a scandal and I’m sure it doesn’t stop here. Well done, ⁦@mattwridley⁩ on pegging away at this. The world will…	1472901596837203968			1.5962362385411604e+18	['1160150106018070528', '51837775']	
1596499361021984768	RT @Reuters: Rare protests broke out in China's Xinjiang region opposing prolonged COVID-19 lockdowns, according to footage seen on social…	721477594781245440			1.596497752086618e+18	['1652541']	
1596499362099916802	RT @rising_serpent: Fauci's friend convinces him that CCP, the people responsible for the pandemic, are trustworthy and we should do as the…	1349372148436135936			1.5964071864058716e+18	['879548970082721792']	
