tweet_id	text	author_id	in_reply_to_user_id	mentions	quoted	retweeted	replied_to
1596493016977620993	Procrastination Solutions For College Students: The Underground Playbook For ... https://t.co/I94yNT5Usg via @amazon #healthcare #healthandwellness #wellness #healthyliving #getyourcheckup #checkup #health #telehealth #doctor #selfcare #pharma #medtech #hospitals #covid19	219401992		['20793816']			
1596493017426591744	"But but but, the shots were supposed to completely protect us.  
Covid is no longer mainly a pandemic of the unvaccinated. Here’s why. - The Washington Post https://t.co/k3UPXCL6GI"	17422976					
1596493018680692736	Covid? https://t.co/7ZL0yfatS8	58893756			1.5964928830868767e+18		
1596493020420923401	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1518911345957212161		['1552407495255199745']		1.5964351920208773e+18	
1596493021172101120	RT @EricTopol: Common threads between #SARSCoV2 brain involvement and Alzheimer's disease at post-mortem: pattern of neuroinflammation and…	787719983400755200		['86626845']		1.5961926454615736e+18	
1596493021398585345	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1457858019547615232		['337808606']		1.596242318792614e+18	
1596493021859942403	"@AGJeffLandry A powerful conversation with a renowned journalist exposing Fauci's evil involvement with AIDs and COVID. Well worth a listen. I learnt a lot from it!
https://t.co/vpv3PEVI3d"	1519243949705240576	221491612.0	['221491612']			1.5955381688534548e+18
1596493022094819329	@WhiteHouse Why, so in 15 years when we see a commercial asking if we got a covid vaccine between 2020 and 2022 and had a loved one have health complications we can call the number and see if we qualify for compensation? No thanks	1249757076890488833	1.3237302250673398e+18	['1323730225067339784']			1.596232279562625e+18
1596493022392639488	Why do we need a rabid test for Covid?	33473288					
1596493022937874433	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	2541934052		['21947445']		1.5962571726395802e+18	
1596493022874640385	“Nobody could have foreseen this…” https://t.co/N7PJ7RYf70	200121182			1.596491055557333e+18		
1596493023311204352	RT @brexit_sham: In 1963 the Great Train Robbery netted its raiders the equivalent of over £50 million today and 307 years in prison. In 20…	826382447885574144		['826382447885574144']		1.5964430921604792e+18	
1596493023738990592	"RT @disclosetv: NEW - Protests against China's zero-Covid lockdown in Guangzhou. 

https://t.co/yhVCHjgKS4"	1403419209145536514		['15392486']		1.5960706938208297e+18	
1596493024258818050	"@PSGamblers Work from the comfort of your home.
Reviewing apps. Check this https://t.co/KzXwBlQaCA"	1585631256724656130	1.1606739845491425e+18	['1160673984549142528']			1.5964903824429875e+18
1596493024351358982	RT @alanfryermedia: The inquiry was an interesting exercise but I doubt it will change minds. The politicization of the pandemic divided Ca…	275068772		['96646729']		1.5964502376142602e+18	
1596493024632061953	"RT @hugh_mankind: Dr. Mike Yeadon: “I Didn’t Do My Homework” — “I’m Ashamed That I Was Pro-Vaccine” 

“I certainly, when I was in [the phar…"	1585830865959063552		['256057148']		1.596168161136898e+18	
1596493025269936128	I expect we're paying it to a #Tory donor or supporter or peer. #ToryCorruption #GeneralElectionNow https://t.co/xLCPPIt0kX	96937852			1.5960629175893524e+18		
1596493025756479488	@NomDeGuerre69 @SMcmalling @Xx17965797N Check out 5G sickness, symptoms and check if it fits to your covid illness and let me know if it fits	1477759778998960130	1.116394727711105e+18	['1116394727711105025', '1522984619771146240', '1552407495255199745']			1.5964765876036444e+18
1596493027085647873	RT @dkaleniuk: I wonder how many money someone embezzled at this construction and how many people will be put there like in a prison for mi…	22191421		['57937201']		1.5962976511293071e+18	
1596493027836850181	RT @natively_: Home from work #goodmorning https://t.co/N3rScQSu8C	1213096762530861057		['811752560986099712']		1.5964913371085414e+18	
1596493028390481921	RT @abouzzooz: @MTerecca “There is no vaccine against stupidity” Albert Einstein	1159836265		['405352936', '1554064988708679681']		1.596488464824152e+18	
1596493029225140225	RT @akheriaty: You can only push people so far, even with total power. Everyone has their limits. Every tyranny contains the seeds of its o…	39592425		['54322957']		1.5963278655695299e+18	
1596493029174431744	This was Canada and how treated it's own people during the COVID. Nobody should ever forget about it. https://t.co/o40LIu1OcQ	1585803175612784640			1.5962270682449306e+18		
1596493030252584962	"RT @_Pehicc: https://t.co/AhkYV0s59X
🆘🆘🆘Luna 💗🐾 owner surrender
#NYCACC ID#157572
🚑MEDICAL PRIORITY🚑 (pneumonia) 
She just wants to be next…"	884936318202945536		['4705196303']		1.5961866462441226e+18	
1596493030223380481	RT @lapinagile4: @PrfChrisPainter @michaelgove Why is it not called corruption?  Why are we not seeing the people who sold us unusable PPE…	365945721		['1218441328683573248', '1163468033588957184', '748453510048518145']		1.5963574279808082e+18	
1596493030424727553	"RT @Truth_Abides: Well.. at least he took the vaccine..?
he just forgot which arm got the shot..
he IS an idiot as Kary Mullis said
What's…"	717110360923185152		['872759442965753856']		1.5962928517340529e+18	
1596493030869110785	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1586226490852753410		['21947445']		1.5962571726395802e+18	
1596493031133569028	"On the day Johnson went, you were crying hysterically getting pissed and throwing anti depressants down you.

Surprised you could remember your name, let alone the exchange rate.

By the way Lady Know it all. Any idea who pocketed the £Bns from corrupt Covid contracts? https://t.co/P4XciifAkk https://t.co/gzBnc17Icm"	204953675			1.5962475423624438e+18		
1596493033029058561	"RT @xkenut: Are you kidding? It's taken me years to realize why they call it ""practicing"" medicine. Very disturbing to find out that nutrit…"	1531735518156685312		['341052351']		1.5959423255906263e+18	
1596493033230389248	RT @garyrosenWSJ: “You can shoot me if you want”: the 68-year-old head doctor at a hospital in Kherson, Ukraine, refused to bow to the Russ…	2414612677		['595890990']		1.596491676289319e+18	
1596493033427857414	RT @LindaBr07293431: @KieronMoyles Just a reminder that Matt Hancock didn't personally cause the deaths of thousands of people, Covid did.…	805077239947792386		['1460274167924858888', '124461963']		1.5964508284156518e+18	
1596493034002448385	@_B___S after corona shit i find very hard to look at those things	1560905427503955968	1.0124381967293768e+18	['1012438196729376768']			1.5963065616639263e+18
1596493033868075008	@GeekmanGreg @WhiteHouse That's because the second round was more cold like, not because of your shot.  The vaccines are causing rubbery clots, just ask any funeral home embalmer.  We've had more deaths from this gene therapy shot than all the really vaccines put together.	844310995216556032	3321657182.0	['3321657182', '1323730225067339784']			1.5963254172326502e+18
1596493034811969536	"RT @Sithan__: 1. Vikram was the first choice for Telugu Pokiri (2006) then Mahesh snatched it from him.
2. Bheema was supposed to release i…"	1222819915171631104		['271542060']		1.5964564685215867e+18	
1596493035042664448	"RT @RashtraJyoti: Sunita has filed a case against Sohail of forced conversion. FIR says:

""We lived as husband-wife for 5 years, where he s…"	2346427128		['1277600503199707136']		1.5964253007701934e+18	
1596493036615499779	RT @steve_hanke: Chaos reigns in Zhengzhou, China. Factory workers at the Foxconn iPhone plant continue to protest ill-advised COMMUNIST CO…	1325552581		['863527548']		1.596204570362884e+18	
1596493037357518849	RT @thewalrus: More than 100 tenants in a Hamilton apartment building tested positive for COVID [in 2021], sending shock waves beyond the c…	17977404		['15949042']		1.5963078649092915e+18	
1596493037861220352	@kayz_levite Covid vaccines is, part of human reduction on earth by capitalists, so they create a disease and human castration at same time	1119139984416501760	266110657.0	['266110657']			1.596395215107117e+18
