tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	quoted	replied_to
1596447232462622720	Fury at BMJ’s outrageous bid to smear Covid dissenting doctors  https://t.co/z3g7sLq4vJ via @theconwom	1487032532004659201		['2350048494']			
1596447232714309636	RT @Pondleg: What Hunt would like for us.	1126270024224858112		['217247044']	1.596427691112026e+18		
1596447233662148609	RT @JamieSale: Hundreds of Federal Employees Launch Legal Challenge Against Government’s COVID-19 Vaccine Mandate https://t.co/CXDZ6jSRBm	566185837		['195717987']	1.5963350440079565e+18		
1596447236115681282	What's up, @leaei? It's time to wash your hands!	1237812127030706177		['1272980714']			
1596447236443234304	This is a horrible prediction but probably accurate https://t.co/6iMz9b28H0	500107653				1.5963690399028756e+18	
1596447237089153025	RT @RayhanAsat: A Chinese friend shared this with me. Han people must stand up for the #Uyghurs. Covid control must end and so is the conce…	1558842027525246982		['2211735352']	1.5962086330957906e+18		
1596447237676371968	"RT @LouisHenwood: Michael Gove is neck deep in this scandal, I hope this is the end of his inglorious career

I bet this Michelle Mone PPE…"	1271519543702228992		['1010583751460622337']	1.5962914170765353e+18		
1596447237831270401	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1482456711482986505		['337808606']	1.596242318792614e+18		
1596447238481641472	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	475640389		['124461963']	1.5962593752319508e+18		
1596447238682992640	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	833508502404489216		['1552407495255199745']	1.5964351920208773e+18		
1596447240180015104	RT @SueSuezep: David Conn is the Guardian's investigations correspondent. Without his investigation the fact that Tory peer Michelle Mone s…	3739834828		['1539378523']	1.5964390465319977e+18		
1596447241530937344	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	23489982		['3407247983']	1.596149201657688e+18		
1596447242189418496	RT @senatorduff: @funder Walmart relies the government providing health care (Medicaid) for their workers. It’s a huge subsidy to their bot…	1534016762378964994		['133122139', '14247236']	1.596175895097639e+18		
1596447242944073733	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1594185335814033410		['337808606']	1.596242318792614e+18		
1596447243405389825	"RT @GBNEWS: Covid lockdown was ‘COMPLETE FAILURE of government’ and ‘radical experiment’ says Lord Sumption

https://t.co/VXWn4uk7TL"	1594435231074947073		['1339166129110065152']	1.5962011118070333e+18		
1596447243145732096	Is he Canadian? https://t.co/x6kdAnyoE7 https://t.co/fs8eOzpsaH	1181577966				1.5960037221354086e+18	
1596447243850354689	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	1481623011983863810		['823384899449212933']	1.5961385313022935e+18		
1596447244709920769	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	150357611		['3407247983']	1.596149201657688e+18		
1596447245540691968	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	520823564		['914588454']	1.5962501084331459e+18		
1596447245645201408	RT @JustTreatment: As @RishiSunak boasts about #NHS funding at #PMQs , here is a reminder that investment in the NHS is considerably lower…	56502079		['796034340975214592', '1168968080690749441']	1.5954306335258706e+18		
1596447247134121985	"Working from home? It's okay if you don't feel as productive as usual. This is a strange time for all of us and your value is more than your work. 🖊️

#COVID19 #Pandemic"	1241559185017278464					
1596447247952412673	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	133020587		['833100331']	1.5961151268093993e+18		
1596447247868182528	@bonnierbooks_uk were the first major UK publisher to introduce flexible hours from 2018 and after how brilliantly people adapted to working from home in the pandemic, flexible working. They also introduced the first pregnancy loss policy in the industry #SYPConf22	77185790	77185790.0	['4060113928']			1.596446650352169e+18
1596447248082239491	RT @greg_price11: WH covid response coordinator yesterday: “We can prevent every covid death in America if everyone gets vaxed and boosted.…	1314426351441588224		['896466491587080194']	1.5954591051326095e+18		
1596447248388612097	Anatomy of the PPE Procurement Scandal – Byline Times https://t.co/NP5UnJbiEP	738513388570087424					
1596447248682217478	"RT @zhao_dashuai: Here's my take on the tragic fire in Urumqi Xinjiang, China
How did it happened, why did happen...🧵

Before this fire, th…"	29398634		['999061779870175232']	1.596398778357252e+18		
1596447249952800770	"RT @ChloeBxo: Since then she’s been supportive and she even invited me on a zoom call over lockdown 🥺

I never want to hear a bad word abou…"	1582723158897053697		['139206693']	1.5963287608944558e+18		
1596447250435420162	"@KobieThatcher https://t.co/GrKu0nfL4N

What it is saying is: lab studies show that mRNA vaccine DOES integrate itself into human cellular DNA."	96238057	20029869.0	['20029869']			1.5956965348046275e+18
1596447252762923010	RT @ajplus: Employees at the world’s largest iPhone plant are protesting over a strict COVID lockdown and food shortages at the facility.…	15154712		['110396781']	1.596429050049835e+18		
1596447252813611010	RT @David__Osland: If trade unions were in any way responsible for the waste of hundreds of millions of pounds on defective PPE, you bet th…	3087520533		['3407247983']	1.5964444234825318e+18		
1596447253497106434	"RT @meazaaxum: 🌍Act Now
@ProfMulugeta: “Due to the Attack on Tigray’s health care infrastructure, Only 1300 of Z region’s 20K health care w…"	1585339696342761490		['1489680944848154625', '1162441684241850368']	1.5956710070833316e+18		
1596447254004797441	RT @haveigotnews: As I’m a Celeb! Is rocked by a Covid outbreak, Matt Hancock says he knows someone who can source PPE for just 29 million…	1695147684		['125370749']	1.596112656355795e+18		
1596447254956675074	RT @Jacobbe79601492: This is an absolute must-read piece by @WritesBright superbly unpacking the anatomy of the widely discussed PPE Procur…	3064795487		['1239526746724151296', '2737003958']	1.5961840162938757e+18		
1596447255418048512	@JakePiper_ Core inflation starting to stabilise but vulnerable to wages &amp; a cold winter (gas prices). People too internally focused. It’s a global issue that has flared up post covid fiscal support, zero rates, and partly due to stupid ESG targets that have been exposed by Russia/Ukraine	309858835	309858835.0	['115625604']			1.5964465149726147e+18
1596447255678132226	RT @C99117776Hector: 🚨🚨🚨Court Orders CDC to Release Data Showing 18 Million Vaccine Injuries in America https://t.co/bnSZwB1pne	1296296130284847105		['1445778235891933189']	1.59486704126541e+18		
1596447256831733761	RT @AaronDodd: Just as Victorians pulled together to defeat Covid, we have pulled together to defeat racism, religious zealotry and right-w…	25275979		['18621574']	1.596436429974147e+18		
1596447257896820737	"@BritishAlba @AndyBurnhamGM Yet the government can afford to fraudulently give out £14 billion on PPE contracts to cronies, £37 billion and counting to Dildo Harding for T&amp;T, £40 billion to cover atrocious budget decisions...
Fúçk up Alba, you gaslighting qunt..."	1171355156765696001	1.2621450690517115e+18	['1262145069051711489', '143779403']			1.5960801065476014e+18
1596447258203283456	"RT @LouisHenwood: Michael Gove is neck deep in this scandal, I hope this is the end of his inglorious career

I bet this Michelle Mone PPE…"	3222584008		['1010583751460622337']	1.5962914170765353e+18		
1596447258228056065	RT @Rachael_Swindon: Tory peer Michelle Mone clapped for nurses during pandemic while she lobbied for PPE deals https://t.co/YiqkopdF3g	891812690		['2870848881']	1.5959154708797276e+18		
1596447258484297729	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	1183893614		['124461963']	1.5962593752319508e+18		
