27.769500686904507,1053.8175478096164,866.8175478096164,187,1,20,10.2,1000,Pseudolikelihood
-999,1033.0,866.8175478096164,187,1,20,10.2,1000,Schnabel
-999,1037.0,866.8175478096164,187,1,20,10.2,1000,Chao
-999,1031.614590865748,866.8175478096164,187,1,20,10.2,1000,Zelterman
-999,Noninvertible X'WX,866.8175478096164,187,1,20,10.2,1000,Conway-Maxwell-Poisson
-999,1092.473210321906,866.8175478096164,187,1,20,10.2,1000,Huggins
-999,2146.2411825346617,866.8175478096164,187,1,20,10.2,1000,Turing Geometric
-999,1070.8662544178978,866.8175478096164,187,1,20,10.2,1000,Turing
-999,348.5,866.8175478096164,187,1,20,10.2,1000,Jackknife k = 1
-999,487.0052631578947,866.8175478096164,187,1,20,10.2,1000,Jackknife k = 2
-999,604.8868421052632,866.8175478096164,187,1,20,10.2,1000,Jackknife k = 3
-999,704.3815789473684,866.8175478096164,187,1,20,10.2,1000,Jackknife k = 4
-999,787.5921052631579,866.8175478096164,187,1,20,10.2,1000,Jackknife k = 5
16.102552032478357,569.6773338311272,389.67733383112716,180,2,20,10.75,1000,Pseudolikelihood
-999,556.6,389.67733383112716,180,2,20,10.75,1000,Schnabel
-999,630.0,389.67733383112716,180,2,20,10.75,1000,Chao
-999,634.9907651682832,389.67733383112716,180,2,20,10.75,1000,Zelterman
-999,1409.1467682669456,389.67733383112716,180,2,20,10.75,1000,Conway-Maxwell-Poisson
-999,591.4219926509118,389.67733383112716,180,2,20,10.75,1000,Huggins
-999,1092.6909691218825,389.67733383112716,180,2,20,10.75,1000,Turing Geometric
-999,570.6670880441578,389.67733383112716,180,2,20,10.75,1000,Turing
-999,322.5,389.67733383112716,180,2,20,10.75,1000,Jackknife k = 1
-999,436.1842105263158,389.67733383112716,180,2,20,10.75,1000,Jackknife k = 2
-999,528.1308479532164,389.67733383112716,180,2,20,10.75,1000,Jackknife k = 3
-999,604.0021929824562,389.67733383112716,180,2,20,10.75,1000,Jackknife k = 4
-999,668.2236842105262,389.67733383112716,180,2,20,10.75,1000,Jackknife k = 5
27.601719636949447,794.216280936555,660.216280936555,134,3,20,7.3,1000,Pseudolikelihood
-999,785.6666666666666,660.216280936555,134,3,20,7.3,1000,Schnabel
-999,1746.9,660.216280936555,134,3,20,7.3,1000,Chao
-999,1769.6791742477003,660.216280936555,134,3,20,7.3,1000,Zelterman
-999,Nonsequential frequencies,660.216280936555,134,3,20,7.3,1000,Conway-Maxwell-Poisson
-999,757.5489469726197,660.216280936555,134,3,20,7.3,1000,Huggins
-999,1990.0340890584457,660.216280936555,134,3,20,7.3,1000,Turing Geometric
-999,981.7096730858036,660.216280936555,134,3,20,7.3,1000,Turing
-999,254.64999999999998,660.216280936555,134,3,20,7.3,1000,Jackknife k = 1
-999,364.6868421052632,660.216280936555,134,3,20,7.3,1000,Jackknife k = 2
-999,465.5261695906433,660.216280936555,134,3,20,7.3,1000,Jackknife k = 3
-999,558.3004385964913,660.216280936555,134,3,20,7.3,1000,Jackknife k = 4
-999,643.8947368421052,660.216280936555,134,3,20,7.3,1000,Jackknife k = 5
13.597869588113701,495.3905034072494,325.3905034072494,170,4,20,10.4,1000,Pseudolikelihood
-999,447.6578947368421,325.3905034072494,170,4,20,10.4,1000,Schnabel
-999,434.05882352941177,325.3905034072494,170,4,20,10.4,1000,Chao
-999,427.1583874731354,325.3905034072494,170,4,20,10.4,1000,Zelterman
-999,213.4003792632703,325.3905034072494,170,4,20,10.4,1000,Conway-Maxwell-Poisson
-999,508.1246852853007,325.3905034072494,170,4,20,10.4,1000,Huggins
-999,861.3695403568179,325.3905034072494,170,4,20,10.4,1000,Turing Geometric
-999,458.83093302658966,325.3905034072494,170,4,20,10.4,1000,Turing
-999,297.3,325.3905034072494,170,4,20,10.4,1000,Jackknife k = 1
-999,388.91052631578947,325.3905034072494,170,4,20,10.4,1000,Jackknife k = 2
-999,451.0102339181286,325.3905034072494,170,4,20,10.4,1000,Jackknife k = 3
-999,489.0219298245614,325.3905034072494,170,4,20,10.4,1000,Jackknife k = 4
-999,507.6842105263158,325.3905034072494,170,4,20,10.4,1000,Jackknife k = 5
19.15132812510892,785.257812512682,619.257812512682,166,5,20,9.3,1000,Pseudolikelihood
-999,767.2,619.257812512682,166,5,20,9.3,1000,Schnabel
-999,958.8928571428571,619.257812512682,166,5,20,9.3,1000,Chao
-999,968.9551667170808,619.257812512682,166,5,20,9.3,1000,Zelterman
-999,6657.386991102094,619.257812512682,166,5,20,9.3,1000,Conway-Maxwell-Poisson
-999,771.6427433647091,619.257812512682,166,5,20,9.3,1000,Huggins
-999,1581.3753265234786,619.257812512682,166,5,20,9.3,1000,Turing Geometric
-999,797.226517044875,619.257812512682,166,5,20,9.3,1000,Turing
-999,307.54999999999995,619.257812512682,166,5,20,9.3,1000,Jackknife k = 1
-999,429.71315789473687,619.257812512682,166,5,20,9.3,1000,Jackknife k = 2
-999,536.5969298245614,619.257812512682,166,5,20,9.3,1000,Jackknife k = 3
-999,631.4671052631579,619.257812512682,166,5,20,9.3,1000,Jackknife k = 4
-999,716.8552631578947,619.257812512682,166,5,20,9.3,1000,Jackknife k = 5
5.364793180669656,392.55309920967557,233.55309920967557,159,6,20,10.3,1000,Pseudolikelihood
-999,366.17021276595744,233.55309920967557,159,6,20,10.3,1000,Schnabel
-999,384.0,233.55309920967557,159,6,20,10.3,1000,Chao
-999,384.65839071685673,233.55309920967557,159,6,20,10.3,1000,Zelterman
-999,417.81557891694774,233.55309920967557,159,6,20,10.3,1000,Conway-Maxwell-Poisson
