106.0,0.1,2.0
71.0,0.1,2.0
106.0,0.1,2.0
174.0,0.1,2.0
355.0,0.1,2.0
106.0,0.1,2.0
145.0,0.1,2.0
92.0,0.1,2.0
174.0,0.1,2.0
92.0,0.1,2.0
123.0,0.1,2.0
106.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
106.0,0.1,2.0
123.0,0.1,2.0
214.0,0.1,2.0
71.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
123.0,0.1,2.0
145.0,0.1,2.0
106.0,0.1,2.0
174.0,0.1,2.0
174.0,0.1,2.0
174.0,0.1,2.0
123.0,0.1,2.0
214.0,0.1,2.0
106.0,0.1,2.0
81.0,0.1,2.0
270.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
145.0,0.1,2.0
214.0,0.1,2.0
174.0,0.1,2.0
106.0,0.1,2.0
214.0,0.1,2.0
123.0,0.1,2.0
81.0,0.1,2.0
174.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
355.0,0.1,2.0
71.0,0.1,2.0
214.0,0.1,2.0
145.0,0.1,2.0
270.0,0.1,2.0
174.0,0.1,2.0
174.0,0.1,2.0
214.0,0.1,2.0
106.0,0.1,2.0
92.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
214.0,0.1,2.0
92.0,0.1,2.0
123.0,0.1,2.0
123.0,0.1,2.0
214.0,0.1,2.0
106.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
214.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
81.0,0.1,2.0
123.0,0.1,2.0
92.0,0.1,2.0
214.0,0.1,2.0
92.0,0.1,2.0
106.0,0.1,2.0
214.0,0.1,2.0
145.0,0.1,2.0
174.0,0.1,2.0
81.0,0.1,2.0
270.0,0.1,2.0
106.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
270.0,0.1,2.0
106.0,0.1,2.0
123.0,0.1,2.0
123.0,0.1,2.0
355.0,0.1,2.0
270.0,0.1,2.0
123.0,0.1,2.0
174.0,0.1,2.0
92.0,0.1,2.0
123.0,0.1,2.0
214.0,0.1,2.0
145.0,0.1,2.0
174.0,0.1,2.0
145.0,0.1,2.0
174.0,0.1,2.0
174.0,0.1,2.0
145.0,0.1,2.0
123.0,0.1,2.0
123.0,0.1,2.0
145.0,0.1,2.0
312.0,0.1,4.0
167.0,0.1,4.0
176.0,0.1,4.0
174.0,0.1,4.0
179.0,0.1,4.0
132.0,0.1,4.0
190.0,0.1,4.0
194.0,0.1,4.0
343.0,0.1,4.0
166.0,0.1,4.0
158.0,0.1,4.0
214.0,0.1,4.0
186.0,0.1,4.0
151.0,0.1,4.0
178.0,0.1,4.0
206.0,0.1,4.0
182.0,0.1,4.0
183.0,0.1,4.0
232.0,0.1,4.0
137.0,0.1,4.0
172.0,0.1,4.0
204.0,0.1,4.0
148.0,0.1,4.0
194.0,0.1,4.0
246.0,0.1,4.0
145.0,0.1,4.0
286.0,0.1,4.0
208.0,0.1,4.0
425.0,0.1,4.0
133.0,0.1,4.0
221.0,0.1,4.0
219.0,0.1,4.0
214.0,0.1,4.0
166.0,0.1,4.0
136.0,0.1,4.0
513.0,0.1,4.0
206.0,0.1,4.0
380.0,0.1,4.0
156.0,0.1,4.0
127.0,0.1,4.0
158.0,0.1,4.0
174.0,0.1,4.0
143.0,0.1,4.0
311.0,0.1,4.0
161.0,0.1,4.0
239.0,0.1,4.0
235.0,0.1,4.0
235.0,0.1,4.0
332.0,0.1,4.0
137.0,0.1,4.0
234.0,0.1,4.0
312.0,0.1,4.0
246.0,0.1,4.0
222.0,0.1,4.0
172.0,0.1,4.0
120.0,0.1,4.0
232.0,0.1,4.0
219.0,0.1,4.0
164.0,0.1,4.0
292.0,0.1,4.0
190.0,0.1,4.0
104.0,0.1,4.0
144.0,0.1,4.0
166.0,0.1,4.0
160.0,0.1,4.0
172.0,0.1,4.0
177.0,0.1,4.0
253.0,0.1,4.0
136.0,0.1,4.0
182.0,0.1,4.0
220.0,0.1,4.0
181.0,0.1,4.0
151.0,0.1,4.0
225.0,0.1,4.0
227.0,0.1,4.0
227.0,0.1,4.0
318.0,0.1,4.0
257.0,0.1,4.0
162.0,0.1,4.0
408.0,0.1,4.0
115.0,0.1,4.0
137.0,0.1,4.0
143.0,0.1,4.0
246.0,0.1,4.0
128.0,0.1,4.0
166.0,0.1,4.0
162.0,0.1,4.0
165.0,0.1,4.0
278.0,0.1,4.0
171.0,0.1,4.0
135.0,0.1,4.0
239.0,0.1,4.0
194.0,0.1,4.0
127.0,0.1,4.0
134.0,0.1,4.0
332.0,0.1,4.0
190.0,0.1,4.0
158.0,0.1,4.0
177.0,0.1,4.0
