84.0,84.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
439.0,594.0,716.0,811.0,883.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
449.0,608.0,733.0,830.0,902.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
178.0,230.0,255.0,255.0,NaN,0.1,4.0
442.0,595.0,714.0,804.0,873.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
451.0,615.0,749.0,858.0,946.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
423.0,564.0,672.0,756.0,819.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
176.0,226.0,250.0,250.0,NaN,0.1,4.0
453.0,613.0,738.0,834.0,908.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
176.0,226.0,250.0,250.0,NaN,0.1,4.0
446.0,604.0,728.0,826.0,901.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
176.0,226.0,250.0,250.0,NaN,0.1,4.0
438.0,591.0,712.0,806.0,879.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
167.0,212.0,235.0,235.0,NaN,0.1,4.0
389.0,507.0,592.0,655.0,701.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
426.0,571.0,684.0,770.0,836.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
432.0,578.0,690.0,774.0,838.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
429.0,573.0,682.0,764.0,825.0,0.1,10.0
80.0,80.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
424.0,566.0,673.0,755.0,816.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
432.0,578.0,690.0,774.0,838.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
445.0,600.0,721.0,815.0,885.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
167.0,212.0,235.0,235.0,NaN,0.1,4.0
449.0,609.0,736.0,836.0,914.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
151.0,187.0,205.0,205.0,NaN,0.1,4.0
438.0,592.0,717.0,818.0,898.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
445.0,605.0,734.0,838.0,921.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
445.0,600.0,721.0,815.0,885.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
164.0,206.0,228.0,228.0,NaN,0.1,4.0
440.0,593.0,713.0,805.0,876.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
429.0,573.0,682.0,764.0,825.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
433.0,580.0,694.0,779.0,842.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
432.0,578.0,690.0,774.0,838.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
442.0,595.0,714.0,804.0,873.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
431.0,579.0,695.0,786.0,857.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
431.0,579.0,695.0,786.0,857.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
442.0,600.0,726.0,827.0,908.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
441.0,596.0,719.0,816.0,892.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
453.0,613.0,738.0,834.0,908.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
446.0,604.0,728.0,826.0,901.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
441.0,592.0,707.0,793.0,857.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
449.0,609.0,736.0,836.0,914.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
441.0,596.0,719.0,816.0,892.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
432.0,578.0,690.0,774.0,838.0,0.1,10.0
80.0,80.0,NaN,NaN,NaN,0.1,2.0
152.0,189.0,207.0,207.0,NaN,0.1,4.0
427.0,571.0,681.0,765.0,828.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
440.0,593.0,713.0,805.0,876.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
440.0,590.0,706.0,794.0,860.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
450.0,607.0,730.0,824.0,895.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
426.0,568.0,674.0,754.0,812.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
176.0,226.0,250.0,250.0,NaN,0.1,4.0
458.0,623.0,753.0,855.0,933.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
178.0,230.0,255.0,255.0,NaN,0.1,4.0
443.0,598.0,720.0,816.0,889.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
454.0,616.0,745.0,846.0,923.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
164.0,206.0,228.0,228.0,NaN,0.1,4.0
441.0,596.0,719.0,816.0,892.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
164.0,208.0,230.0,230.0,NaN,0.1,4.0
441.0,596.0,719.0,816.0,892.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
431.0,579.0,695.0,786.0,857.0,0.1,10.0
80.0,80.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
454.0,619.0,751.0,857.0,939.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
178.0,230.0,255.0,255.0,NaN,0.1,4.0
457.0,624.0,759.0,867.0,952.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
444.0,602.0,727.0,827.0,905.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
424.0,563.0,667.0,744.0,800.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
169.0,216.0,239.0,239.0,NaN,0.1,4.0
440.0,590.0,706.0,794.0,860.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
452.0,614.0,743.0,846.0,927.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
423.0,564.0,672.0,756.0,819.0,0.1,10.0
78.0,78.0,NaN,NaN,NaN,0.1,2.0
164.0,206.0,228.0,228.0,NaN,0.1,4.0
436.0,586.0,704.0,796.0,866.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
164.0,206.0,228.0,228.0,NaN,0.1,4.0
436.0,586.0,704.0,796.0,866.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
431.0,579.0,695.0,786.0,857.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
176.0,226.0,250.0,250.0,NaN,0.1,4.0
471.0,650.0,797.0,918.0,1016.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
171.0,218.0,241.0,241.0,NaN,0.1,4.0
454.0,616.0,745.0,846.0,923.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
454.0,619.0,751.0,857.0,939.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
469.0,643.0,784.0,896.0,984.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
410.0,541.0,641.0,715.0,771.0,0.1,10.0
80.0,80.0,NaN,NaN,NaN,0.1,2.0
166.0,210.0,232.0,232.0,NaN,0.1,4.0
435.0,583.0,697.0,785.0,850.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
168.0,214.0,237.0,237.0,NaN,0.1,4.0
440.0,593.0,713.0,805.0,876.0,0.1,10.0
84.0,84.0,NaN,NaN,NaN,0.1,2.0
164.0,206.0,228.0,228.0,NaN,0.1,4.0
434.0,580.0,691.0,774.0,834.0,0.1,10.0
82.0,82.0,NaN,NaN,NaN,0.1,2.0
174.0,222.0,246.0,246.0,NaN,0.1,4.0
