88.0,88.0,NaN,NaN,NaN,2.0,1.0
200.0,255.0,282.0,282.0,NaN,4.0,1.0
473.0,634.0,758.0,851.0,921.0,10.0,1.0
90.0,90.0,NaN,NaN,NaN,2.0,2.0
192.0,243.0,268.0,268.0,NaN,4.0,2.0
435.0,577.0,685.0,769.0,833.0,10.0,2.0
88.0,88.0,NaN,NaN,NaN,2.0,3.0
195.0,247.0,272.0,272.0,NaN,4.0,3.0
468.0,627.0,749.0,842.0,911.0,10.0,3.0
84.0,84.0,NaN,NaN,NaN,2.0,4.0
198.0,251.0,277.0,277.0,NaN,4.0,4.0
484.0,658.0,798.0,909.0,995.0,10.0,4.0
88.0,88.0,NaN,NaN,NaN,2.0,5.0
198.0,251.0,277.0,277.0,NaN,4.0,5.0
473.0,634.0,758.0,851.0,921.0,10.0,5.0
90.0,90.0,NaN,NaN,NaN,2.0,6.0
193.0,245.0,271.0,271.0,NaN,4.0,6.0
447.0,600.0,720.0,817.0,893.0,10.0,6.0
88.0,88.0,NaN,NaN,NaN,2.0,7.0
195.0,247.0,272.0,272.0,NaN,4.0,7.0
482.0,653.0,788.0,893.0,975.0,10.0,7.0
90.0,90.0,NaN,NaN,NaN,2.0,8.0
192.0,243.0,268.0,268.0,NaN,4.0,8.0
454.0,602.0,711.0,791.0,848.0,10.0,8.0
84.0,84.0,NaN,NaN,NaN,2.0,9.0
198.0,251.0,277.0,277.0,NaN,4.0,9.0
478.0,645.0,776.0,877.0,954.0,10.0,9.0
86.0,86.0,NaN,NaN,NaN,2.0,10.0
202.0,258.0,286.0,286.0,NaN,4.0,10.0
487.0,660.0,796.0,903.0,984.0,10.0,10.0
88.0,88.0,NaN,NaN,NaN,2.0,11.0
196.0,249.0,275.0,275.0,NaN,4.0,11.0
449.0,591.0,695.0,770.0,822.0,10.0,11.0
82.0,82.0,NaN,NaN,NaN,2.0,12.0
196.0,249.0,275.0,275.0,NaN,4.0,12.0
488.0,663.0,803.0,914.0,1000.0,10.0,12.0
90.0,90.0,NaN,NaN,NaN,2.0,13.0
195.0,247.0,272.0,272.0,NaN,4.0,13.0
453.0,602.0,714.0,796.0,855.0,10.0,13.0
88.0,88.0,NaN,NaN,NaN,2.0,14.0
195.0,247.0,272.0,272.0,NaN,4.0,14.0
