w_hat,a_hat,Nu_hat,N_hat,No,trial,T,alpha,N,type
1.0e-6,249.0717090811496,1328.9594667726483,1494.9594667726483,166,66,5,2.0,1000,MPLE-NB
1.0e-6,1.0,2755.597088672281,2921.597088672281,166,66,5,2.0,1000,MPLE-G
-999.0,-999.0,1216.8,1382.8,166,66,5,2.0,1000,Chao
-999.0,-999.0,2670.097727766611,2836.097727766611,166,66,5,2.0,1000,Turing Geometric
-999.0,-999.0,823.1,989.1,166,66,5,2.0,1000,Schnabel
-999.0,-999.0,1213.5730186252185,1379.5730186252185,166,66,5,2.0,1000,Zelterman
-999.0,-999.0,1146.966747603833,1312.966747603833,166,66,5,2.0,1000,Chao Lee Jeng 1
-999.0,-999.0,1863.5105431309903,2029.5105431309903,166,66,5,2.0,1000,Chao Lee Jeng 0
-999.0,-999.0,299.5,465.5,166,66,5,2.0,1000,Jackknife k = 4
-999.0,-999.0,271.3,437.3,166,66,5,2.0,1000,Jackknife k = 3
-999.0,-999.0,299.5,465.5,166,66,5,2.0,1000,Jackknife k = 5
-999.0,-999.0,-1165,-999,166,66,5,2.0,1000,Conway-Maxwell-Poisson
-999.0,-999.0,1019.9904428841633,1185.9904428841633,166,66,5,2.0,1000,Turing
-999.0,-999.0,213.89999999999998,379.9,166,66,5,2.0,1000,Jackknife k = 2
-999.0,-999.0,124.80000000000001,290.8,166,66,5,2.0,1000,Jackknife k = 1
-999.0,-999.0,1146.966747603833,1312.966747603833,166,66,5,2.0,1000,Chao Lee Jeng 2
1.0e-6,638.6427023074204,696.2741014374096,910.2741014374096,214,66,10,2.0,1000,MPLE-NB
1.0e-6,1.0,1526.5316174008485,1740.5316174008485,214,66,10,2.0,1000,MPLE-G
-999.0,-999.0,611.1607142857143,825.1607142857143,214,66,10,2.0,1000,Chao
-999.0,-999.0,1441.6409645897916,1655.6409645897916,214,66,10,2.0,1000,Turing Geometric
-999.0,-999.0,529.9666666666667,743.9666666666667,214,66,10,2.0,1000,Schnabel
-999.0,-999.0,605.354258004765,819.354258004765,214,66,10,2.0,1000,Zelterman
-999.0,-999.0,612.9638470131694,826.9638470131694,214,66,10,2.0,1000,Chao Lee Jeng 1
-999.0,-999.0,783.9387284109533,997.9387284109533,214,66,10,2.0,1000,Chao Lee Jeng 0
-999.0,-999.0,464.75694444444434,678.7569444444443,214,66,10,2.0,1000,Jackknife k = 4
-999.0,-999.0,391.8986111111111,605.8986111111111,214,66,10,2.0,1000,Jackknife k = 3
-999.0,-999.0,518.3194444444445,732.3194444444445,214,66,10,2.0,1000,Jackknife k = 5
-999.0,-999.0,103.53211944371799,317.532119443718,214,66,10,2.0,1000,Conway-Maxwell-Poisson
-999.0,-999.0,594.2544367521846,808.2544367521846,214,66,10,2.0,1000,Turing
-999.0,-999.0,294.5888888888889,508.5888888888889,214,66,10,2.0,1000,Jackknife k = 2
-999.0,-999.0,166.5,380.5,214,66,10,2.0,1000,Jackknife k = 1
-999.0,-999.0,614.9421278906152,828.9421278906152,214,66,10,2.0,1000,Chao Lee Jeng 2
0.07428415541641192,3.1068762520927726,544.9475244756682,876.9475244756682,332,66,15,2.0,1000,MPLE-NB
1.0e-6,1.0,1030.1294900958455,1362.1294900958455,332,66,15,2.0,1000,MPLE-G
-999.0,-999.0,484.3828125,816.3828125,332,66,15,2.0,1000,Chao
-999.0,-999.0,1012.8134250107325,1344.8134250107325,332,66,15,2.0,1000,Turing Geometric
-999.0,-999.0,357.68224299065423,689.6822429906542,332,66,15,2.0,1000,Schnabel
-999.0,-999.0,494.0037258002651,826.0037258002651,332,66,15,2.0,1000,Zelterman
-999.0,-999.0,495.1631362729613,827.1631362729613,332,66,15,2.0,1000,Chao Lee Jeng 1
-999.0,-999.0,567.4569553273358,899.4569553273358,332,66,15,2.0,1000,Chao Lee Jeng 0
-999.0,-999.0,598.5292124542125,930.5292124542125,332,66,15,2.0,1000,Jackknife k = 4
-999.0,-999.0,513.9611721611722,845.9611721611722,332,66,15,2.0,1000,Jackknife k = 3
-999.0,-999.0,660.3112914862915,992.3112914862915,332,66,15,2.0,1000,Jackknife k = 5
-999.0,-999.0,859.0441684763443,1191.0441684763443,332,66,15,2.0,1000,Conway-Maxwell-Poisson
-999.0,-999.0,397.1635983721378,729.1635983721378,332,66,15,2.0,1000,Turing
-999.0,-999.0,396.6952380952381,728.6952380952381,332,66,15,2.0,1000,Jackknife k = 2
-999.0,-999.0,232.39999999999998,564.4,332,66,15,2.0,1000,Jackknife k = 1
-999.0,-999.0,498.82985273485383,830.8298527348538,332,66,15,2.0,1000,Chao Lee Jeng 2
0.19567046417963366,72.35699558017969,193.59618872283875,604.5961887228387,411,66,20,2.0,1000,MPLE-NB
1.0e-6,1.0,866.2602921484047,1277.2602921484047,411,66,20,2.0,1000,MPLE-G
-999.0,-999.0,385.33333333333326,796.3333333333333,411,66,20,2.0,1000,Chao
-999.0,-999.0,834.2993274166924,1245.2993274166924,411,66,20,2.0,1000,Turing Geometric
-999.0,-999.0,266.08717948717947,677.0871794871795,411,66,20,2.0,1000,Schnabel
-999.0,-999.0,400.7280497179124,811.7280497179124,411,66,20,2.0,1000,Zelterman
-999.0,-999.0,392.4430795328834,803.4430795328834,411,66,20,2.0,1000,Chao Lee Jeng 1
-999.0,-999.0,434.1650168411104,845.1650168411104,411,66,20,2.0,1000,Chao Lee Jeng 0
-999.0,-999.0,596.5087117303061,1007.5087117303061,411,66,20,2.0,1000,Jackknife k = 4
-999.0,-999.0,525.9346491228071,936.9346491228071,411,66,20,2.0,1000,Jackknife k = 3
-999.0,-999.0,649.3936688381491,1060.393668838149,411,66,20,2.0,1000,Jackknife k = 5
-999.0,-999.0,651.613719560391,1062.613719560391,411,66,20,2.0,1000,Conway-Maxwell-Poisson
-999.0,-999.0,310.4501647826437,721.4501647826437,411,66,20,2.0,1000,Turing
-999.0,-999.0,421.3473684210527,832.3473684210527,411,66,20,2.0,1000,Jackknife k = 2
-999.0,-999.0,258.4,669.4,411,66,20,2.0,1000,Jackknife k = 1
-999.0,-999.0,394.7402143786326,805.7402143786326,411,66,20,2.0,1000,Chao Lee Jeng 2
0.08895474391394902,8.283068891129503,266.31797997700505,703.317979977005,437,66,25,2.0,1000,MPLE-NB
1.0e-6,1.0,779.4641375334259,1216.4641375334259,437,66,25,2.0,1000,MPLE-G
-999.0,-999.0,320.18141592920347,757.1814159292035,437,66,25,2.0,1000,Chao
-999.0,-999.0,737.8421999346954,1174.8421999346954,437,66,25,2.0,1000,Turing Geometric
