w_hat,a_hat,Nu_hat,N_hat,No,trial,T,alpha,N,type
1.0e-6,839.1491811599531,334.86210570724666,535.8621057072467,201,1000,5,0.5,1000,MPLE-NB
0.29500986871880513,7.435375704652861e7,3.845912033284549e-9,338.0000000038459,338,1000,10,0.5,1000,MPLE-NB
0.043111898099488614,2.9068352811444447,193.91852879370617,561.9185287937062,368,1000,15,0.5,1000,MPLE-NB
0.09933988569738421,3.0541941097765086,157.0722395214999,550.0722395214999,393,1000,20,0.5,1000,MPLE-NB
1.0e-6,1.4745778740245041,266.6201990272216,706.6201990272216,440,1000,25,0.5,1000,MPLE-NB
1.0e-6,1.4642662577108843,233.85716081847818,694.8571608184782,461,1000,30,0.5,1000,MPLE-NB
1.0e-6,1.0919018556345792,278.736833281446,762.736833281446,484,1000,35,0.5,1000,MPLE-NB
1.0e-6,1.0976979966593068,258.72943595354457,757.7294359535446,499,1000,40,0.5,1000,MPLE-NB
0.027474137461437675,1.0671676027310977,234.7127601427269,749.7127601427269,515,1000,45,0.5,1000,MPLE-NB
1.0e-6,0.9328985470192809,262.3667642817679,797.3667642817679,535,1000,50,0.5,1000,MPLE-NB
1.0e-6,144.1940930296129,990.5237046332309,1080.5237046332309,90,100,5,0.5,1000,MPLE-NB
0.1700796775018254,763.03281251396,178.48444843541802,346.484448435418,168,100,10,0.5,1000,MPLE-NB
0.10344816666515605,403.03068348739447,163.2549069597328,376.2549069597328,213,100,15,0.5,1000,MPLE-NB
0.3075828326170055,1.9674255358910063e8,2.6488464754947927e-8,351.00000002648846,351,100,20,0.5,1000,MPLE-NB
0.25104874000958494,8.847516754329636,3.7188336250437715e-5,401.00003718833625,401,100,25,0.5,1000,MPLE-NB
0.14083485274842694,3.0064680638186596,72.58838425268516,510.58838425268516,438,100,30,0.5,1000,MPLE-NB
0.1883105288930102,3.163305224972679,32.6577275101252,485.6577275101252,453,100,35,0.5,1000,MPLE-NB
0.15988904920043065,2.398689862254106,48.21101875414388,531.2110187541439,483,100,40,0.5,1000,MPLE-NB
0.13612909747998134,2.1322810092681257,50.190405489,567.190405489,517,100,45,0.5,1000,MPLE-NB
0.13633393070907265,2.099257632087172,49.0509560581969,570.0509560581969,521,100,50,0.5,1000,MPLE-NB
0.47277622441611383,966.995827921422,252.620325883159,394.620325883159,142,101,5,0.5,1000,MPLE-NB
1.0e-6,0.5125469201928425,1149.596843552816,1374.596843552816,225,101,10,0.5,1000,MPLE-NB
0.106102388587078,1.9209216877388107,313.0414205495522,591.0414205495522,278,101,15,0.5,1000,MPLE-NB
0.26049631116497673,2.6887404917915387,134.29830149740417,512.2983014974042,378,101,20,0.5,1000,MPLE-NB
0.11881216985107418,1.4579942584666261,273.87834152662185,671.8783415266219,398,101,25,0.5,1000,MPLE-NB
0.10358859040067145,1.4175069059303305,241.83464870159582,667.8346487015958,426,101,30,0.5,1000,MPLE-NB
0.0039059707595031135,0.9230562050380501,366.66233256396276,838.6623325639628,472,101,35,0.5,1000,MPLE-NB
0.09420388110246529,1.3608802082776588,179.70732180008292,683.7073218000829,504,101,40,0.5,1000,MPLE-NB
0.004862338895564413,0.9760937220593685,278.982030171111,803.982030171111,525,101,45,0.5,1000,MPLE-NB
0.0934502877402695,1.4712887834692412,113.40490603687294,653.404906036873,540,101,50,0.5,1000,MPLE-NB
1.0e-6,33.90148316302981,360.838432273297,500.838432273297,140,102,5,0.5,1000,MPLE-NB
1.0e-6,5.497674084791929,284.30307160009716,535.3030716000972,251,102,10,0.5,1000,MPLE-NB
0.2915156259989211,3.6429379141820365e8,0.0,361.0,361,102,15,0.5,1000,MPLE-NB
0.24098768627702472,35.057515568318735,0.0,412.0,412,102,20,0.5,1000,MPLE-NB
0.2134846435131137,7.700801175843352,0.19966533569692047,466.1996653356969,466,102,25,0.5,1000,MPLE-NB
0.18954989144706283,5.315205502205249,0.12030568044627898,492.1203056804463,492,102,30,0.5,1000,MPLE-NB
0.18936350979593133,3.9966806829681,0.11613739096799236,513.116137390968,513,102,35,0.5,1000,MPLE-NB
0.18912470671204215,3.444882191012068,0.20715750450574433,522.2071575045057,522,102,40,0.5,1000,MPLE-NB
0.1680317829058051,2.9463268731555305,1.0145867516882845,548.0145867516883,547,102,45,0.5,1000,MPLE-NB
0.14071186792715198,2.6218223187756977,13.314026016580783,562.3140260165808,549,102,50,0.5,1000,MPLE-NB
1.0e-6,296.9122969178807,582.489843184914,681.489843184914,99,103,5,0.5,1000,MPLE-NB
0.20583026888005623,1297.4483375586278,215.05339022029455,433.05339022029455,218,103,10,0.5,1000,MPLE-NB
0.10794602670928137,1372.1587120789557,167.8017963770218,436.8017963770218,269,103,15,0.5,1000,MPLE-NB
0.1459659368731418,8.244281951011013,152.65101121650457,456.65101121650457,304,103,20,0.5,1000,MPLE-NB
0.05186635946720168,1.6003952826724412,293.70789139760257,649.7078913976026,356,103,25,0.5,1000,MPLE-NB
0.2032954934319159,3.20115053794796,67.15996972101351,456.1599697210135,389,103,30,0.5,1000,MPLE-NB
0.20457312907926242,2.477495369384726,71.8672600195373,478.8672600195373,407,103,35,0.5,1000,MPLE-NB
0.005456068938142871,0.9452856687820401,329.1296791702556,777.1296791702556,448,103,40,0.5,1000,MPLE-NB
0.03329144943826795,1.0115302408764915,268.5379252304067,740.5379252304067,472,103,45,0.5,1000,MPLE-NB
0.09055517897786512,1.3580374979438379,153.29070291129653,638.2907029112965,485,103,50,0.5,1000,MPLE-NB
0.09370201636862019,551.1184059144773,419.4782950128472,534.4782950128472,115,104,5,0.5,1000,MPLE-NB
