a_hat,Nu_hat,N_hat,No,trial,T,graph,N,type
-999.0,1768.006387921022,6515.006387921022,4747,1,35,ba_50,10000,Schnabel
-999.0,3394.753344241196,8141.753344241196,4747,1,35,ba_50,10000,Zelterman
-999.0,3444.2694581110363,8191.269458111036,4747,1,35,ba_50,10000,Chao Lee Jeng 1
-999.0,3640.3894445852056,8387.389444585206,4747,1,35,ba_50,10000,Chao Lee Jeng 0
-999.0,5418.440294754264,10165.440294754264,4747,1,35,ba_50,10000,Jackknife k = 4
-999.0,5001.731754519991,9748.731754519991,4747,1,35,ba_50,10000,Jackknife k = 3
-999.0,5649.402076094368,10396.402076094368,4747,1,35,ba_50,10000,Jackknife k = 5
-999.0,6412.011091315269,11159.01109131527,4747,1,35,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2313.669754898876,7060.669754898876,4747,1,35,ba_50,10000,Turing
-999.0,4195.35294117647,8942.35294117647,4747,1,35,ba_50,10000,Jackknife k = 2
-999.0,2691.828571428571,7438.828571428571,4747,1,35,ba_50,10000,Jackknife k = 1
-999.0,3450.988427384633,8197.988427384633,4747,1,35,ba_50,10000,Chao Lee Jeng 2
0.49227005788411465,11625.16614016482,16663.16614016482,5038,1,40,ba_50,10000,Pseudolikelihood
-999.0,3296.800625488664,8334.800625488664,5038,1,40,ba_50,10000,Chao
-999.0,6767.57301634318,11805.57301634318,5038,1,40,ba_50,10000,Turing Geometric
-999.0,1694.7146617530925,6732.7146617530925,5038,1,40,ba_50,10000,Schnabel
-999.0,3565.5657987277136,8603.565798727714,5038,1,40,ba_50,10000,Zelterman
-999.0,3642.581538433642,8680.581538433642,5038,1,40,ba_50,10000,Chao Lee Jeng 1
-999.0,3819.8159203637024,8857.815920363702,5038,1,40,ba_50,10000,Chao Lee Jeng 0
-999.0,5739.967788233578,10777.967788233578,5038,1,40,ba_50,10000,Jackknife k = 4
-999.0,5263.394399460189,10301.394399460189,5038,1,40,ba_50,10000,Jackknife k = 3
-999.0,6057.191765183707,11095.191765183707,5038,1,40,ba_50,10000,Jackknife k = 5
-999.0,6697.546898987639,11735.546898987639,5038,1,40,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2364.0067701662892,7402.006770166289,5038,1,40,ba_50,10000,Turing
-999.0,4406.305128205129,9444.30512820513,5038,1,40,ba_50,10000,Jackknife k = 2
-999.0,2831.3999999999996,7869.4,5038,1,40,ba_50,10000,Jackknife k = 1
-999.0,3648.16590816982,8686.16590816982,5038,1,40,ba_50,10000,Chao Lee Jeng 2
0.5993612747319471,9532.219882311376,14842.219882311376,5310,1,45,ba_50,10000,Pseudolikelihood
-999.0,3335.8582089552237,8645.858208955224,5310,1,45,ba_50,10000,Chao
-999.0,6690.896852423419,12000.896852423419,5310,1,45,ba_50,10000,Turing Geometric
-999.0,1563.4606637270826,6873.460663727083,5310,1,45,ba_50,10000,Schnabel
-999.0,3660.627363895401,8970.6273638954,5310,1,45,ba_50,10000,Zelterman
-999.0,3827.0039395628046,9137.003939562805,5310,1,45,ba_50,10000,Chao Lee Jeng 1
-999.0,3986.8689013799085,9296.868901379908,5310,1,45,ba_50,10000,Chao Lee Jeng 0
-999.0,5880.908035224895,11190.908035224895,5310,1,45,ba_50,10000,Jackknife k = 4
-999.0,5399.067559314071,10709.067559314071,5310,1,45,ba_50,10000,Jackknife k = 3
-999.0,6193.485360485716,11503.485360485716,5310,1,45,ba_50,10000,Jackknife k = 5
-999.0,6985.557924420687,12295.557924420687,5310,1,45,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2305.053953427848,7615.053953427848,5310,1,45,ba_50,10000,Turing
-999.0,4529.323232323233,9839.323232323233,5310,1,45,ba_50,10000,Jackknife k = 2
-999.0,2923.5555555555547,8233.555555555555,5310,1,45,ba_50,10000,Jackknife k = 1
-999.0,3831.6522127525022,9141.652212752502,5310,1,45,ba_50,10000,Chao Lee Jeng 2
0.6130885929770543,9151.907099908152,14628.907099908152,5477,1,50,ba_50,10000,Pseudolikelihood
-999.0,3228.615744069015,8705.615744069015,5477,1,50,ba_50,10000,Chao
-999.0,6487.811404665037,11964.811404665037,5477,1,50,ba_50,10000,Turing Geometric
-999.0,1456.7743850720954,6933.774385072095,5477,1,50,ba_50,10000,Schnabel
-999.0,3579.4882283587704,9056.48822835877,5477,1,50,ba_50,10000,Zelterman
-999.0,3778.8580994573094,9255.85809945731,5477,1,50,ba_50,10000,Chao Lee Jeng 1
-999.0,3918.104748029229,9395.104748029229,5477,1,50,ba_50,10000,Chao Lee Jeng 0
-999.0,5807.883247756547,11284.883247756547,5477,1,50,ba_50,10000,Jackknife k = 4
-999.0,5340.006113945577,10817.006113945577,5477,1,50,ba_50,10000,Jackknife k = 3
-999.0,6125.527746602575,11602.527746602575,5477,1,50,ba_50,10000,Jackknife k = 5
-999.0,6646.314197463951,12123.314197463951,5477,1,50,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2202.1619472697676,7679.161947269768,5477,1,50,ba_50,10000,Turing
-999.0,4506.0722448979595,9983.07224489796,5477,1,50,ba_50,10000,Jackknife k = 2
-999.0,2937.0599999999995,8414.06,5477,1,50,ba_50,10000,Jackknife k = 1
-999.0,3782.706288610563,9259.706288610563,5477,1,50,ba_50,10000,Chao Lee Jeng 2
-999.0,7036.7,7918.7,882,1,5,ba_50,10000,Morgan Ridout
-999.0,5693.2,7980.2,2287,1,10,ba_50,10000,Morgan Ridout
-999.0,4422.7,7720.7,3298,1,15,ba_50,10000,Morgan Ridout
-999.0,9587.6,13223.6,3636,1,20,ba_50,10000,Morgan Ridout
-999.0,7331.1,11388.1,4057,1,25,ba_50,10000,Morgan Ridout
-999.0,6189.1,10578.1,4389,1,30,ba_50,10000,Morgan Ridout
-999.0,8.9499925e8,8.95003997e8,4747,1,35,ba_50,10000,Morgan Ridout
-999.0,2.265869994962e12,2.26587e12,5038,1,40,ba_50,10000,Morgan Ridout
-999.0,6390.700000000001,11700.7,5310,1,45,ba_50,10000,Morgan Ridout
-999.0,6125.0,11602.0,5477,1,50,ba_50,10000,Morgan Ridout
0.8133814836369575,14598.174863479006,15387.174863479006,789,10,5,ba_50,10000,Pseudolikelihood
-999.0,7540.662162162163,8329.662162162163,789,10,5,ba_50,10000,Chao
-999.0,13627.963159216,14416.963159216,789,10,5,ba_50,10000,Turing Geometric
-999.0,4540.212765957447,5329.212765957447,789,10,5,ba_50,10000,Schnabel
-999.0,7576.647456950297,8365.647456950297,789,10,5,ba_50,10000,Zelterman
-999.0,5691.5628972034065,6480.5628972034065,789,10,5,ba_50,10000,Chao Lee Jeng 1
-999.0,8391.205600559018,9180.205600559018,789,10,5,ba_50,10000,Chao Lee Jeng 0
-999.0,1449.0,2238.0,789,10,5,ba_50,10000,Jackknife k = 4
-999.0,1310.1166666666668,2099.116666666667,789,10,5,ba_50,10000,Jackknife k = 3
-999.0,1449.0,2238.0,789,10,5,ba_50,10000,Jackknife k = 5
-999.0,83867.46149169265,84656.46149169265,789,10,5,ba_50,10000,Conway-Maxwell-Poisson
-999.0,5222.2533883459255,6011.2533883459255,789,10,5,ba_50,10000,Turing
-999.0,1029.1499999999999,1818.1499999999999,789,10,5,ba_50,10000,Jackknife k = 2
-999.0,597.5999999999999,1386.6,789,10,5,ba_50,10000,Jackknife k = 1
-999.0,5936.872154698792,6725.872154698792,789,10,5,ba_50,10000,Chao Lee Jeng 2
1.22243181961094,5764.312810214726,7475.312810214726,1711,10,10,ba_50,10000,Pseudolikelihood
-999.0,3019.5266666666666,4730.526666666667,1711,10,10,ba_50,10000,Chao
-999.0,6378.270793491327,8089.270793491327,1711,10,10,ba_50,10000,Turing Geometric
-999.0,1973.3810572687225,3684.3810572687225,1711,10,10,ba_50,10000,Schnabel
-999.0,3046.1925244574595,4757.1925244574595,1711,10,10,ba_50,10000,Zelterman
-999.0,2612.6054156706023,4323.605415670602,1711,10,10,ba_50,10000,Chao Lee Jeng 1
-999.0,3143.6885095815605,4854.6885095815605,1711,10,10,ba_50,10000,Chao Lee Jeng 0
-999.0,3125.7619047619055,4836.7619047619055,1711,10,10,ba_50,10000,Jackknife k = 4
-999.0,2689.9333333333334,4400.933333333333,1711,10,10,ba_50,10000,Jackknife k = 3
-999.0,3431.8285383597877,5142.828538359788,1711,10,10,ba_50,10000,Jackknife k = 5
-999.0,5920.7386957465005,7631.7386957465005,1711,10,10,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2459.413006985007,4170.413006985007,1711,10,10,ba_50,10000,Turing
-999.0,2074.8666666666663,3785.8666666666663,1711,10,10,ba_50,10000,Jackknife k = 2
-999.0,1211.4,2922.4,1711,10,10,ba_50,10000,Jackknife k = 1
-999.0,2639.816490066456,4350.816490066456,1711,10,10,ba_50,10000,Chao Lee Jeng 2
0.6627392189108102,10465.326620469947,12965.326620469947,2500,10,15,ba_50,10000,Pseudolikelihood
-999.0,4411.570257611241,6911.570257611241,2500,10,15,ba_50,10000,Chao
-999.0,8435.38143718712,10935.38143718712,2500,10,15,ba_50,10000,Turing Geometric
-999.0,2544.09186351706,5044.09186351706,2500,10,15,ba_50,10000,Schnabel
-999.0,4523.45230277105,7023.45230277105,2500,10,15,ba_50,10000,Zelterman
-999.0,3952.762201003725,6452.762201003725,2500,10,15,ba_50,10000,Chao Lee Jeng 1
-999.0,4476.236730480497,6976.236730480497,2500,10,15,ba_50,10000,Chao Lee Jeng 0
-999.0,4916.113064713066,7416.113064713066,2500,10,15,ba_50,10000,Jackknife k = 4
-999.0,4153.098534798535,6653.098534798535,2500,10,15,ba_50,10000,Jackknife k = 3
-999.0,5508.150915750916,8008.150915750916,2500,10,15,ba_50,10000,Jackknife k = 5
-999.0,11690.280484656323,14190.280484656323,2500,10,15,ba_50,10000,Conway-Maxwell-Poisson
-999.0,3359.9228262712622,5859.922826271262,2500,10,15,ba_50,10000,Turing
-999.0,3150.166666666667,5650.166666666667,2500,10,15,ba_50,10000,Jackknife k = 2
-999.0,1811.6000000000004,4311.6,2500,10,15,ba_50,10000,Jackknife k = 1
-999.0,3977.214086804407,6477.214086804407,2500,10,15,ba_50,10000,Chao Lee Jeng 2
0.6448289891955483,11094.037754914432,13943.037754914432,2849,10,20,ba_50,10000,Pseudolikelihood
-999.0,4742.914171656686,7591.914171656686,2849,10,20,ba_50,10000,Chao
-999.0,8924.608511375394,11773.608511375394,2849,10,20,ba_50,10000,Turing Geometric
-999.0,2701.7322751322754,5550.732275132275,2849,10,20,ba_50,10000,Schnabel
-999.0,4882.665385440861,7731.665385440861,2849,10,20,ba_50,10000,Zelterman
-999.0,4445.289156464038,7294.289156464038,2849,10,20,ba_50,10000,Chao Lee Jeng 1
-999.0,4884.232637338411,7733.232637338411,2849,10,20,ba_50,10000,Chao Lee Jeng 0
-999.0,5626.508531131751,8475.50853113175,2849,10,20,ba_50,10000,Jackknife k = 4
-999.0,4756.254385964912,7605.254385964912,2849,10,20,ba_50,10000,Jackknife k = 3
-999.0,6290.745195863432,9139.745195863432,2849,10,20,ba_50,10000,Jackknife k = 5
-999.0,12474.017707991981,15323.017707991981,2849,10,20,ba_50,10000,Conway-Maxwell-Poisson
-999.0,3597.8194927197637,6446.819492719764,2849,10,20,ba_50,10000,Turing
-999.0,3605.831578947368,6454.831578947368,2849,10,20,ba_50,10000,Jackknife k = 2
-999.0,2071.0,4920.0,2849,10,20,ba_50,10000,Jackknife k = 1
-999.0,4460.8333705388395,7309.8333705388395,2849,10,20,ba_50,10000,Chao Lee Jeng 2
0.6171155676079223,11604.42987895138,15049.42987895138,3445,10,25,ba_50,10000,Pseudolikelihood
-999.0,4623.702485380117,8068.702485380117,3445,10,25,ba_50,10000,Chao
-999.0,8982.68635827518,12427.68635827518,3445,10,25,ba_50,10000,Turing Geometric
-999.0,2672.257852447042,6117.257852447042,3445,10,25,ba_50,10000,Schnabel
-999.0,4766.351693108516,8211.351693108516,3445,10,25,ba_50,10000,Zelterman
-999.0,4760.813896235037,8205.813896235037,3445,10,25,ba_50,10000,Chao Lee Jeng 1
-999.0,5155.032237451673,8600.032237451673,3445,10,25,ba_50,10000,Chao Lee Jeng 0
-999.0,6176.2342654808945,9621.234265480894,3445,10,25,ba_50,10000,Jackknife k = 4
-999.0,5333.966666666667,8778.966666666667,3445,10,25,ba_50,10000,Jackknife k = 3
-999.0,6744.833120490621,10189.83312049062,3445,10,25,ba_50,10000,Jackknife k = 5
-999.0,11057.229066713317,14502.229066713317,3445,10,25,ba_50,10000,Conway-Maxwell-Poisson
-999.0,3564.026670521309,7009.026670521309,3445,10,25,ba_50,10000,Turing
-999.0,4125.139999999999,7570.139999999999,3445,10,25,ba_50,10000,Jackknife k = 2
-999.0,2414.3999999999996,5859.4,3445,10,25,ba_50,10000,Jackknife k = 1
-999.0,4772.298403467246,8217.298403467246,3445,10,25,ba_50,10000,Chao Lee Jeng 2
0.46969018380442595,15035.117608784803,19316.117608784803,4281,10,30,ba_50,10000,Pseudolikelihood
-999.0,4993.428170594838,9274.428170594838,4281,10,30,ba_50,10000,Chao
-999.0,9380.507452610369,13661.507452610369,4281,10,30,ba_50,10000,Turing Geometric
-999.0,2584.9213098729224,6865.921309872922,4281,10,30,ba_50,10000,Schnabel
-999.0,5237.5908969013,9518.5908969013,4281,10,30,ba_50,10000,Zelterman
-999.0,5546.390599711787,9827.390599711787,4281,10,30,ba_50,10000,Chao Lee Jeng 1
-999.0,5922.474453984891,10203.47445398489,4281,10,30,ba_50,10000,Chao Lee Jeng 0
-999.0,7230.027396156418,11511.027396156418,4281,10,30,ba_50,10000,Jackknife k = 4
-999.0,6245.984359605911,10526.98435960591,4281,10,30,ba_50,10000,Jackknife k = 3
-999.0,7959.398675552842,12240.398675552842,4281,10,30,ba_50,10000,Jackknife k = 5
-999.0,12019.905755261683,16300.905755261683,4281,10,30,ba_50,10000,Conway-Maxwell-Poisson
-999.0,3638.045079266546,7919.045079266546,4281,10,30,ba_50,10000,Turing
-999.0,4864.775862068966,9145.775862068966,4281,10,30,ba_50,10000,Jackknife k = 2
-999.0,2883.5666666666666,7164.566666666667,4281,10,30,ba_50,10000,Jackknife k = 1
-999.0,5558.090696901505,9839.090696901505,4281,10,30,ba_50,10000,Chao Lee Jeng 2
0.44453562470611857,13611.869489264964,18638.869489264966,5027,10,35,ba_50,10000,Pseudolikelihood
-999.0,4294.470096745823,9321.470096745823,5027,10,35,ba_50,10000,Chao
-999.0,7833.205443724733,12860.205443724733,5027,10,35,ba_50,10000,Turing Geometric
-999.0,1898.9867491166078,6925.986749116608,5027,10,35,ba_50,10000,Schnabel
-999.0,4696.93684990214,9723.93684990214,5027,10,35,ba_50,10000,Zelterman
-999.0,5001.063094604582,10028.063094604582,5027,10,35,ba_50,10000,Chao Lee Jeng 1
-999.0,5267.19669762641,10294.19669762641,5027,10,35,ba_50,10000,Chao Lee Jeng 0
-999.0,7053.2225569773345,12080.222556977335,5027,10,35,ba_50,10000,Jackknife k = 4
-999.0,6188.587649605299,11215.587649605299,5027,10,35,ba_50,10000,Jackknife k = 3
-999.0,7704.665290595705,12731.665290595705,5027,10,35,ba_50,10000,Jackknife k = 5
-999.0,10010.06645531557,15037.06645531557,5027,10,35,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2831.919070859897,7858.919070859897,5027,10,35,ba_50,10000,Turing
-999.0,4941.6445378151275,9968.644537815127,5027,10,35,ba_50,10000,Jackknife k = 2
-999.0,3035.7142857142862,8062.714285714286,5027,10,35,ba_50,10000,Jackknife k = 1
-999.0,5010.431386055534,10037.431386055534,5027,10,35,ba_50,10000,Chao Lee Jeng 2
0.4394730688852566,12188.143934040661,17407.14393404066,5219,10,40,ba_50,10000,Pseudolikelihood
-999.0,3744.6214171974516,8963.621417197452,5219,10,40,ba_50,10000,Chao
-999.0,6962.721111464683,12181.721111464683,5219,10,40,ba_50,10000,Turing Geometric
-999.0,1605.0609258815066,6824.060925881507,5219,10,40,ba_50,10000,Schnabel
-999.0,4114.877870078684,9333.877870078684,5219,10,40,ba_50,10000,Zelterman
-999.0,4950.52373737388,10169.52373737388,5219,10,40,ba_50,10000,Chao Lee Jeng 1
-999.0,5176.056544186578,10395.056544186578,5219,10,40,ba_50,10000,Chao Lee Jeng 0
-999.0,6092.849758361597,11311.849758361597,5219,10,40,ba_50,10000,Jackknife k = 4
-999.0,5704.7005735492585,10923.700573549258,5219,10,40,ba_50,10000,Jackknife k = 3
-999.0,6010.097380604291,11229.097380604291,5219,10,40,ba_50,10000,Jackknife k = 5
-999.0,9008.182375601838,14227.182375601838,5219,10,40,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2427.387141242073,7646.387141242073,5219,10,40,ba_50,10000,Turing
-999.0,4741.369871794872,9960.369871794872,5219,10,40,ba_50,10000,Jackknife k = 2
-999.0,2990.3250000000007,8209.325,5219,10,40,ba_50,10000,Jackknife k = 1
-999.0,4956.379423874932,10175.379423874932,5219,10,40,ba_50,10000,Chao Lee Jeng 2
0.4401120191260293,12024.479259402957,17562.479259402957,5538,10,45,ba_50,10000,Pseudolikelihood
-999.0,3312.4911847672774,8850.491184767277,5538,10,45,ba_50,10000,Chao
-999.0,6561.631897705762,12099.631897705762,5538,10,45,ba_50,10000,Turing Geometric
-999.0,1417.420556920557,6955.420556920557,5538,10,45,ba_50,10000,Schnabel
-999.0,3637.227454392796,9175.227454392796,5538,10,45,ba_50,10000,Zelterman
-999.0,4604.369816624116,10142.369816624116,5538,10,45,ba_50,10000,Chao Lee Jeng 1
-999.0,4792.443349232981,10330.44334923298,5538,10,45,ba_50,10000,Chao Lee Jeng 0
-999.0,5456.851872825713,10994.851872825713,5538,10,45,ba_50,10000,Jackknife k = 4
-999.0,5339.678482499414,10877.678482499414,5538,10,45,ba_50,10000,Jackknife k = 3
-999.0,5067.518576324519,10605.518576324519,5538,10,45,ba_50,10000,Jackknife k = 5
-999.0,7495.964568314532,13033.964568314532,5538,10,45,ba_50,10000,Conway-Maxwell-Poisson
-999.0,2218.541214028456,7756.541214028456,5538,10,45,ba_50,10000,Turing
-999.0,4601.48383838384,10139.48383838384,5538,10,45,ba_50,10000,Jackknife k = 2
-999.0,2996.8888888888887,8534.888888888889,5538,10,45,ba_50,10000,Jackknife k = 1
-999.0,4608.90390555058,10146.90390555058,5538,10,45,ba_50,10000,Chao Lee Jeng 2
0.9060634266752624,5838.995986530732,11677.995986530732,5839,10,50,ba_50,10000,Pseudolikelihood
-999.0,3335.087116154873,9174.087116154873,5839,10,50,ba_50,10000,Chao
-999.0,6582.609036832953,12421.609036832953,5839,10,50,ba_50,10000,Turing Geometric
-999.0,1299.4698172420158,7138.469817242016,5839,10,50,ba_50,10000,Schnabel
-999.0,3695.4976306397,9534.4976306397,5839,10,50,ba_50,10000,Zelterman
-999.0,4837.254296487692,10676.254296487692,5839,10,50,ba_50,10000,Chao Lee Jeng 1
-999.0,5009.96888086798,10848.96888086798,5839,10,50,ba_50,10000,Chao Lee Jeng 0
-999.0,5560.92685862643,11399.92685862643,5839,10,50,ba_50,10000,Jackknife k = 4
-999.0,5454.90099489796,11293.90099489796,5839,10,50,ba_50,10000,Jackknife k = 3
-999.0,5172.8014876547295,11011.80148765473,5839,10,50,ba_50,10000,Jackknife k = 5
-999.0,7416.785191432258,13255.785191432258,5839,10,50,ba_50,10000,Conway-Maxwell-Poisson
