a_hat,Nu_hat,N_hat,No,trial,T,avg_n,N,type
0.12630021223148316,8278.712181191799,8507.712181191799,229,1,5,51.8,1000.0,Pseudolikelihood
-999.0,1846.518273907131,2075.518273907131,229,1,5,51.8,1000.0,Turing Geometric
-999.0,18.232424377911826,247.23242437791183,229,1,5,51.8,1000.0,Huggins
-999.0,569.4,798.4,229,1,5,51.8,1000.0,Schnabel
-999.0,1192.8772760946786,1421.8772760946786,229,1,5,51.8,1000.0,Zelterman
-999.0,389.0,618.0,229,1,5,51.8,1000.0,Jackknife k = 4
-999.0,352.69999999999993,581.6999999999999,229,1,5,51.8,1000.0,Jackknife k = 3
-999.0,389.0,618.0,229,1,5,51.8,1000.0,Jackknife k = 5
-999.0,22837.9885995069,23066.9885995069,229,1,5,51.8,1000.0,Conway-Maxwell-Poisson
-999.0,674.5847178725479,903.5847178725479,229,1,5,51.8,1000.0,Turing
-999.0,278.9,507.9,229,1,5,51.8,1000.0,Jackknife k = 2
-999.0,164.0,393.0,229,1,5,51.8,1000.0,Jackknife k = 1
-999.0,1167.361111111111,1396.361111111111,229,1,5,51.8,1000.0,Chao
0.9666536043979937,1086.9815060764695,1552.9815060764695,466,1,10,67.0,1000.0,Pseudolikelihood
-999.0,1053.157592141395,1519.157592141395,466,1,10,67.0,1000.0,Turing Geometric
-999.0,10.979786848894719,476.9797868488947,466,1,10,67.0,1000.0,Huggins
-999.0,309.8480392156863,775.8480392156863,466,1,10,67.0,1000.0,Schnabel
-999.0,500.17691526882777,966.1769152688278,466,1,10,67.0,1000.0,Zelterman
-999.0,652.8174603174602,1118.8174603174602,466,1,10,67.0,1000.0,Jackknife k = 4
-999.0,585.1888888888889,1051.1888888888889,466,1,10,67.0,1000.0,Jackknife k = 3
-999.0,690.3196097883597,1156.3196097883597,466,1,10,67.0,1000.0,Jackknife k = 5
-999.0,979.4351898092607,1445.4351898092607,466,1,10,67.0,1000.0,Conway-Maxwell-Poisson
-999.0,370.65493540389457,836.6549354038946,466,1,10,67.0,1000.0,Turing
-999.0,472.02222222222224,938.0222222222222,466,1,10,67.0,1000.0,Jackknife k = 2
-999.0,289.79999999999995,755.8,466,1,10,67.0,1000.0,Jackknife k = 1
-999.0,489.07547169811323,955.0754716981132,466,1,10,67.0,1000.0,Chao
0.7516606165723214,1154.63264885568,1703.63264885568,549,1,15,57.86666666666667,1000.0,Pseudolikelihood
-999.0,925.6233226335353,1474.6233226335353,549,1,15,57.86666666666667,1000.0,Turing Geometric
-999.0,6.864952419381098,555.8649524193811,549,1,15,57.86666666666667,1000.0,Huggins
-999.0,260.4576802507837,809.4576802507837,549,1,15,57.86666666666667,1000.0,Schnabel
-999.0,411.2781615961113,960.2781615961113,549,1,15,57.86666666666667,1000.0,Zelterman
-999.0,623.5526862026866,1172.5526862026866,549,1,15,57.86666666666667,1000.0,Jackknife k = 4
-999.0,590.0523809523811,1139.052380952381,549,1,15,57.86666666666667,1000.0,Jackknife k = 3
-999.0,619.0674492174494,1168.0674492174494,549,1,15,57.86666666666667,1000.0,Jackknife k = 5
-999.0,697.6665484090026,1246.6665484090026,549,1,15,57.86666666666667,1000.0,Conway-Maxwell-Poisson
-999.0,320.56491490871906,869.5649149087191,549,1,15,57.86666666666667,1000.0,Turing
-999.0,498.90952380952376,1047.9095238095238,549,1,15,57.86666666666667,1000.0,Jackknife k = 2
-999.0,319.20000000000005,868.2,549,1,15,57.86666666666667,1000.0,Jackknife k = 1
-999.0,403.32413793103456,952.3241379310346,549,1,15,57.86666666666667,1000.0,Chao
0.8950252410932725,774.7797299461873,1391.7797299461872,617,1,20,57.55,1000.0,Pseudolikelihood
-999.0,692.7572689226927,1309.7572689226927,617,1,20,57.55,1000.0,Turing Geometric
-999.0,4.777024996322325,621.7770249963223,617,1,20,57.55,1000.0,Huggins
-999.0,174.91573033707868,791.9157303370787,617,1,20,57.55,1000.0,Schnabel
-999.0,326.02845154964336,943.0284515496434,617,1,20,57.55,1000.0,Zelterman
-999.0,525.6072239422085,1142.6072239422085,617,1,20,57.55,1000.0,Jackknife k = 4
-999.0,509.00233918128674,1126.0023391812867,617,1,20,57.55,1000.0,Jackknife k = 3
-999.0,523.5878337848299,1140.5878337848299,617,1,20,57.55,1000.0,Jackknife k = 5
-999.0,503.1167822015775,1120.1167822015775,617,1,20,57.55,1000.0,Conway-Maxwell-Poisson
-999.0,218.60818612117555,835.6081861211755,617,1,20,57.55,1000.0,Turing
-999.0,449.9000000000001,1066.9,617,1,20,57.55,1000.0,Jackknife k = 2
-999.0,305.9,922.9,617,1,20,57.55,1000.0,Jackknife k = 1
-999.0,303.1695906432749,920.1695906432749,617,1,20,57.55,1000.0,Chao
0.8642855912744521,1895.553327862072,2169.553327862072,274,10,5,63.4,1000.0,Pseudolikelihood
-999.0,1750.506191559035,2024.506191559035,274,10,5,63.4,1000.0,Turing Geometric
-999.0,21.52699131968643,295.52699131968643,274,10,5,63.4,1000.0,Huggins
-999.0,499.65116279069764,773.6511627906976,274,10,5,63.4,1000.0,Schnabel
-999.0,883.8147324323379,1157.814732432338,274,10,5,63.4,1000.0,Zelterman
-999.0,434.9916666666667,708.9916666666667,274,10,5,63.4,1000.0,Jackknife k = 4
-999.0,396.73333333333335,670.7333333333333,274,10,5,63.4,1000.0,Jackknife k = 3
-999.0,434.9916666666667,708.9916666666667,274,10,5,63.4,1000.0,Jackknife k = 5
-999.0,2115.602041305421,2389.602041305421,274,10,5,63.4,1000.0,Conway-Maxwell-Poisson
-999.0,624.9576440457699,898.9576440457699,274,10,5,63.4,1000.0,Turing
-999.0,317.4,591.4,274,10,5,63.4,1000.0,Jackknife k = 2
-999.0,189.60000000000002,463.6,274,10,5,63.4,1000.0,Jackknife k = 1
-999.0,877.640625,1151.640625,274,10,5,63.4,1000.0,Chao
