a_hat,Nu_hat,N_hat,No,trial,T,graph,N,type
-999.0,3236.699318769087,4690.699318769087,1454,10,45,ba_25,10000,Jackknife k = 3
-999.0,4595.466428008033,6049.466428008033,1454,10,45,ba_25,10000,Jackknife k = 5
-999.0,60543.84121854154,61997.84121854154,1454,10,45,ba_25,10000,Conway-Maxwell-Poisson
-999.0,2271.649862697644,3725.649862697644,1454,10,45,ba_25,10000,Turing
-999.0,2265.282828282828,3719.282828282828,1454,10,45,ba_25,10000,Jackknife k = 2
-999.0,1192.8888888888887,2646.8888888888887,1454,10,45,ba_25,10000,Jackknife k = 1
-999.0,6338.707989705201,7792.707989705201,1454,10,45,ba_25,10000,Chao Lee Jeng 2
0.288559042163792,10439.381634802867,12036.381634802867,1597,10,50,ba_25,10000,Pseudolikelihood
-999.0,7631.203389830509,9228.203389830509,1597,10,50,ba_25,10000,Chao
-999.0,5963.531171616516,7560.531171616516,1597,10,50,ba_25,10000,Turing Geometric
-999.0,1603.3125,3200.3125,1597,10,50,ba_25,10000,Schnabel
-999.0,8306.137335138932,9903.137335138932,1597,10,50,ba_25,10000,Zelterman
-999.0,7477.409303581091,9074.409303581091,1597,10,50,ba_25,10000,Chao Lee Jeng 1
-999.0,7638.866397625912,9235.866397625912,1597,10,50,ba_25,10000,Chao Lee Jeng 0
-999.0,4434.7327632435945,6031.7327632435945,1597,10,50,ba_25,10000,Jackknife k = 4
-999.0,3552.185586734694,5149.185586734694,1597,10,50,ba_25,10000,Jackknife k = 3
-999.0,5032.272787951443,6629.272787951443,1597,10,50,ba_25,10000,Jackknife k = 5
-999.0,62868.29195533559,64465.29195533559,1597,10,50,ba_25,10000,Conway-Maxwell-Poisson
-999.0,2563.630734272303,4160.630734272303,1597,10,50,ba_25,10000,Turing
-999.0,2492.5118367346936,4089.5118367346936,1597,10,50,ba_25,10000,Jackknife k = 2
