a_hat,Nu_hat,N_hat,No,trial,T,graph,N,type
-999.0,7460.163729924607,8022.163729924607,562,1,20,sbm_25,10000,Chao Lee Jeng 1
-999.0,7917.514204548896,8479.514204548896,562,1,20,sbm_25,10000,Chao Lee Jeng 0
-999.0,1820.9451754385964,2382.9451754385964,562,1,20,sbm_25,10000,Jackknife k = 4
-999.0,1423.286695906433,1985.286695906433,562,1,20,sbm_25,10000,Jackknife k = 3
-999.0,2184.6710526315787,2746.6710526315787,562,1,20,sbm_25,10000,Jackknife k = 5
-999.0,39599.82803250013,40161.82803250013,562,1,20,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,7419.814102625435,7981.814102625435,562,1,20,sbm_25,10000,Turing
-999.0,989.2026315789476,1551.2026315789476,562,1,20,sbm_25,10000,Jackknife k = 2
-999.0,515.8499999999999,1077.85,562,1,20,sbm_25,10000,Jackknife k = 1
-999.0,7463.998487162368,8025.998487162368,562,1,20,sbm_25,10000,Chao Lee Jeng 2
1000.0,7229.1416072904685,7941.1416072904685,712,1,25,sbm_25,10000,Pseudolikelihood
-999.0,7203.765625,7915.765625,712,1,25,sbm_25,10000,Chao
-999.0,14778.90982886386,15490.90982886386,712,1,25,sbm_25,10000,Turing Geometric
-999.0,6837.0,7549.0,712,1,25,sbm_25,10000,Schnabel
-999.0,7203.466710130212,7915.466710130212,712,1,25,sbm_25,10000,Zelterman
-999.0,6912.7297979635305,7624.7297979635305,712,1,25,sbm_25,10000,Chao Lee Jeng 1
-999.0,7233.6081951862925,7945.6081951862925,712,1,25,sbm_25,10000,Chao Lee Jeng 0
-999.0,2292.348913043478,3004.348913043478,712,1,25,sbm_25,10000,Jackknife k = 4
-999.0,1793.7982608695652,2505.798260869565,712,1,25,sbm_25,10000,Jackknife k = 3
-999.0,2747.6518115942035,3459.6518115942035,712,1,25,sbm_25,10000,Jackknife k = 5
-999.0,7137.747141524592,7849.747141524592,712,1,25,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,6913.23196757172,7625.23196757172,712,1,25,sbm_25,10000,Turing
-999.0,1248.3066666666666,1960.3066666666666,712,1,25,sbm_25,10000,Jackknife k = 2
-999.0,651.8400000000001,1363.8400000000001,712,1,25,sbm_25,10000,Jackknife k = 1
-999.0,6913.939490906316,7625.939490906316,712,1,25,sbm_25,10000,Chao Lee Jeng 2
1000.0,7744.303685043664,8564.303685043664,820,1,30,sbm_25,10000,Pseudolikelihood
-999.0,7585.512500000001,8405.5125,820,1,30,sbm_25,10000,Chao
-999.0,15791.913839138142,16611.913839138142,820,1,30,sbm_25,10000,Turing Geometric
-999.0,7367.714285714285,8187.714285714285,820,1,30,sbm_25,10000,Schnabel
-999.0,7581.766310669898,8401.766310669898,820,1,30,sbm_25,10000,Zelterman
-999.0,7422.203457981506,8242.203457981506,820,1,30,sbm_25,10000,Chao Lee Jeng 1
-999.0,7702.743801275637,8522.743801275637,820,1,30,sbm_25,10000,Chao Lee Jeng 0
-999.0,2658.2407635467976,3478.2407635467976,820,1,30,sbm_25,10000,Jackknife k = 4
-999.0,2077.6861658456487,2897.6861658456487,820,1,30,sbm_25,10000,Jackknife k = 3
-999.0,3189.731937602627,4009.731937602627,820,1,30,sbm_25,10000,Jackknife k = 5
-999.0,4432.528820446431,5252.528820446431,820,1,30,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,7426.408768991285,8246.408768991285,820,1,30,sbm_25,10000,Turing
-999.0,1444.0540229885055,2264.0540229885055,820,1,30,sbm_25,10000,Jackknife k = 2
-999.0,753.0333333333333,1573.0333333333333,820,1,30,sbm_25,10000,Jackknife k = 1
-999.0,7422.9136866293375,8242.913686629337,820,1,30,sbm_25,10000,Chao Lee Jeng 2
1000.0,8350.782021777699,9317.782021777699,967,1,35,sbm_25,10000,Pseudolikelihood
-999.0,8032.653846153846,8999.653846153846,967,1,35,sbm_25,10000,Chao
-999.0,16990.458125935627,17957.458125935627,967,1,35,sbm_25,10000,Turing Geometric
-999.0,7980.259259259259,8947.25925925926,967,1,35,sbm_25,10000,Schnabel
-999.0,8024.109549261648,8991.109549261648,967,1,35,sbm_25,10000,Zelterman
-999.0,8003.7210048102625,8970.721004810262,967,1,35,sbm_25,10000,Chao Lee Jeng 1
-999.0,8261.058540311307,9228.058540311307,967,1,35,sbm_25,10000,Chao Lee Jeng 0
-999.0,3129.5206264323915,4096.5206264323915,967,1,35,sbm_25,10000,Jackknife k = 4
-999.0,2447.671403106697,3414.671403106697,967,1,35,sbm_25,10000,Jackknife k = 3
-999.0,3752.178380443086,4719.178380443086,967,1,35,sbm_25,10000,Jackknife k = 5
-999.0,2515.392829970574,3482.392829970574,967,1,35,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,8010.866191925266,8977.866191925266,967,1,35,sbm_25,10000,Turing
-999.0,1702.070588235294,2669.070588235294,967,1,35,sbm_25,10000,Jackknife k = 2
-999.0,887.8857142857141,1854.8857142857141,967,1,35,sbm_25,10000,Jackknife k = 1
-999.0,8004.156899902824,8971.156899902824,967,1,35,sbm_25,10000,Chao Lee Jeng 2
1000.0,7390.0452466581755,8496.045246658176,1106,1,40,sbm_25,10000,Pseudolikelihood
-999.0,7266.4383561643845,8372.438356164384,1106,1,40,sbm_25,10000,Chao
-999.0,15232.724270610097,16338.724270610097,1106,1,40,sbm_25,10000,Turing Geometric
-999.0,7132.772151898735,8238.772151898735,1106,1,40,sbm_25,10000,Schnabel
-999.0,7262.6627681983555,8368.662768198355,1106,1,40,sbm_25,10000,Zelterman
-999.0,7150.1444031658775,8256.144403165878,1106,1,40,sbm_25,10000,Chao Lee Jeng 1
-999.0,7352.333520688753,8458.333520688753,1106,1,40,sbm_25,10000,Chao Lee Jeng 0
-999.0,3487.9255229419705,4593.9255229419705,1106,1,40,sbm_25,10000,Jackknife k = 4
-999.0,2740.63584682861,3846.63584682861,1106,1,40,sbm_25,10000,Jackknife k = 3
-999.0,4163.828778677463,5269.828778677463,1106,1,40,sbm_25,10000,Jackknife k = 5
-999.0,5724.427753125825,6830.427753125825,1106,1,40,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,7152.638534716585,8258.638534716585,1106,1,40,sbm_25,10000,Turing
-999.0,1915.1782051282053,3021.1782051282053,1106,1,40,sbm_25,10000,Jackknife k = 2
-999.0,1004.25,2110.25,1106,1,40,sbm_25,10000,Jackknife k = 1
-999.0,7150.776143513009,8256.776143513009,1106,1,40,sbm_25,10000,Chao Lee Jeng 2
1000.0,7352.135596201934,8584.135596201933,1232,1,45,sbm_25,10000,Pseudolikelihood
-999.0,7025.91847826087,8257.91847826087,1232,1,45,sbm_25,10000,Chao
-999.0,15107.763728573764,16339.763728573764,1232,1,45,sbm_25,10000,Turing Geometric
-999.0,7116.785714285714,8348.785714285714,1232,1,45,sbm_25,10000,Schnabel
-999.0,7013.563756939842,8245.563756939842,1232,1,45,sbm_25,10000,Zelterman
-999.0,7077.893960350386,8309.893960350386,1232,1,45,sbm_25,10000,Chao Lee Jeng 1
-999.0,7257.9481865285,8489.9481865285,1232,1,45,sbm_25,10000,Chao Lee Jeng 0
-999.0,3813.580279539582,5045.580279539582,1232,1,45,sbm_25,10000,Jackknife k = 4
-999.0,3010.2186516326046,4242.218651632605,1232,1,45,sbm_25,10000,Jackknife k = 3
-999.0,4529.938747944562,5761.938747944562,1232,1,45,sbm_25,10000,Jackknife k = 5
-999.0,2971.661673295741,4203.661673295741,1232,1,45,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,7083.694491315548,8315.694491315548,1232,1,45,sbm_25,10000,Turing
-999.0,2112.2868686868687,3344.2868686868687,1232,1,45,sbm_25,10000,Jackknife k = 2
-999.0,1111.7333333333336,2343.7333333333336,1232,1,45,sbm_25,10000,Jackknife k = 1
-999.0,7078.294920251978,8310.294920251978,1232,1,45,sbm_25,10000,Chao Lee Jeng 2
13.153102424694547,7645.5515239036085,9013.551523903609,1368,1,50,sbm_25,10000,Pseudolikelihood
-999.0,7178.90366972477,8546.90366972477,1368,1,50,sbm_25,10000,Chao
-999.0,14797.316504402135,16165.316504402135,1368,1,50,sbm_25,10000,Turing Geometric
-999.0,6846.84,8214.84,1368,1,50,sbm_25,10000,Schnabel
-999.0,7186.167587019374,8554.167587019374,1368,1,50,sbm_25,10000,Zelterman
-999.0,6920.799490105715,8288.799490105715,1368,1,50,sbm_25,10000,Chao Lee Jeng 1
-999.0,7079.755123957913,8447.755123957913,1368,1,50,sbm_25,10000,Chao Lee Jeng 0
-999.0,4191.450000000001,5559.450000000001,1368,1,50,sbm_25,10000,Jackknife k = 4
-999.0,3308.7913605442172,4676.791360544217,1368,1,50,sbm_25,10000,Jackknife k = 3
-999.0,4983.838775510204,6351.838775510204,1368,1,50,sbm_25,10000,Jackknife k = 5
-999.0,10708.281696620019,12076.281696620019,1368,1,50,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,6917.46699601058,8285.46699601058,1368,1,50,sbm_25,10000,Turing
-999.0,2324.4355102040818,3692.4355102040818,1368,1,50,sbm_25,10000,Jackknife k = 2
-999.0,1225.98,2593.98,1368,1,50,sbm_25,10000,Jackknife k = 1
-999.0,6921.503208155182,8289.503208155182,1368,1,50,sbm_25,10000,Chao Lee Jeng 2
-999.0,4.900233999822e12,4.900234e12,178,1,5,sbm_25,10000,Morgan Ridout
-999.0,1.4289079997e12,1.428908e12,300,1,10,sbm_25,10000,Morgan Ridout
-999.0,5198.3,5613.3,415,1,15,sbm_25,10000,Morgan Ridout
-999.0,511882.0,512444.0,562,1,20,sbm_25,10000,Morgan Ridout
-999.0,6903.2,7615.2,712,1,25,sbm_25,10000,Morgan Ridout
-999.0,7450.0,8270.0,820,1,30,sbm_25,10000,Morgan Ridout
-999.0,8076.5,9043.5,967,1,35,sbm_25,10000,Morgan Ridout
-999.0,7172.0,8278.0,1106,1,40,sbm_25,10000,Morgan Ridout
-999.0,7156.299999999999,8388.3,1232,1,45,sbm_25,10000,Morgan Ridout
-999.0,7555.799999999999,8923.8,1368,1,50,sbm_25,10000,Morgan Ridout
1000.0,100000.0,100140.0,140,10,5,sbm_25,10000,Pseudolikelihood
-999.0,Inf,Inf,140,10,5,sbm_25,10000,Chao
-999.0,Inf,Inf,140,10,5,sbm_25,10000,Turing Geometric
-999.0,Inf,Inf,140,10,5,sbm_25,10000,Schnabel
-999.0,Inf,Inf,140,10,5,sbm_25,10000,Zelterman
-999.0,NaN,NaN,140,10,5,sbm_25,10000,Chao Lee Jeng 1
-999.0,NaN,NaN,140,10,5,sbm_25,10000,Chao Lee Jeng 0
-999.0,280.0,420.0,140,10,5,sbm_25,10000,Jackknife k = 4
-999.0,252.0,392.0,140,10,5,sbm_25,10000,Jackknife k = 3
-999.0,280.0,420.0,140,10,5,sbm_25,10000,Jackknife k = 5
-999.0,-1139,-999,140,10,5,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,Inf,Inf,140,10,5,sbm_25,10000,Turing
-999.0,196.0,336.0,140,10,5,sbm_25,10000,Jackknife k = 2
-999.0,112.0,252.0,140,10,5,sbm_25,10000,Jackknife k = 1
-999.0,NaN,NaN,140,10,5,sbm_25,10000,Chao Lee Jeng 2
1000.0,28747.67409075055,28987.67409075055,240,10,10,sbm_25,10000,Pseudolikelihood
-999.0,28560.5,28800.5,240,10,10,sbm_25,10000,Chao
-999.0,57479.749998915526,57719.749998915526,240,10,10,sbm_25,10000,Turing Geometric
-999.0,24946.0,25186.0,240,10,10,sbm_25,10000,Schnabel
-999.0,28560.16736382126,28800.16736382126,240,10,10,sbm_25,10000,Zelterman
-999.0,25814.333685183374,26054.333685183374,240,10,10,sbm_25,10000,Chao Lee Jeng 1
-999.0,29298.330910437482,29538.330910437482,240,10,10,sbm_25,10000,Chao Lee Jeng 0
-999.0,713.7222222222222,953.7222222222222,240,10,10,sbm_25,10000,Jackknife k = 4
-999.0,571.7222222222223,811.7222222222223,240,10,10,sbm_25,10000,Jackknife k = 3
-999.0,831.7777777777778,1071.7777777777778,240,10,10,sbm_25,10000,Jackknife k = 5
-999.0,-1239,-999,240,10,10,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,25800.035185297977,26040.035185297977,240,10,10,sbm_25,10000,Turing
-999.0,405.58888888888885,645.5888888888888,240,10,10,sbm_25,10000,Jackknife k = 2
-999.0,215.10000000000002,455.1,240,10,10,sbm_25,10000,Jackknife k = 1
-999.0,25814.333685183374,26054.333685183374,240,10,10,sbm_25,10000,Chao Lee Jeng 2
1000.0,14556.579577743532,14939.579577743532,383,10,15,sbm_25,10000,Pseudolikelihood
-999.0,14288.4,14671.4,383,10,15,sbm_25,10000,Chao
-999.0,29145.04994673661,29528.04994673661,383,10,15,sbm_25,10000,Turing Geometric
-999.0,13271.2,13654.2,383,10,15,sbm_25,10000,Schnabel
-999.0,14286.744346412206,14669.744346412206,383,10,15,sbm_25,10000,Zelterman
-999.0,13488.583052859898,13871.583052859898,383,10,15,sbm_25,10000,Chao Lee Jeng 1
-999.0,14580.819125882925,14963.819125882925,383,10,15,sbm_25,10000,Chao Lee Jeng 0
-999.0,1239.404761904762,1622.404761904762,383,10,15,sbm_25,10000,Jackknife k = 4
-999.0,971.6333333333334,1354.6333333333334,383,10,15,sbm_25,10000,Jackknife k = 3
-999.0,1480.452380952381,1863.452380952381,383,10,15,sbm_25,10000,Jackknife k = 5
-999.0,-1382,-999,383,10,15,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,13499.588416427792,13882.588416427792,383,10,15,sbm_25,10000,Turing
-999.0,676.3761904761905,1059.3761904761905,383,10,15,sbm_25,10000,Jackknife k = 2
-999.0,352.79999999999995,735.8,383,10,15,sbm_25,10000,Jackknife k = 1
-999.0,13488.583052859898,13871.583052859898,383,10,15,sbm_25,10000,Chao Lee Jeng 2
1000.0,10094.604686075965,10649.604686075965,555,10,20,sbm_25,10000,Pseudolikelihood
-999.0,9720.0,10275.0,555,10,20,sbm_25,10000,Chao
-999.0,20253.74931494329,20808.74931494329,555,10,20,sbm_25,10000,Turing Geometric
-999.0,9463.4,10018.4,555,10,20,sbm_25,10000,Schnabel
-999.0,9715.069312281079,10270.069312281079,555,10,20,sbm_25,10000,Zelterman
-999.0,9462.749999999995,10017.749999999995,555,10,20,sbm_25,10000,Chao Lee Jeng 1
-999.0,10006.536043475933,10561.536043475933,555,10,20,sbm_25,10000,Chao Lee Jeng 0
-999.0,1821.5131578947367,2376.5131578947367,555,10,20,sbm_25,10000,Jackknife k = 4
-999.0,1421.7236842105262,1976.7236842105262,555,10,20,sbm_25,10000,Jackknife k = 3
-999.0,2187.434210526316,2742.434210526316,555,10,20,sbm_25,10000,Jackknife k = 5
-999.0,-1554,-999,555,10,20,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,9476.881615092698,10031.881615092698,555,10,20,sbm_25,10000,Turing
-999.0,986.2105263157894,1541.2105263157894,555,10,20,sbm_25,10000,Jackknife k = 2
-999.0,513.0,1068.0,555,10,20,sbm_25,10000,Jackknife k = 1
-999.0,9462.749999999995,10017.749999999995,555,10,20,sbm_25,10000,Chao Lee Jeng 2
1000.0,12083.76820529788,12802.76820529788,719,10,25,sbm_25,10000,Pseudolikelihood
-999.0,11600.095238095239,12319.095238095239,719,10,25,sbm_25,10000,Chao
-999.0,24252.43935606824,24971.43935606824,719,10,25,sbm_25,10000,Turing Geometric
-999.0,11452.333333333334,12171.333333333334,719,10,25,sbm_25,10000,Schnabel
-999.0,11593.200321414115,12312.200321414115,719,10,25,sbm_25,10000,Zelterman
-999.0,11442.371428571432,12161.371428571432,719,10,25,sbm_25,10000,Chao Lee Jeng 1
-999.0,11955.039715077242,12674.039715077242,719,10,25,sbm_25,10000,Chao Lee Jeng 0
-999.0,2411.125,3130.125,719,10,25,sbm_25,10000,Jackknife k = 4
-999.0,1873.3149999999996,2592.3149999999996,719,10,25,sbm_25,10000,Jackknife k = 3
-999.0,2909.3250000000003,3628.3250000000003,719,10,25,sbm_25,10000,Jackknife k = 5
-999.0,-1718,-999,719,10,25,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,11457.03730930566,12176.03730930566,719,10,25,sbm_25,10000,Turing
-999.0,1293.725,2012.725,719,10,25,sbm_25,10000,Jackknife k = 2
-999.0,670.0799999999999,1389.08,719,10,25,sbm_25,10000,Jackknife k = 1
-999.0,11442.371428571432,12161.371428571432,719,10,25,sbm_25,10000,Chao Lee Jeng 2
1.2425614649242829,17791.758009277284,18660.758009277284,869,10,30,sbm_25,10000,Pseudolikelihood
-999.0,10204.25,11073.25,869,10,30,sbm_25,10000,Chao
-999.0,19989.499693848877,20858.499693848877,869,10,30,sbm_25,10000,Turing Geometric
-999.0,9263.342105263158,10132.342105263158,869,10,30,sbm_25,10000,Schnabel
-999.0,10216.660908163056,11085.660908163056,869,10,30,sbm_25,10000,Zelterman
-999.0,9476.510103456332,10345.510103456332,869,10,30,sbm_25,10000,Chao Lee Jeng 1
-999.0,9847.13876955176,10716.13876955176,869,10,30,sbm_25,10000,Chao Lee Jeng 0
-999.0,2889.470032840722,3758.470032840722,869,10,30,sbm_25,10000,Jackknife k = 4
-999.0,2245.3424466338256,3114.3424466338256,869,10,30,sbm_25,10000,Jackknife k = 3
-999.0,3488.4006568144496,4357.40065681445,869,10,30,sbm_25,10000,Jackknife k = 5
-999.0,38118.856846864954,38987.856846864954,869,10,30,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,9441.985433796615,10310.985433796615,869,10,30,sbm_25,10000,Turing
-999.0,1552.0609195402299,2421.06091954023,869,10,30,sbm_25,10000,Jackknife k = 2
-999.0,805.2333333333333,1674.2333333333333,869,10,30,sbm_25,10000,Jackknife k = 1
-999.0,9478.70059353756,10347.70059353756,869,10,30,sbm_25,10000,Chao Lee Jeng 2
0.8443620137736189,20391.384113613683,21388.384113613683,997,10,35,sbm_25,10000,Pseudolikelihood
-999.0,9985.6,10982.6,997,10,35,sbm_25,10000,Chao
-999.0,19018.237812277017,20015.237812277017,997,10,35,sbm_25,10000,Turing Geometric
-999.0,8749.169811320755,9746.169811320755,997,10,35,sbm_25,10000,Schnabel
-999.0,10011.119806960456,11008.119806960456,997,10,35,sbm_25,10000,Zelterman
-999.0,9054.618554424702,10051.618554424702,997,10,35,sbm_25,10000,Chao Lee Jeng 1
-999.0,9361.547193521872,10358.547193521872,997,10,35,sbm_25,10000,Chao Lee Jeng 0
-999.0,3301.506875477464,4298.506875477464,997,10,35,sbm_25,10000,Jackknife k = 4
-999.0,2564.9872930990578,3561.9872930990578,997,10,35,sbm_25,10000,Jackknife k = 3
-999.0,3988.7597402597403,4985.75974025974,997,10,35,sbm_25,10000,Jackknife k = 5
-999.0,58364.53911688402,59361.53911688402,997,10,35,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,8987.734979144529,9984.734979144529,997,10,35,sbm_25,10000,Turing
-999.0,1773.5621848739497,2770.5621848739497,997,10,35,sbm_25,10000,Jackknife k = 2
-999.0,920.9142857142856,1917.9142857142856,997,10,35,sbm_25,10000,Jackknife k = 1
-999.0,9056.969985678335,10053.969985678335,997,10,35,sbm_25,10000,Chao Lee Jeng 2
0.8256901558405891,23822.77668232464,24972.77668232464,1150,10,40,sbm_25,10000,Pseudolikelihood
-999.0,11733.686274509804,12883.686274509804,1150,10,40,sbm_25,10000,Chao
-999.0,22066.380218478447,23216.380218478447,1150,10,40,sbm_25,10000,Turing Geometric
-999.0,10103.83606557377,11253.83606557377,1150,10,40,sbm_25,10000,Schnabel
-999.0,11768.247531771232,12918.247531771232,1150,10,40,sbm_25,10000,Zelterman
-999.0,10564.174465467155,11714.174465467155,1150,10,40,sbm_25,10000,Chao Lee Jeng 1
-999.0,10876.556348443197,12026.556348443197,1150,10,40,sbm_25,10000,Chao Lee Jeng 0
-999.0,3850.341683535763,5000.341683535763,1150,10,40,sbm_25,10000,Jackknife k = 4
-999.0,2984.24350539811,4134.24350539811,1150,10,40,sbm_25,10000,Jackknife k = 3
-999.0,4663.492408906883,5813.492408906883,1150,10,40,sbm_25,10000,Jackknife k = 5
-999.0,83632.48774413047,84782.48774413047,1150,10,40,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,10470.284595380026,11620.284595380026,1150,10,40,sbm_25,10000,Turing
-999.0,2058.742307692308,3208.742307692308,1150,10,40,sbm_25,10000,Jackknife k = 2
-999.0,1066.6499999999996,2216.6499999999996,1150,10,40,sbm_25,10000,Jackknife k = 1
-999.0,10566.482968619148,11716.482968619148,1150,10,40,sbm_25,10000,Chao Lee Jeng 2
1.31843438104362,16341.178938289548,17597.178938289548,1256,10,45,sbm_25,10000,Pseudolikelihood
-999.0,9636.694444444445,10892.694444444445,1256,10,45,sbm_25,10000,Chao
-999.0,18874.048909269994,20130.048909269994,1256,10,45,sbm_25,10000,Turing Geometric
-999.0,8746.583333333334,10002.583333333334,1256,10,45,sbm_25,10000,Schnabel
-999.0,9659.569159511828,10915.569159511828,1256,10,45,sbm_25,10000,Zelterman
-999.0,8950.028625108895,10206.028625108895,1256,10,45,sbm_25,10000,Chao Lee Jeng 1
-999.0,9180.675197122588,10436.675197122588,1256,10,45,sbm_25,10000,Chao Lee Jeng 0
-999.0,4085.4635893821933,5341.463589382193,1256,10,45,sbm_25,10000,Jackknife k = 4
-999.0,3185.099929527837,4441.099929527837,1256,10,45,sbm_25,10000,Jackknife k = 3
-999.0,4919.554263565892,6175.554263565892,1256,10,45,sbm_25,10000,Jackknife k = 5
-999.0,32742.530135497553,33998.53013549755,1256,10,45,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,8916.827540097183,10172.827540097183,1256,10,45,sbm_25,10000,Turing
-999.0,2210.2303030303033,3466.2303030303033,1256,10,45,sbm_25,10000,Jackknife k = 2
-999.0,1151.822222222222,2407.822222222222,1256,10,45,sbm_25,10000,Jackknife k = 1
-999.0,8951.316150908451,10207.316150908451,1256,10,45,sbm_25,10000,Chao Lee Jeng 2
1.0443367238126813,16284.869607084047,17676.869607084045,1392,10,50,sbm_25,10000,Pseudolikelihood
-999.0,8613.520833333334,10005.520833333334,1392,10,50,sbm_25,10000,Chao
-999.0,16795.44067537105,18187.44067537105,1392,10,50,sbm_25,10000,Turing Geometric
-999.0,7740.879310344828,9132.879310344828,1392,10,50,sbm_25,10000,Schnabel
-999.0,8644.812387357537,10036.812387357537,1392,10,50,sbm_25,10000,Zelterman
-999.0,7925.930898080709,9317.930898080709,1392,10,50,sbm_25,10000,Chao Lee Jeng 1
-999.0,8111.462685147924,9503.462685147924,1392,10,50,sbm_25,10000,Chao Lee Jeng 0
-999.0,4401.623214285714,5793.623214285714,1392,10,50,sbm_25,10000,Jackknife k = 4
-999.0,3447.2742006802728,4839.274200680273,1392,10,50,sbm_25,10000,Jackknife k = 3
-999.0,5279.641326530612,6671.641326530612,1392,10,50,sbm_25,10000,Jackknife k = 5
-999.0,30449.097723380604,31841.097723380604,1392,10,50,sbm_25,10000,Conway-Maxwell-Poisson
-999.0,7889.122021764291,9281.122021764291,1392,10,50,sbm_25,10000,Turing
-999.0,2404.5608163265306,3796.5608163265306,1392,10,50,sbm_25,10000,Jackknife k = 2
-999.0,1260.2799999999997,2652.2799999999997,1392,10,50,sbm_25,10000,Jackknife k = 1
-999.0,7927.096709264222,9319.096709264222,1392,10,50,sbm_25,10000,Chao Lee Jeng 2
-999.0,7.515239869e10,7.515239883e10,140,10,5,sbm_25,10000,Morgan Ridout
-999.0,25709.9,25949.9,240,10,10,sbm_25,10000,Morgan Ridout
-999.0,13516.8,13899.8,383,10,15,sbm_25,10000,Morgan Ridout
-999.0,9542.8,10097.8,555,10,20,sbm_25,10000,Morgan Ridout
-999.0,11551.9,12270.9,719,10,25,sbm_25,10000,Morgan Ridout
